Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWN_M_R
3323,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3324,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3325,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3326,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3327,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3328,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3329,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3330,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3331,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3332,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3333,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3334,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3335,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3336,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3337,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
3338,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3339,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3340,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3341,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3342,Water,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3343,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3344,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3345,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3346,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3347,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3348,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3349,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3350,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3351,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3352,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3353,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3354,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3355,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3356,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3357,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3358,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3359,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3360,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3361,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3362,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3363,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3364,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3365,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3366,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3367,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3368,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3369,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3370,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3371,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3372,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3373,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3374,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3375,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3376,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
3377,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3378,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3379,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
3380,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3381,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3382,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3383,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3384,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3385,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3386,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3387,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3388,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3389,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3390,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3391,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3392,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3393,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3394,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
3395,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3396,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3397,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3398,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3399,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3400,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3401,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3402,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3403,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3404,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3405,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3406,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3407,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3408,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3409,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3410,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3411,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3412,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3413,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3414,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3415,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3416,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
3417,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3418,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
3419,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3420,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3421,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
3422,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3423,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3424,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
3425,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
3426,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3427,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
3428,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
3429,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
3430,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3431,Water,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
3432,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3433,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
3434,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3435,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3436,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3437,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3438,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3439,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3440,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3441,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
3442,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
3443,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3444,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
3445,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
3446,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
3447,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3448,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
3449,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3450,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3451,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3452,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3453,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3454,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3455,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3456,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3457,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3458,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3459,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3460,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3461,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3462,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3463,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3464,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3465,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3466,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3467,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3468,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3469,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
3470,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3471,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3472,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3473,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3474,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
3475,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3476,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3477,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3478,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3479,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3480,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3481,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3482,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
3483,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3484,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3485,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3486,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3487,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3488,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
3489,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
3490,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
3491,Water,NULL,Water,NULL,Water,Water,Bareland,Grassland
3492,Water,NULL,Water,NULL,Water,Water,Bareland,Bareland
3493,Water,NULL,Water,NULL,Water,Water,Bareland,Forest
3494,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
3495,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
3496,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
3497,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3498,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
3499,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
3500,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
3501,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
3502,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
3503,Water,NULL,Water,Water,Water,Water,Bareland,Grassland
3504,Water,NULL,Water,Water,Water,Water,Bareland,Bareland
3505,Water,NULL,Water,Water,Water,Water,Bareland,Water
3506,Water,NULL,Water,Water,Water,Water,Bareland,Forest
3507,Water,NULL,Water,Water,Water,Water,Water,Forest
3508,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3509,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3510,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3511,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3512,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3513,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3514,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3515,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3516,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3517,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3518,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3519,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3520,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3521,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3522,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3523,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3524,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3525,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3526,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3527,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3528,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3529,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3530,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3531,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3532,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3533,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3534,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3535,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3536,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3537,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3538,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3539,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3540,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3541,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3542,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3543,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3544,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3545,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3546,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3547,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3548,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3549,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3550,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3551,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3552,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3553,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3554,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3555,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3556,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3557,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3558,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Forest
3559,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3560,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3561,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3562,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3563,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3564,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3565,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3566,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3567,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3568,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3569,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3570,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3571,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
3572,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3573,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Water
3574,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3575,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3576,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
3577,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3578,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3579,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3580,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3581,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3582,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
3583,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
3584,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3585,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3586,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3587,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3588,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Water
3589,Water,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Water
3590,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3591,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3592,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3593,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3594,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3595,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3596,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3597,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3598,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3599,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3600,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3601,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3602,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3603,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3604,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3605,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3606,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3607,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3608,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3609,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3610,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3611,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3612,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3613,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3614,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3615,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3616,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3617,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3618,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3619,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3620,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3621,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3622,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3623,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3624,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3625,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3626,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3627,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
3628,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3629,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3630,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3631,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3632,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3633,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3634,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3635,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3636,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3637,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3638,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3639,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3640,Water,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
3641,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
