Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXH_M_R
3355,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3356,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3357,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
3358,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3359,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3360,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3361,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3362,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
3363,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3364,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3365,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3366,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3367,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3368,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3369,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3370,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3371,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3372,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3373,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3374,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3375,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3376,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3377,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3378,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
3379,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
3380,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3381,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3382,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3383,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
3384,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3385,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3386,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
3387,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3388,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3389,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3390,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3391,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3392,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3393,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3394,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3395,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3396,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3397,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3398,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3399,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3400,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3401,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3402,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3403,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3404,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3405,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3406,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3407,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3408,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3409,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3410,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3411,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3412,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3413,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3414,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3415,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3416,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3417,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3418,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3419,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
3420,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
3421,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3422,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3423,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3424,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3425,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3426,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3427,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3428,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3429,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3430,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3431,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3432,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3433,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3434,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3435,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3436,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3437,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3438,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3439,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3440,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3441,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
3442,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3443,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3444,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3445,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3446,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3447,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3448,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3449,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
3450,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3451,Grassland,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3459,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3460,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3461,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3463,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3464,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3465,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3466,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3467,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3470,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3472,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3509,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3510,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3511,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3512,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3513,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3514,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3515,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3516,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3517,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3518,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3519,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3520,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3521,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3522,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3523,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3524,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3525,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3526,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3527,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3528,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3529,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3530,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3531,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3532,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3533,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3534,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
3535,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3536,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3537,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3538,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
3539,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
3540,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3541,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3542,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3543,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3544,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3545,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3546,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3547,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3548,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3549,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3550,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3551,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3552,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3553,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3554,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3555,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3556,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3557,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3558,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3559,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3560,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3561,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3562,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3563,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3564,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3565,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3566,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3567,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3568,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3569,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3570,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3571,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3572,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3573,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3574,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3575,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3576,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3577,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3578,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3580,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3581,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3582,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3583,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3584,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3585,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3586,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3587,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3588,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3589,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3590,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3591,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3592,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3593,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3594,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3595,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
3596,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3597,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3598,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3599,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3600,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3601,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3602,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3603,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3604,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3605,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3606,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3607,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3608,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3609,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3610,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3611,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3612,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3613,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3614,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3615,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3616,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3617,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3618,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3619,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3620,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3621,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3622,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3623,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3624,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3625,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3626,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3627,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3628,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3629,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
3630,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3631,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3632,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3633,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3634,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3635,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3636,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3639,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3640,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3641,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3642,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3643,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3644,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3645,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3646,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3647,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3648,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3649,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3650,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
