Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R
1899,Grassland,NULL,Water,NULL,Water,Cropland,NULL,Forest
1900,Grassland,NULL,Water,NULL,Water,Cropland,Grassland,Forest
1901,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1902,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1903,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1904,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Forest
1905,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1906,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1907,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1908,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1909,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1910,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1911,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1912,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1913,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1914,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1915,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1916,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1917,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1918,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1919,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1920,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1921,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1922,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1923,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1924,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1925,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1926,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1927,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1928,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1929,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1930,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1931,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1932,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1933,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1934,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1935,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1936,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1937,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1938,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1939,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1940,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1941,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1942,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1943,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1944,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1945,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1946,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1947,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1948,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1949,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1950,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1951,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1952,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1953,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1954,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1955,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1956,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1957,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1958,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1959,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1960,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1961,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1962,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1963,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1964,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1966,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1967,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1968,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1969,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1970,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1971,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1972,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1973,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1974,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1975,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1976,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1977,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1978,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1979,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1980,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1981,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1982,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1983,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1984,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1985,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1986,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1987,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1988,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1989,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1990,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1991,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1992,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1993,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1994,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1995,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1996,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1997,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1998,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1999,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2000,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2001,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2002,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2003,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2004,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2005,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2006,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2007,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
2008,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2009,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2010,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2011,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2012,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2013,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2014,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2015,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2016,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2017,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2018,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2019,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2020,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2021,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2022,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2023,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2024,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2025,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2026,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2027,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2029,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2030,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2031,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2032,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2033,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2034,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2035,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2036,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2037,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2038,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2039,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2040,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2041,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2042,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2043,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2044,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2045,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2046,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2047,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2048,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2049,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2050,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2051,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2052,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2053,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2054,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2055,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2056,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2057,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2058,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2059,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2060,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2061,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2062,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2063,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2064,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2065,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2066,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2067,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2068,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2069,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2070,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2071,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2072,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2073,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2074,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2075,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2076,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2077,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2078,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2079,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2080,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2081,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2082,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2083,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2084,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2085,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2086,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2087,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2088,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2089,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2090,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2091,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2092,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2093,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2094,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2095,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2096,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2097,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2098,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2099,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2100,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2101,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2102,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2103,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2104,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2105,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2106,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2107,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2108,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
2109,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2110,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2111,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2112,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2113,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2114,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2115,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2116,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2117,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2118,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2119,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2120,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2121,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2122,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2123,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2124,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2125,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2126,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2127,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2128,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2129,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2130,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2131,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2132,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2133,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2134,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2135,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2136,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2137,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2138,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2139,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2140,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2141,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2142,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2143,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2144,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2145,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2146,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2147,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2148,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2149,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2150,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2151,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2152,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2153,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2154,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2155,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2156,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2157,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2158,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2159,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2160,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2161,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2162,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2163,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2164,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2165,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2166,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2167,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2168,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2169,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2170,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2171,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2172,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2173,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2174,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2175,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2176,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2177,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2178,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2179,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2180,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2181,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2182,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2183,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
2184,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2185,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2186,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2187,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2188,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2189,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2190,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2191,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2192,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2193,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2194,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2195,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2196,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2197,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2198,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2199,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2200,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2201,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2202,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2203,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2204,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2205,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2206,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
