Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLT_M_R
3852,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3853,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3854,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3855,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3856,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3857,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3858,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3859,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3860,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3861,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3862,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3863,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3864,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3865,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
3866,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3867,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3868,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3869,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3870,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3871,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
3872,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3873,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
3874,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3875,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3876,Forest,Wetland,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
3877,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
3878,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
3879,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
3880,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3881,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3882,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3883,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
3884,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
3885,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3886,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
3887,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
3888,Forest,Wetland,Water,NULL,Water,Water,Water,Water
3889,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
3890,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3891,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
3892,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3893,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3894,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3895,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3896,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3897,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3898,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3899,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
3900,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
3901,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
3902,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
3903,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
3904,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
3905,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
3906,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3907,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3908,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
3909,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3910,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
3911,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
3912,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
3913,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
3914,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
3915,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
3916,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
3917,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
3918,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
3919,Forest,Wetland,Water,Water,Water,Water,Water,Water
3920,Forest,Wetland,Water,Water,Water,Water,Water,Forest
3921,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
3922,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3923,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3924,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3925,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3926,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3927,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3928,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3929,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3930,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3931,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3932,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3933,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3934,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3935,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3936,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3937,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
3938,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3939,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3940,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3941,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3942,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3943,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3944,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3945,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
3946,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3947,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3948,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
3949,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3950,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3951,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
3952,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3953,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3954,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3955,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3956,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3957,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3958,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3959,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3960,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3961,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3962,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3963,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3964,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3965,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3966,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3967,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3968,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3969,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3970,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
3971,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3972,Forest,Wetland,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
3973,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3974,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
3975,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
3976,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
3977,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3978,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3979,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3980,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3981,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3982,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
3983,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3984,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3985,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3986,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3987,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3988,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
3989,Forest,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3990,Forest,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
3991,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3992,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
3993,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
3994,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3995,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
3996,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3997,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3998,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
3999,Forest,Bareland,Water,Non_Water,Water,Water,Water,Grassland
4000,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
4001,Forest,Bareland,Water,Water,Water,Water,Water,Water
4002,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4003,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4004,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4005,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4006,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4007,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4008,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4009,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4010,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4011,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4012,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4013,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4014,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4015,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4016,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4017,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4018,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4019,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4020,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4021,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4022,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4023,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4024,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4025,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4026,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4027,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4028,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4029,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4030,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4031,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4032,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4033,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4034,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4035,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4036,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4037,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
4038,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
4039,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4040,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4041,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4042,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4043,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4044,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4045,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4046,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4047,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4049,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4050,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4051,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4052,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4053,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4054,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4055,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4056,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4057,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4058,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4059,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4060,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4061,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4062,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4063,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4064,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4065,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
4066,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4067,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4068,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4069,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4070,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4071,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4072,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4073,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4074,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4075,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4076,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4077,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4078,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4079,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4080,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4081,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4082,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4083,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4084,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4085,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4086,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4087,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4088,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4089,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4090,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4091,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4092,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4093,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4094,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4095,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4096,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4097,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4098,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4099,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4100,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
4101,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4102,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4103,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4104,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4105,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4106,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
4107,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
4108,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
4109,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4110,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4111,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4112,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
4113,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
4114,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4115,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4116,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4117,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4118,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
4119,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4120,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4121,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4122,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4123,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4124,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4125,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
4126,Forest,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4127,Forest,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Water
4128,Forest,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4129,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4130,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
4131,Forest,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
4132,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
4133,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4134,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4135,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4136,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4137,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4138,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4139,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4140,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4141,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4142,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4143,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4144,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4145,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4146,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4147,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4148,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4149,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
4150,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4151,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4152,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4153,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4154,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4155,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
4156,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4157,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4158,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4159,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4160,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4161,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4162,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4163,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4164,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4165,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4166,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4167,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4168,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4169,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4170,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4171,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4172,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
