Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZK_M_R
1263,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1264,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1265,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1266,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1267,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1268,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1269,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1270,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1271,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1272,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1273,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1275,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1276,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1277,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1278,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1279,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1280,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1281,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1282,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1283,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1284,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1285,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1286,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1287,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1289,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1290,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1291,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1292,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1293,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1294,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1295,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1296,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1297,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1298,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1299,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1300,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1301,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1302,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1303,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1304,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1305,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1306,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1307,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1308,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1309,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1310,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1311,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1312,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1313,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1314,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1315,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1316,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1317,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1318,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1319,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1320,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1321,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1322,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1323,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1324,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1325,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1326,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1327,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1328,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1329,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1330,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1331,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1332,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1333,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1334,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1335,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1336,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1337,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1338,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1339,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1340,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1341,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1342,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1343,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1344,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1345,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1346,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1347,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1348,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1349,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1350,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1351,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1352,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1353,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1354,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1355,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1356,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
1357,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1358,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1359,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1360,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1361,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1362,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1363,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1364,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1365,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1366,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1367,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1368,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1369,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1370,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1371,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1372,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1373,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1374,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1375,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1376,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1377,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1378,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1379,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1380,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1381,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1382,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1383,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1384,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1385,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1386,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1387,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1388,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1389,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1390,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1391,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1392,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1393,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1394,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1395,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1396,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1397,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1398,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1399,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1400,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1401,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1402,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1403,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1404,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1405,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1406,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1407,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1408,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1409,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1410,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1411,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1412,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1413,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1414,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1415,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1416,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1417,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1418,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1419,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1420,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1421,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1422,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1423,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1424,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1425,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1426,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1427,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1428,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1429,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1430,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1431,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1432,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1433,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1434,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1435,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1436,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1437,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1438,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1439,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1440,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1441,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1442,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1443,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1444,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1445,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1446,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1447,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1448,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1449,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1450,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1451,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1452,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1453,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
1454,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1455,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1456,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1457,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1458,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1459,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1460,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1461,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1462,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1463,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1464,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1470,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1473,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1474,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1475,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1476,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1477,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1478,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1479,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1480,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1481,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1482,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1483,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1486,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1487,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1488,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1489,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1490,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1491,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1492,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1493,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1494,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1495,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1496,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1497,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1498,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1499,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1500,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1501,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1502,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1503,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1504,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1505,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1506,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1507,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1508,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1509,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1510,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1511,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1512,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1513,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1514,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1515,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1516,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1517,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1518,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1519,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1520,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1521,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1522,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1523,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1524,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1525,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1526,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1527,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1528,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1529,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1530,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1531,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1532,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1533,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1534,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1535,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1536,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1537,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1538,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1539,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1540,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
1541,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1542,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1543,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1544,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1545,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1546,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1547,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
1548,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1549,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1550,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1551,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1552,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1553,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1554,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1555,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1556,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1557,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1558,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1559,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1560,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
