Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGN_M_R
11687,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11688,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11689,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11690,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11691,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11692,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11693,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11694,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11695,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
11696,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11697,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
11698,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
11699,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11700,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11701,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11702,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11703,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11704,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11705,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11706,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11707,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11708,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11709,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11710,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11711,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11712,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11713,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11714,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11715,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
11716,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11717,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11718,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11719,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11720,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11721,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
11722,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11723,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11724,Bareland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
11725,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11726,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11727,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11728,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11729,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11730,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11731,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11732,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11733,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11734,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11735,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11736,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11737,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11738,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11739,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11740,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11741,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
11742,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11743,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11744,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11745,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11746,Bareland,Built-up,Water,NULL,Water,NULL,Bareland,Bareland
11747,Bareland,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
11748,Bareland,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
11749,Bareland,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
11750,Bareland,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
11751,Bareland,Built-up,Water,NULL,Water,Cropland,Built-up,Bareland
11752,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
11753,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
11754,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
11755,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
11756,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
11757,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
11758,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
11759,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
11760,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
11761,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11762,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11763,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11764,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11765,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11766,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11767,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11768,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11769,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11770,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11771,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
11772,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11773,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
11774,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11775,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
11776,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11777,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11778,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11779,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11780,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11781,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11782,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
11783,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11784,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11785,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11786,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11787,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11788,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11789,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11790,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11791,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11792,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11793,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11794,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11795,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11796,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11797,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11798,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11799,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11800,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
11801,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11802,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
11803,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11804,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
11805,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11806,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11807,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
11808,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11809,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
11810,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11811,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11812,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11813,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
11814,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11815,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11816,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11817,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11818,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11819,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11820,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11821,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11822,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11823,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11824,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11825,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11826,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11827,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
11828,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
11829,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11830,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11831,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11832,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11833,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11834,Bareland,Water,Cropland,Water,Non_Wetland,Cropland,Bareland,Grassland
11835,Bareland,Water,Cropland,Water,Non_Wetland,Cropland,Water,Bareland
11836,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11837,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11838,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11839,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
11840,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11841,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11842,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11843,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
11844,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
11845,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
11846,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
11847,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11848,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
11849,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
11850,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
11851,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
11852,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,Bareland,Bareland
11853,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,Forest,Water
11854,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
11855,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
11856,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11857,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11858,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11859,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11860,Bareland,Water,Wetland,Water,Wetland,NULL,Shrubland,Bareland
11861,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Bareland
11862,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
11863,Bareland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
11864,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11865,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
11866,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
11867,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
11868,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
11869,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
11870,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
11871,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
11872,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
11873,Bareland,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
11874,Bareland,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
11875,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
11876,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
11877,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
11878,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11879,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11880,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11881,Bareland,Water,Water,NULL,Water,NULL,Shrubland,Bareland
11882,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
11883,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
11884,Bareland,Water,Water,NULL,Water,Bareland,Water,Forest
11885,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
11886,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
11887,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Bareland
11888,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
11889,Bareland,Water,Water,Water,Water,NULL,Grassland,Water
11890,Bareland,Water,Water,Water,Water,Bareland,Shrubland,Grassland
11891,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
11892,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
11893,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
11894,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
11895,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
11896,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
11897,Bareland,Water,Water,Water,Water,Bareland,Water,Water
11898,Bareland,Water,Water,Water,Water,Water,Water,Water
11899,Bareland,Water,Water,Water,Water,Water,Forest,Water
11900,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11901,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11902,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11903,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11904,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11905,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11906,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11907,Bareland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11908,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
11909,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11910,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
11911,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
11912,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
11913,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11914,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11915,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11916,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11917,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11918,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11919,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11920,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11921,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11922,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11923,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11924,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11925,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
11926,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11927,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11928,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11929,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11930,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11931,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11932,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11933,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11934,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11935,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11936,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11937,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11938,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11939,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11940,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11941,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11942,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11943,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11944,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11945,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11946,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11947,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11948,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11949,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11950,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11951,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11952,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11953,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11954,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11955,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11956,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11957,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11958,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11959,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11960,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11961,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11962,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11963,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
11964,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11965,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11966,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
11967,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
11968,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11969,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
11970,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
11971,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11972,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11973,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11974,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11975,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11976,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11977,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11978,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11979,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11980,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11981,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11982,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11983,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11984,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11985,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11986,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11987,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11988,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
