Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYN_M_R
4512,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4513,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4514,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4515,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
4516,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Bareland,Wetland
4517,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4518,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4519,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4520,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4521,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4522,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4523,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4524,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4525,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4526,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4527,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4528,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4529,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4530,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
4531,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4532,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4533,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
4534,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4535,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4536,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4537,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4538,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4539,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4540,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4541,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4542,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4543,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4544,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
4545,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4546,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4547,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
4548,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4549,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4550,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
4551,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4552,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4553,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
4554,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4555,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4556,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4557,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
4558,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4559,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
4560,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Built-up
4561,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
4562,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
4563,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
4564,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
4565,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
4566,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4567,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4568,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4569,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4570,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4571,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4572,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4573,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4574,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4575,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4576,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4577,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4578,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4579,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
4580,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4581,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
4582,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4583,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
4584,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4585,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4586,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4587,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4588,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4589,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4590,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
4591,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
4592,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
4593,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
4594,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4595,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4596,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
4597,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4598,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4599,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4600,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
4601,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4602,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4603,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4604,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4605,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4606,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4607,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4608,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
4609,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4610,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4611,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4612,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4613,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
4614,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4615,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
4616,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4617,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
4618,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Water
4619,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4620,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4621,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4622,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4623,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
4624,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4625,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4626,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4627,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
4628,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
4629,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
4630,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland,Wetland
4631,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
4632,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
4633,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Bareland
4634,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
4635,Wetland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
4636,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4637,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4638,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4639,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
4640,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4641,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4642,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
4643,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
4644,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
4645,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
4646,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
4647,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
4648,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4649,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
4650,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4651,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
4652,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Water
4653,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
4654,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
4655,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4656,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4657,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
4658,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4659,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
4660,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
4661,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
4662,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
4663,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
4664,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
4665,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4666,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4667,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
4668,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4669,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4670,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
4671,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
4672,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
4673,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4674,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4675,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
4676,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Bareland,Wetland
4677,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Water
4678,Wetland,Wetland,Water,NULL,Water,NULL,Water,Wetland
4679,Wetland,Wetland,Water,NULL,Water,NULL,Water,Water
4680,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4681,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4682,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
4683,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
4684,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
4685,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
4686,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
4687,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4688,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
4689,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
4690,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
4691,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4692,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4693,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4694,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4695,Wetland,Wetland,Water,Water,Water,Water,Forest,Wetland
4696,Wetland,Wetland,Water,Water,Water,Water,Forest,Water
4697,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4698,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4699,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4700,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4701,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4702,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4703,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4704,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4705,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4706,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4707,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4708,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4709,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4710,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4711,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4712,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4713,Wetland,Bareland,Wetland,NULL,Wetland,NULL,Water,Bareland
4714,Wetland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4715,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4716,Wetland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4717,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4718,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4719,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4720,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4721,Wetland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4722,Wetland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4723,Wetland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4724,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4725,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
4726,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4727,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4728,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4729,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4730,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4731,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4732,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
4733,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4734,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
4735,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4736,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4737,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4738,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
4739,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4740,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4741,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4742,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
4743,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4744,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4745,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
4746,Wetland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
4747,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4748,Wetland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4749,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4750,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4751,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
4752,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
4753,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4754,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4755,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Built-up
4756,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
4757,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
4758,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
4759,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
4760,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
4761,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
4762,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4763,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4764,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
4765,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Water,Wetland
4766,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4767,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4768,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
4769,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4770,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
4771,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
4772,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
4773,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
4774,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4775,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
4776,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
4777,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
4778,Wetland,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
4779,Wetland,Built-up,Wetland,NULL,Wetland,Water,Water,Water
4780,Wetland,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
4781,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4782,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
4783,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
4784,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4785,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4786,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
4787,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4788,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
4789,Wetland,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
4790,Wetland,Built-up,Wetland,Water,Wetland,NULL,Water,Wetland
4791,Wetland,Built-up,Wetland,Water,Wetland,NULL,Water,Water
4792,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
4793,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
4794,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
4795,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
4796,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Water
4797,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4798,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
4799,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4800,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4801,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
4802,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
4803,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
4804,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
4805,Wetland,Built-up,Water,NULL,Water,Bareland,Water,Water
4806,Wetland,Built-up,Water,Water,Water,Wetland,Water,Wetland
4807,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4808,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4809,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4810,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
4811,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4812,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4813,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4814,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
4815,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4816,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4817,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4818,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4819,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4820,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4821,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4822,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4823,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4824,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
4825,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4826,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4827,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4828,Wetland,Water,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
4829,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
4830,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4831,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4832,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
4833,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4834,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4835,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
4836,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4837,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4838,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4839,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
4840,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4841,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4842,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
