Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDL_M_R
1473,Bareland,NULL,Water,NULL,Water,Water,Wetland,Bareland
1474,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
1475,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
1476,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Water
1477,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1478,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
1479,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1480,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Water
1481,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Water
1482,Bareland,NULL,Water,Water,Water,Bareland,Water,Grassland
1483,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
1484,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
1485,Bareland,NULL,Water,Water,Water,Bareland,Forest,Water
1486,Bareland,NULL,Water,Water,Water,Water,Grassland,Bareland
1487,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
1488,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
1489,Bareland,NULL,Water,Water,Water,Water,Water,Water
1490,Bareland,NULL,Water,Water,Water,Water,Forest,Water
1491,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1492,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1493,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1494,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1495,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1496,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1497,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1498,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1499,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1501,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1502,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1503,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1504,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
1505,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1506,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1507,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1508,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1509,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
1510,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1511,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1512,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1513,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1514,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
1515,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
1516,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1517,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
1518,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1519,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Bareland
1520,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
1521,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1522,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
1523,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1524,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1525,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1526,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Water
1527,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1528,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
1529,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1530,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1531,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1532,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1533,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1534,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1535,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
1536,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1537,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1538,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1539,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
1540,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
1541,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Water
1542,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1543,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
1544,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1545,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1546,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
1547,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1548,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
1549,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1550,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
1551,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
1552,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1553,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Forest,Bareland
1554,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1555,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1556,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,Forest
1557,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1558,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1559,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1560,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
1561,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1562,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1563,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1564,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1565,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1566,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
1567,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Water
1568,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1569,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1570,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1571,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1572,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1573,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1574,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1575,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1576,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1577,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Water
1578,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1579,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
1580,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
1581,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1582,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1583,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1584,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1585,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1586,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1587,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Grassland
1588,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Bareland
1589,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Water
1590,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1591,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1592,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1593,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1594,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1595,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1596,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1597,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1598,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
1599,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1600,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1601,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1602,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1603,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1604,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1605,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1606,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1607,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1608,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1609,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1610,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
1611,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1612,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1613,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1614,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1615,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Bareland
1616,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Grassland,Water
1617,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
1618,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1619,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1620,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
1621,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1622,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
1623,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Bareland
1624,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Water
1625,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1626,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
1627,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1628,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1629,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1630,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1631,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
1632,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1633,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
1634,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
1635,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1636,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
1637,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
1638,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1639,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1640,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
1641,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Forest,Water
1642,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
1643,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1644,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1645,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
1646,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1647,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Forest,Bareland
1648,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Forest,Water
1649,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Grassland
1650,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Water
1651,Bareland,Bareland,Water,NULL,Water,Grassland,Water,Grassland
1652,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
1653,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Grassland
1654,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
1655,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Grassland
1656,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Grassland
1657,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Bareland
1658,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
1659,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
1660,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
1661,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1662,Bareland,Bareland,Water,Non_Water,Water,Grassland,Wetland,Water
1663,Bareland,Bareland,Water,Non_Water,Water,Grassland,Water,Water
1664,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Bareland
1665,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Water
1666,Bareland,Bareland,Water,Non_Water,Water,Bareland,Wetland,Grassland
1667,Bareland,Bareland,Water,Non_Water,Water,Bareland,Wetland,Bareland
1668,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
1669,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
1670,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
1671,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Bareland
1672,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Bareland
1673,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Grassland
1674,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Bareland
1675,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1676,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1677,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
1678,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1679,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
1680,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Bareland
1681,Bareland,Bareland,Water,Non_Water,Water,Water,Forest,Water
1682,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1683,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Grassland
1684,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Water
1685,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
1686,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1687,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
1688,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
1689,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1690,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Grassland
1691,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Bareland
1692,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Water
1693,Bareland,Bareland,Water,Water,Water,Built-up,Grassland,Water
1694,Bareland,Bareland,Water,Water,Water,Water,Grassland,Grassland
1695,Bareland,Bareland,Water,Water,Water,Water,Grassland,Bareland
1696,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
1697,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
1698,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
1699,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1700,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1701,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1702,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1703,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1704,Bareland,Bareland,Water,Water,Water,Water,Forest,Bareland
1705,Bareland,Bareland,Water,Water,Water,Water,Forest,Water
1706,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1707,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1708,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1709,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
1710,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
1711,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1712,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1713,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1714,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1715,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Water
1716,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1717,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
1718,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1719,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Grassland
1720,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Forest
1721,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1722,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1723,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1724,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1725,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1726,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1727,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1728,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1729,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1730,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1731,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
1732,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1733,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1734,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1735,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1736,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1737,Bareland,Water,Grassland,Water,Non_Wetland,Water,Forest,Bareland
1738,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1739,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1740,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1741,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1742,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1743,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1744,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1745,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1746,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1747,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1748,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1749,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1750,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
1751,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1752,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
1753,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1754,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1755,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1756,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1757,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
1758,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
1759,Bareland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
1760,Bareland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
1761,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1762,Bareland,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
1763,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1764,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1765,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1766,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1767,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Water
1768,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1769,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1770,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1771,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1772,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1773,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1774,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1775,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1776,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1777,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1778,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1779,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1780,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1781,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1782,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1783,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1784,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1785,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
1786,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
