Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R
10056,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10057,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10058,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10059,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10060,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10061,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10062,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10063,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10064,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10065,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10066,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10067,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10068,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10069,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10070,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10071,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10072,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10073,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10074,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10075,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10076,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10077,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
10078,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10079,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10080,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10081,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10082,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10083,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10084,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
10085,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10086,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
10087,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
10088,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
10089,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10090,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10091,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
10092,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
10093,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10094,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
10095,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10096,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10097,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10098,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10099,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10100,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10101,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10102,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
10103,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
10104,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10105,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10106,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10107,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10108,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10109,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10110,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10111,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10112,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10113,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10114,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10115,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
10116,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
10117,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
10118,Wetland,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
10119,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10120,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10121,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10122,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10123,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10124,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10125,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10126,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10127,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10128,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10129,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
10130,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10131,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
10132,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10133,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10134,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10135,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10136,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10137,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10138,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10139,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10140,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10141,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10142,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10143,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10144,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10145,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10146,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
10147,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10148,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
10149,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10150,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10151,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10152,Wetland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
10153,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
10154,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
10155,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
10156,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10157,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10158,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10159,Wetland,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
10160,Wetland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
10161,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
10162,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10163,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10164,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10165,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
10166,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10167,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10168,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10169,Wetland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
10170,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10171,Wetland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
10172,Wetland,Cropland,Water,NULL,Water,Wetland,NULL,Water
10173,Wetland,Cropland,Water,NULL,Water,Wetland,Shrubland,Grassland
10174,Wetland,Cropland,Water,NULL,Water,Water,NULL,Grassland
10175,Wetland,Cropland,Water,NULL,Water,Water,Wetland,Grassland
10176,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
10177,Wetland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
10178,Wetland,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
10179,Wetland,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
10180,Wetland,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
10181,Wetland,Cropland,Water,Water,Water,Wetland,Wetland,Water
10182,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10183,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10184,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10185,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10186,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10187,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10188,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10189,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10190,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10191,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10192,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10193,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10194,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10195,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10196,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10197,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
10198,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
10199,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10200,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10201,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10202,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10203,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10204,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10205,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10206,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10207,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10208,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10209,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10210,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10211,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
10212,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10213,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
10214,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
10215,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10216,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
10217,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10218,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10219,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10220,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10221,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10222,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10223,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10224,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
10225,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10226,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
10227,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10228,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10229,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10230,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
10231,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10232,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10233,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10234,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10235,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10236,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10237,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10238,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10239,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10240,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10241,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10242,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
10243,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,Water
10244,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
10245,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
10246,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
10247,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10248,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10249,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
10250,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10251,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10252,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10253,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
10254,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
10255,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10256,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10257,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10258,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10259,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10260,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10261,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10262,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
10263,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
10264,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10265,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10266,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10267,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10268,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10269,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
10270,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10271,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Water
10272,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10273,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
10274,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
10275,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
10276,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
10277,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
10278,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Water
10279,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
10280,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
10281,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
10282,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10283,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10284,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10285,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10286,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
10287,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
10288,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10289,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
10290,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
10291,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
10292,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
10293,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10294,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10295,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
10296,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10297,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10298,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
10299,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
10300,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
10301,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
10302,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
10303,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
10304,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10305,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10306,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10307,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
10308,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
10309,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
10310,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10311,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10312,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10313,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
10314,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
10315,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
10316,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
10317,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10318,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10319,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10320,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10321,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
10322,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
10323,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
10324,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
10325,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10326,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
10327,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10328,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
10329,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10330,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
10331,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
10332,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
10333,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10334,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
10335,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10336,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
10337,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
10338,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
10339,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
10340,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Grassland
10341,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
10342,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Water
10343,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10344,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
10345,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
10346,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
10347,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
10348,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
10349,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
10350,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
10351,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
10352,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
10353,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
10354,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10355,Wetland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Wetland,Grassland
10356,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Water
10357,Wetland,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
10358,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10359,Wetland,Wetland,Water,NULL,Water,NULL,Water,Forest
10360,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
10361,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
10362,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
10363,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
10364,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Water
10365,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Forest
10366,Wetland,Wetland,Water,NULL,Water,Shrubland,Forest,Wetland
10367,Wetland,Wetland,Water,NULL,Water,Grassland,NULL,Wetland
10368,Wetland,Wetland,Water,NULL,Water,Grassland,Shrubland,Wetland
10369,Wetland,Wetland,Water,NULL,Water,Grassland,Shrubland,Water
10370,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
10371,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
10372,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
10373,Wetland,Wetland,Water,NULL,Water,Water,Water,Bareland
10374,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
10375,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
