Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRK_M_R
8194,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
8195,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
8196,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8197,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8198,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8199,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8200,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8201,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8202,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8203,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8204,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
8205,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8206,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8207,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8208,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8209,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8210,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8211,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8212,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8213,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8214,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8215,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8216,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8217,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
8218,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8219,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8220,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8221,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8222,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8223,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8224,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8225,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8226,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8227,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8228,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8229,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8230,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8231,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8232,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8233,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8234,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8235,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8236,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8237,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8238,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8239,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8240,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8241,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8242,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8243,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8244,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8245,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8246,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8247,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8248,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8249,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8250,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8251,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8252,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8253,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8254,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8255,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8256,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8257,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8258,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
8259,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
8260,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
8261,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8262,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8263,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8264,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
8265,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8266,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8267,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8268,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8269,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8270,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
8271,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8272,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8273,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8274,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8275,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8276,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8277,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8278,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8279,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8280,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8281,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8282,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8283,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8284,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8285,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8286,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8287,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8288,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
8289,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8290,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8291,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8292,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8293,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8294,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
8295,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8296,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8297,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
8298,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8299,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
8300,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
8301,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8302,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
8303,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
8304,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
8305,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
8306,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
8307,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
8308,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Cropland
8309,Cropland,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
8310,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8311,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
8312,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
8313,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
8314,Cropland,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
8315,Cropland,Cropland,NULL,Water,Non_Wetland,Water,NULL,Cropland
8316,Cropland,Cropland,NULL,Water,Non_Wetland,Water,NULL,Wetland
8317,Cropland,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8318,Cropland,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
8319,Cropland,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
8320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8331,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8332,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8333,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8334,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8335,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8336,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8337,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
8341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8342,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8344,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8345,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8347,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8348,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8349,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8350,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8351,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8352,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8353,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8354,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8355,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8356,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8357,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8358,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8359,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8360,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8361,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8362,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8363,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8364,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8365,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8366,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8367,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8368,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8369,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8370,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8371,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8372,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8373,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8374,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8375,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8377,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8378,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8379,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8380,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8381,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8382,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8383,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8384,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8385,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8386,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8387,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8388,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8389,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8390,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8391,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8392,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8393,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8394,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8395,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8396,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8397,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8398,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
8399,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
8400,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
8401,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8402,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8403,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8404,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8405,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8406,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8407,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8408,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
8409,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8410,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8411,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8412,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8413,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8414,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8415,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8416,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8417,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8418,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8419,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8420,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8421,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8422,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8423,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8424,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8425,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8426,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8427,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8428,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8429,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8430,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8431,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8432,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
8433,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8434,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
8435,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8436,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
8437,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8438,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
8439,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
8440,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8441,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8442,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
8443,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8444,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8445,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
8446,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8447,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
8448,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8449,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8450,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8451,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8452,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
8453,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8454,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8455,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8456,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8457,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
8458,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8459,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8460,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8461,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8462,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8463,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8464,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
8472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8473,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8476,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8477,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8478,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8479,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8480,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8481,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
8482,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8483,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8484,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8485,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8486,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8487,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8488,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
8489,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
8490,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
8491,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
8492,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8493,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8494,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8495,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8496,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8497,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8498,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8499,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8500,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
