Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R
16083,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16084,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
16085,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
16086,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
16087,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
16088,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
16089,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
16090,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
16091,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
16092,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16093,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16094,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
16095,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
16096,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
16097,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
16098,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Bareland
16099,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
16100,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16101,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16102,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16103,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16104,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
16105,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16106,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
16107,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
16108,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
16109,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
16110,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
16111,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
16112,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
16113,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Water
16114,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
16115,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
16116,Bareland,Bareland,Forest,Water,Non_Wetland,Forest,Water,Water
16117,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16118,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16119,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16120,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
16121,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
16122,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
16123,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
16124,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16125,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16126,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16127,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16128,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16129,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16130,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16131,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16132,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
16133,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
16134,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16135,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
16136,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16137,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
16138,Bareland,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16139,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16140,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
16141,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
16142,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16143,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16144,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16145,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16146,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16147,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16148,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16149,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
16150,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16151,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
16152,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16153,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16154,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
16155,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
16156,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
16157,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
16158,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
16159,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
16160,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
16161,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16162,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16163,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
16164,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
16165,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
16166,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
16167,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
16168,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
16169,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
16170,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
16171,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
16172,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
16173,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
16174,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
16175,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,NULL
16176,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
16177,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
16178,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16179,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16180,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16181,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
16182,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
16183,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
16184,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
16185,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16186,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16187,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16188,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16189,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16190,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16191,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16192,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16193,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16194,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
16195,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16196,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
16197,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
16198,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16199,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16200,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16201,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16202,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16203,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16204,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
16205,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16206,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
16207,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
16208,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16209,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16210,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
16211,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16212,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
16213,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
16214,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16215,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16216,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
16217,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
16218,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16219,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16220,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16221,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16222,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16223,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
16224,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16225,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16226,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16227,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16228,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16229,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16230,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
16231,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16232,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16233,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16234,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
16235,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
16236,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
16237,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
16238,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
16239,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
16240,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
16241,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
16242,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16243,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
16244,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16245,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
16246,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16247,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
16248,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
16249,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16250,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16251,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16252,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16253,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
16254,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
16255,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
16256,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
16257,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16258,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16259,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
16260,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
16261,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
16262,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
16263,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16264,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16265,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16266,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16267,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
16268,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16269,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16270,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
16271,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16272,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16273,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
16274,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
16275,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16276,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16277,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16278,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16279,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
16280,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16281,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16282,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16283,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16284,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16285,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16286,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
16287,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
16288,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
16289,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
16290,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
16291,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16292,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
16293,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16294,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16295,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
16296,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16297,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16298,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
16299,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
16300,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
16301,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16302,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16303,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16304,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16305,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16306,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
16307,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
16308,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16309,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16310,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16311,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16312,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16313,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16314,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16315,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16316,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16317,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16318,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16319,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16320,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16321,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16322,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16323,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16324,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16325,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16326,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16327,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
16328,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16329,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16330,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16331,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
16332,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16333,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16334,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16335,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16336,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16337,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16338,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16339,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16340,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16341,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16342,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16343,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16344,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16345,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
16346,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16347,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16348,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16349,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16350,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16351,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16352,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16353,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16354,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16355,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16356,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16357,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
16358,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16359,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16360,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16361,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16362,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
16363,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16364,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
16365,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
