Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLH_M_R
2261,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2262,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2263,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2264,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2265,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2266,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2267,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2268,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2269,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2270,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2271,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2272,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2273,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2274,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2275,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2276,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2277,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2278,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2279,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2280,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
2281,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2282,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2283,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2284,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2285,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2286,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2287,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2288,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2289,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2290,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2291,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2292,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2293,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2294,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2295,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2296,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2297,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2298,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2299,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2300,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2301,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2302,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2303,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2304,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2305,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2306,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2307,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2308,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
2309,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2310,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2311,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2312,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2313,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2314,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2315,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2316,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2317,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2318,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2319,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2320,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2321,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2322,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2323,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2324,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2325,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2326,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2327,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2328,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2329,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2330,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2331,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2332,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2333,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2334,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2335,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2336,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2337,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2338,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2339,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2340,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2341,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2342,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2343,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2344,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2345,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2346,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2347,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2348,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2349,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2350,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2351,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2352,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2353,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2354,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2355,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2356,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2357,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2358,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2359,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2360,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2361,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2362,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2363,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2364,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2365,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2366,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2367,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2368,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2369,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2370,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2371,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2372,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2373,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2374,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2375,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2376,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2377,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2378,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2379,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2380,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2381,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2382,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2383,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2384,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2385,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2386,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2387,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2388,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2389,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2390,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2391,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2392,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2393,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2394,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2395,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2396,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2397,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2398,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2399,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2400,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2401,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2402,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2403,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2404,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2405,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2406,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2407,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2408,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2409,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2410,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2411,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2412,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2413,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2414,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2415,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2416,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2417,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2418,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
2419,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2420,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2421,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2422,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2423,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2424,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2425,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2426,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2427,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2428,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2429,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2430,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2431,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2432,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2433,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2434,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2435,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2436,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2437,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2438,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2439,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2440,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2441,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2442,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2443,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2444,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2445,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2446,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2447,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2448,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2449,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2450,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2452,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2453,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2454,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2455,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2456,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2457,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2458,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2459,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2460,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2461,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2462,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2463,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2464,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2465,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2466,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2467,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2468,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2469,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2470,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2471,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2472,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2473,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2474,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2475,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2476,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2477,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2478,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2479,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2480,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2481,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2482,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2483,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2484,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2485,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2486,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2487,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2488,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2489,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2490,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2491,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2492,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
2493,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2494,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2495,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2496,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2497,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2498,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2499,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2500,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2501,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2502,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2503,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2504,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
2505,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2506,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2507,Water,NULL,Water,Water,Water,NULL,NULL,Water
2508,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2509,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2510,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2511,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2512,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2513,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2514,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2515,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2516,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2517,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2518,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2519,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2520,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2521,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2522,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2523,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2524,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2525,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2526,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2527,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2528,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2529,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2530,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2531,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2532,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2533,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2534,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2535,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2536,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2537,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2538,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2539,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2540,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2541,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2542,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2543,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2544,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2545,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2546,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2547,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2548,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2549,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2550,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2551,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2552,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2553,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2554,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2555,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2556,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2557,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2558,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2559,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2560,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2561,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2562,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2563,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2564,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2565,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2566,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2567,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2568,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2569,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2570,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2571,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2572,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2573,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2574,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2575,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2576,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2577,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2578,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2579,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2580,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2581,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2582,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2583,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2584,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2585,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2586,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2587,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2588,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2589,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2590,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2591,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2592,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2593,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2594,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2595,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2596,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2597,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2598,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2599,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2600,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2601,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2602,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2603,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2604,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2605,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2606,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
2607,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
2608,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2609,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2610,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2611,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2612,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2613,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
