Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUB_M_R
17878,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
17879,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
17880,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
17881,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
17882,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
17883,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
17884,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
17885,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17886,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
17887,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
17888,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
17889,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
17890,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
17891,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
17892,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Bareland
17893,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
17894,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
17895,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
17896,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
17897,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
17898,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
17899,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
17900,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
17901,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
17902,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
17903,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
17904,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17905,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
17906,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17907,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
17908,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17909,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
17910,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
17911,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17912,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
17913,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17914,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17915,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17916,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
17917,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
17918,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17919,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
17920,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
17921,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
17922,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Cropland
17923,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
17924,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
17925,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17926,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17927,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
17928,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
17929,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
17930,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17931,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
17932,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17933,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
17934,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
17935,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
17936,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17937,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
17938,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
17939,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
17940,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17941,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
17942,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
17943,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
17944,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
17945,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
17946,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
17947,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
17948,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17949,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
17950,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
17951,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
17952,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
17953,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
17954,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17955,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
17956,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
17957,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17958,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
17959,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
17960,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
17961,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17962,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
17963,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
17964,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17965,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17966,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17967,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
17968,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17969,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17970,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17971,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
17972,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
17973,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
17974,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
17975,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17976,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
17977,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17978,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
17979,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
17980,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
17981,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17982,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17983,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
17984,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
17985,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
17986,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
17987,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
17988,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
17989,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
17990,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17991,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
17992,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
17993,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
17994,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
17995,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
17996,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17997,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17998,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17999,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
18000,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18001,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18002,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
18003,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
18004,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
18005,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
18006,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18007,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
18008,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
18009,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
18010,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
18011,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
18012,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18013,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
18014,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
18015,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
18016,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
18017,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
18018,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
18019,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
18020,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
18021,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
18022,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
18023,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
18024,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
18025,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
18026,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
18027,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
18028,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
18029,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18030,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
18031,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18032,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18033,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
18034,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18035,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
18036,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
18037,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
18038,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
18039,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18040,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
18041,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18042,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
18043,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
18044,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
18045,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
18046,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
18047,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
18048,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
18049,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
18050,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
18051,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
18052,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
18053,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
18054,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
18055,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
18056,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
18057,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
18058,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
18059,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
18060,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
18061,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
18062,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
18063,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18064,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
18065,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
18066,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
18067,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
18068,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
18069,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
18070,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
18071,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
18072,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
18073,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
18074,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
18075,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
18076,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
18077,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
18078,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
18079,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
18080,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
18081,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
18082,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
18083,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
18084,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
18085,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
18086,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
18087,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
18088,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
18089,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
18090,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
18091,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
18092,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
18093,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
18094,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
18095,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
18096,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
18097,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
18098,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
18099,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
18100,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
18101,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
18102,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
18103,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
18104,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
18105,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
18106,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
18107,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
18108,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
18109,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
18110,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
18111,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
18112,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
18113,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
18114,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
18115,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18116,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
18117,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
18118,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
18119,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18120,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
18121,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
18122,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
18123,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
18124,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
18125,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
18126,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
18127,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
18128,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
18129,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
18130,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
18131,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
18132,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
18133,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
18134,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
18135,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
18136,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
18137,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
18138,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
18139,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
18140,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
18141,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
18142,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
18143,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
18144,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
18145,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18146,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
18147,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18148,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
18149,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
18150,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
18151,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
18152,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
18153,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
18154,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
18155,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
18156,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18157,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
18158,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
18159,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
18160,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
18161,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
18162,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
18163,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
18164,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
18165,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
18166,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
18167,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
18168,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
18169,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
18170,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
18171,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
18172,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
18173,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,NULL
18174,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
18175,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
18176,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
18177,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
18178,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
18179,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
18180,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
18181,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
18182,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Wetland
18183,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
18184,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
18185,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
18186,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
18187,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
18188,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
18189,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Built-up
18190,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
18191,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
