Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R
12864,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
12865,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Bareland
12866,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
12867,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12868,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
12869,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
12870,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
12871,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
12872,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
12873,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
12874,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
12875,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12876,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
12877,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
12878,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
12879,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
12880,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
12881,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12882,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12883,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
12884,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12885,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12886,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
12887,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
12888,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
12889,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
12890,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12891,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12892,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12893,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
12894,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
12895,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
12896,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
12897,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
12898,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
12899,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
12900,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
12901,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
12902,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12903,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
12904,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
12905,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,NULL
12906,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12907,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
12908,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
12909,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12910,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
12911,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
12912,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
12913,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
12914,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
12915,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
12916,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12917,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12918,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12919,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
12920,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12921,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12922,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
12923,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
12924,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
12925,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Cropland
12926,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
12927,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
12928,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
12929,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
12930,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12931,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
12932,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
12933,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
12934,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12935,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12936,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12937,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12938,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12939,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12940,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
12941,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
12942,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12943,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
12944,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
12945,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
12946,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12947,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12948,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12949,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
12950,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12951,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
12952,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12953,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12954,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Bareland
12955,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
12956,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
12957,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
12958,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
12959,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
12960,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
12961,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
12962,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
12963,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Cropland
12964,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
12965,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
12966,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Cropland
12967,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Bareland
12968,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
12969,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
12970,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
12971,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12972,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12973,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12974,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12975,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
12976,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
12977,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12978,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12979,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12980,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12981,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
12982,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12983,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12984,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12985,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12986,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Bareland
12987,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
12988,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12989,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12990,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12991,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12992,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
12993,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
12994,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
12995,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
12996,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12997,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
12998,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12999,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13000,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13001,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13002,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
13003,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
13004,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
13005,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
13006,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
13007,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
13008,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
13009,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
13010,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
13011,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
13012,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13013,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13014,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13015,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13016,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13017,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
13018,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13019,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
13020,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13021,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
13022,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
13023,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
13024,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
13025,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13026,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
13027,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13028,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
13029,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13030,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
13031,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13032,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
13033,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
13034,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
13035,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
13036,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
13037,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
13038,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13039,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13040,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
13041,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13042,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
13043,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
13044,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
13045,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
13046,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
13047,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
13048,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
13049,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13050,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
13051,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
13052,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13053,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
13054,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13055,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13056,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13057,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13058,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13059,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13060,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
13061,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
13062,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13063,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
13064,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13065,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
13066,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13067,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
13068,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
13069,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
13070,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
13071,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
13072,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
13073,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
13074,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
13075,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
13076,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
13077,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
13078,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
13079,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
13080,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Cropland
13081,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
13082,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
13083,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13084,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
13085,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13086,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13087,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
13088,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
13089,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13090,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13091,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
13092,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13093,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
13094,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13095,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13096,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13097,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13098,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
13099,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
13100,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13101,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13102,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
13103,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13104,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
13105,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13106,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13107,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
13108,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13109,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
13110,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13111,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13112,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13113,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
13114,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
13115,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
13116,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
13117,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
13118,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
13119,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13120,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
13121,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
13122,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
13123,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13124,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
13125,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
13126,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
13127,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
13128,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
13129,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
13130,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
13131,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
13132,Bareland,NULL,Built-up,Water,Non_Wetland,Shrubland,Bareland,Built-up
13133,Bareland,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Bareland
13134,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
13135,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
13136,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
13137,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
13138,Bareland,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
13139,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
13140,Bareland,NULL,Water,NULL,Water,Grassland,Water,Grassland
13141,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Bareland
13142,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
13143,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Water
13144,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
13145,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
13146,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
13147,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
13148,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
13149,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
13150,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
13151,Bareland,NULL,Water,NULL,Water,Water,Water,Water
13152,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
13153,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland,Water
13154,Bareland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
13155,Bareland,NULL,Water,Non_Water,Water,Grassland,Water,Bareland
13156,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
13157,Bareland,NULL,Water,Non_Water,Water,Built-up,Built-up,NULL
13158,Bareland,NULL,Water,Non_Water,Water,Built-up,Built-up,Built-up
13159,Bareland,NULL,Water,Non_Water,Water,Built-up,Water,Cropland
13160,Bareland,NULL,Water,Non_Water,Water,Built-up,Water,Water
13161,Bareland,NULL,Water,Water,Water,NULL,Grassland,Water
13162,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Water
13163,Bareland,NULL,Water,Water,Water,Bareland,NULL,Bareland
13164,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Water
13165,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
13166,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
13167,Bareland,NULL,Water,Water,Water,Built-up,Built-up,Water
13168,Bareland,NULL,Water,Water,Water,Water,Water,Water
13169,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13170,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13171,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13172,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
13173,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13174,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13175,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13176,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
13177,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13178,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13179,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13180,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
13181,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
13182,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13183,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
13184,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
