Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFU_M_R
11417,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
11418,Water,Water,Water,Non_Water,Water,Water,Built-up,Forest
11419,Water,Water,Water,Non_Water,Water,Water,Water,NULL
11420,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
11421,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
11422,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
11423,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
11424,Water,Water,Water,Non_Water,Water,Water,Water,Water
11425,Water,Water,Water,Non_Water,Water,Water,Water,Forest
11426,Water,Water,Water,Non_Water,Water,Water,Forest,Water
11427,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
11428,Water,Water,Water,Non_Water,Water,Forest,NULL,Grassland
11429,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
11430,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
11431,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
11432,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
11433,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
11434,Water,Water,Water,Non_Water,Water,Forest,Water,Water
11435,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
11436,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
11437,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
11438,Water,Water,Water,Water,Water,NULL,NULL,Grassland
11439,Water,Water,Water,Water,Water,NULL,NULL,Water
11440,Water,Water,Water,Water,Water,NULL,NULL,Forest
11441,Water,Water,Water,Water,Water,NULL,Grassland,Grassland
11442,Water,Water,Water,Water,Water,NULL,Grassland,Water
11443,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
11444,Water,Water,Water,Water,Water,NULL,Wetland,Water
11445,Water,Water,Water,Water,Water,NULL,Wetland,Forest
11446,Water,Water,Water,Water,Water,NULL,Built-up,Water
11447,Water,Water,Water,Water,Water,NULL,Water,Grassland
11448,Water,Water,Water,Water,Water,NULL,Water,Cropland
11449,Water,Water,Water,Water,Water,NULL,Water,Wetland
11450,Water,Water,Water,Water,Water,NULL,Water,Bareland
11451,Water,Water,Water,Water,Water,NULL,Water,Water
11452,Water,Water,Water,Water,Water,NULL,Water,Forest
11453,Water,Water,Water,Water,Water,NULL,Forest,Grassland
11454,Water,Water,Water,Water,Water,NULL,Forest,Water
11455,Water,Water,Water,Water,Water,NULL,Forest,Forest
11456,Water,Water,Water,Water,Water,Wetland,NULL,Water
11457,Water,Water,Water,Water,Water,Wetland,NULL,Forest
11458,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
11459,Water,Water,Water,Water,Water,Wetland,Wetland,Water
11460,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
11461,Water,Water,Water,Water,Water,Wetland,Water,Grassland
11462,Water,Water,Water,Water,Water,Wetland,Water,Wetland
11463,Water,Water,Water,Water,Water,Wetland,Water,Water
11464,Water,Water,Water,Water,Water,Wetland,Water,Forest
11465,Water,Water,Water,Water,Water,Bareland,NULL,Water
11466,Water,Water,Water,Water,Water,Bareland,NULL,Forest
11467,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
11468,Water,Water,Water,Water,Water,Bareland,Wetland,Water
11469,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
11470,Water,Water,Water,Water,Water,Bareland,Bareland,Water
11471,Water,Water,Water,Water,Water,Bareland,Water,Grassland
11472,Water,Water,Water,Water,Water,Bareland,Water,Water
11473,Water,Water,Water,Water,Water,Bareland,Water,Forest
11474,Water,Water,Water,Water,Water,Bareland,Forest,Grassland
11475,Water,Water,Water,Water,Water,Bareland,Forest,Water
11476,Water,Water,Water,Water,Water,Built-up,Built-up,Water
11477,Water,Water,Water,Water,Water,Water,NULL,Grassland
11478,Water,Water,Water,Water,Water,Water,NULL,Cropland
11479,Water,Water,Water,Water,Water,Water,NULL,Bareland
11480,Water,Water,Water,Water,Water,Water,NULL,Water
11481,Water,Water,Water,Water,Water,Water,NULL,Forest
11482,Water,Water,Water,Water,Water,Water,Grassland,Water
11483,Water,Water,Water,Water,Water,Water,Grassland,Forest
11484,Water,Water,Water,Water,Water,Water,Wetland,Water
11485,Water,Water,Water,Water,Water,Water,Wetland,Forest
11486,Water,Water,Water,Water,Water,Water,Bareland,Bareland
11487,Water,Water,Water,Water,Water,Water,Bareland,Water
11488,Water,Water,Water,Water,Water,Water,Water,Grassland
11489,Water,Water,Water,Water,Water,Water,Water,Cropland
11490,Water,Water,Water,Water,Water,Water,Water,Wetland
11491,Water,Water,Water,Water,Water,Water,Water,Bareland
11492,Water,Water,Water,Water,Water,Water,Water,Water
11493,Water,Water,Water,Water,Water,Water,Water,Forest
11494,Water,Water,Water,Water,Water,Water,Forest,Cropland
11495,Water,Water,Water,Water,Water,Water,Forest,Water
11496,Water,Water,Water,Water,Water,Water,Forest,Forest
11497,Water,Water,Water,Water,Water,Forest,NULL,Water
11498,Water,Water,Water,Water,Water,Forest,NULL,Forest
11499,Water,Water,Water,Water,Water,Forest,Wetland,Water
11500,Water,Water,Water,Water,Water,Forest,Wetland,Forest
11501,Water,Water,Water,Water,Water,Forest,Water,Grassland
11502,Water,Water,Water,Water,Water,Forest,Water,Wetland
11503,Water,Water,Water,Water,Water,Forest,Water,Water
11504,Water,Water,Water,Water,Water,Forest,Water,Forest
11505,Water,Water,Water,Water,Water,Forest,Forest,Water
11506,Water,Water,Water,Water,Water,Forest,Forest,Forest
11507,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11508,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11509,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11510,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
11511,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11512,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11513,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11514,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11515,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
11516,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11517,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11518,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Water
11519,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11520,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
11521,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
11522,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
11523,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Built-up
11524,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
11525,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
11526,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11527,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11528,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11529,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
11530,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
11531,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11532,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11533,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11534,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11535,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11536,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11537,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11538,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11539,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11540,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11541,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11542,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
11543,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11544,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11545,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11546,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
11547,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11548,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11549,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
11550,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11551,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11552,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11553,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11554,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11555,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11556,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11557,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11558,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11559,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
11560,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11561,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11562,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11563,Water,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
11564,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11565,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11566,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
11567,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
11568,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11569,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11570,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11571,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
11572,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
11573,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11574,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
11575,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
11576,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
11577,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
11578,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
11579,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11580,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
11581,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11582,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
11583,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11584,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
11585,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
11586,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
11587,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
11588,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11589,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11590,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
11591,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
11592,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
11593,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
11594,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11595,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11596,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
11597,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
11598,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11599,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11600,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
11601,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11602,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11603,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
11604,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
11605,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
11606,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11607,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11608,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
11609,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11610,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11611,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
11612,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
11613,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11614,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
11615,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
11616,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
11617,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11618,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
11619,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
11620,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
11621,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11622,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11623,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
11624,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11625,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11626,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11627,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11628,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
11629,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
11630,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11631,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11632,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
11633,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11634,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11635,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11636,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
11637,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
11638,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
11639,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
11640,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
11641,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
11642,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
11643,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
11644,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
11645,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
11646,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
11647,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
11648,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
11649,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
11650,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11651,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
11652,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11653,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
11654,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11655,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
11656,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
11657,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
11658,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11659,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
11660,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
11661,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
11662,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11663,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11664,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
11665,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11666,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
11667,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
11668,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
11669,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
11670,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11671,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
11672,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
11673,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
11674,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11675,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
11676,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
11677,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
11678,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
11679,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
11680,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
11681,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
11682,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Cropland
11683,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
11684,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
11685,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
11686,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
11687,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
11688,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
11689,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
11690,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11691,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
11692,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11693,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
11694,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
11695,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
11696,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
11697,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
11698,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
11699,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Cropland
11700,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
11701,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
11702,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
11703,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
11704,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
11705,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
11706,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
11707,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
11708,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
11709,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
11710,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
11711,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
11712,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
11713,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
11714,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
11715,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
11716,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
11717,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
11718,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Wetland
11719,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
11720,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
11721,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
11722,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
11723,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11724,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
11725,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11726,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11727,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11728,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
11729,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11730,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11731,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11732,Water,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11733,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11734,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
11735,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11736,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11737,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11738,Water,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
11739,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11740,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
11741,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
11742,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
11743,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11744,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
11745,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
11746,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11747,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11748,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
11749,Water,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
11750,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Water
