Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVA_M_R
4158,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4159,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4160,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4161,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
4162,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4163,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4164,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
4165,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Water
4166,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4167,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4168,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4169,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4170,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
4171,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4172,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4173,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
4174,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
4175,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4176,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
4177,Wetland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
4178,Wetland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Water
4179,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4180,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
4181,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
4182,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4183,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
4184,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4185,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
4186,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
4187,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
4188,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
4189,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
4190,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4191,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
4192,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
4193,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4194,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4195,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4196,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4197,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4198,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
4199,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
4200,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
4201,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
4202,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
4203,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
4204,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4205,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4206,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4207,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4208,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
4209,Wetland,Wetland,Wetland,Water,Wetland,Forest,Grassland,Wetland
4210,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
4211,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4212,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4213,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
4214,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4215,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4216,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
4217,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4218,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4219,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4220,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4221,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
4222,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4223,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4224,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4225,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4226,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4227,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
4228,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4229,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
4230,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
4231,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
4232,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
4233,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
4234,Wetland,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
4235,Wetland,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
4236,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
4237,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
4238,Wetland,Wetland,Water,NULL,Water,Grassland,Water,Wetland
4239,Wetland,Wetland,Water,NULL,Water,Wetland,NULL,Forest
4240,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
4241,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Water
4242,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
4243,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4244,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4245,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
4246,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
4247,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
4248,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
4249,Wetland,Wetland,Water,NULL,Water,Water,NULL,Wetland
4250,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
4251,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Water
4252,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Forest
4253,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4254,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
4255,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
4256,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
4257,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
4258,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
4259,Wetland,Wetland,Water,NULL,Water,Water,Forest,Wetland
4260,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
4261,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
4262,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
4263,Wetland,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
4264,Wetland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
4265,Wetland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
4266,Wetland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
4267,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
4268,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
4269,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
4270,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Water
4271,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
4272,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
4273,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Water
4274,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
4275,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
4276,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
4277,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
4278,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4279,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
4280,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4281,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4282,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4283,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4284,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
4285,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
4286,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
4287,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Bareland
4288,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Water
4289,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Forest
4290,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
4291,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Water
4292,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
4293,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4294,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4295,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4296,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
4297,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
4298,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
4299,Wetland,Wetland,Water,Non_Water,Water,Forest,NULL,Wetland
4300,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
4301,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
4302,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
4303,Wetland,Wetland,Water,Water,Water,Grassland,NULL,Wetland
4304,Wetland,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
4305,Wetland,Wetland,Water,Water,Water,Grassland,Grassland,Water
4306,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
4307,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
4308,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
4309,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
4310,Wetland,Wetland,Water,Water,Water,Grassland,Water,Forest
4311,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
4312,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Water
4313,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
4314,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Water
4315,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Forest
4316,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4317,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
4318,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4319,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
4320,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
4321,Wetland,Wetland,Water,Water,Water,Water,NULL,Wetland
4322,Wetland,Wetland,Water,Water,Water,Water,NULL,Water
4323,Wetland,Wetland,Water,Water,Water,Water,NULL,Forest
4324,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
4325,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
4326,Wetland,Wetland,Water,Water,Water,Water,Grassland,Forest
4327,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
4328,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
4329,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4330,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4331,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
4332,Wetland,Wetland,Water,Water,Water,Forest,NULL,Wetland
4333,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4334,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4335,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4336,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4337,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4338,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4339,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4340,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4341,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
4342,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4343,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
4344,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4345,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4346,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4347,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4348,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4349,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4350,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4351,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4352,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4353,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4354,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4355,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4356,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4357,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4358,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4359,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4360,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4361,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4362,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4363,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4364,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4365,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4366,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4367,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4368,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
4369,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4370,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4371,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4372,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4373,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
4374,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4375,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
4376,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4377,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4378,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4379,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4380,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4381,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4382,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
4383,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4384,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
4385,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4386,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4387,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4388,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
4389,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4390,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
4391,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
4392,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
4393,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
4394,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4395,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4396,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4397,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4398,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4399,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4400,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4401,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4402,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4403,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4404,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4405,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4406,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4407,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4408,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4409,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
4410,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4411,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4412,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4413,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4414,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4415,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
4416,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4417,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4418,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4419,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4420,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4421,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4422,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4423,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4424,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4425,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4426,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
4427,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
4428,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4429,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4430,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4431,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
4432,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4433,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4434,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4435,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4436,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4437,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
4438,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
4439,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
4440,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
4441,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
4442,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4443,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4444,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Bareland
4445,Wetland,Built-up,Wetland,Water,Wetland,Water,NULL,Water
4446,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4447,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
4448,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4449,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4450,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4451,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
4452,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4453,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4454,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
4455,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4456,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4457,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4458,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4459,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4460,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4461,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4462,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4463,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4464,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4465,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4466,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4467,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4468,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4469,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4470,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4471,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Water
4472,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4473,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4474,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4475,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4476,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4477,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4478,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
4479,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4480,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4481,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4482,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
4483,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4484,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4485,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4486,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Water
4487,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4488,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
4489,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4490,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4491,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4492,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4493,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4494,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
4495,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4496,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4497,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4498,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4499,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4500,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4501,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4502,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
