Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R
9019,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Water
9020,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
9021,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
9022,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
9023,Water,Cropland,Water,NULL,Water,Bareland,Water,Forest
9024,Water,Cropland,Water,NULL,Water,Water,NULL,Water
9025,Water,Cropland,Water,NULL,Water,Water,Shrubland,Grassland
9026,Water,Cropland,Water,NULL,Water,Water,Shrubland,Bareland
9027,Water,Cropland,Water,NULL,Water,Water,Shrubland,Water
9028,Water,Cropland,Water,NULL,Water,Water,Shrubland,Forest
9029,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
9030,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
9031,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
9032,Water,Cropland,Water,NULL,Water,Water,Water,Water
9033,Water,Cropland,Water,NULL,Water,Water,Forest,Forest
9034,Water,Cropland,Water,Non_Water,Water,NULL,Water,NULL
9035,Water,Cropland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
9036,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Water
9037,Water,Cropland,Water,Non_Water,Water,Water,Water,Forest
9038,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
9039,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
9040,Water,Cropland,Water,Water,Water,NULL,Water,Cropland
9041,Water,Cropland,Water,Water,Water,NULL,Water,Forest
9042,Water,Cropland,Water,Water,Water,Shrubland,Water,Forest
9043,Water,Cropland,Water,Water,Water,Wetland,Water,Water
9044,Water,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
9045,Water,Cropland,Water,Water,Water,Bareland,Water,Wetland
9046,Water,Cropland,Water,Water,Water,Bareland,Water,Water
9047,Water,Cropland,Water,Water,Water,Water,NULL,Water
9048,Water,Cropland,Water,Water,Water,Water,Grassland,Water
9049,Water,Cropland,Water,Water,Water,Water,Water,Grassland
9050,Water,Cropland,Water,Water,Water,Water,Water,Water
9051,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9052,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
9053,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9054,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9055,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9056,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
9057,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
9058,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9059,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9060,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9061,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9062,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9063,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
9064,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9065,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
9066,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9067,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9068,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9069,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9070,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9071,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
9072,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9073,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
9074,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
9075,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9076,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9077,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9078,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9079,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9080,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
9081,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
9082,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9083,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9084,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9085,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9086,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9087,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
9088,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9089,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
9090,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
9091,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
9092,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
9093,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
9094,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
9095,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
9096,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Water
9097,Water,Wetland,NULL,Water,Non_Wetland,Water,Forest,Water
9098,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9099,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9100,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9101,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Water
9102,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9103,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
9104,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9105,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
9106,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
9107,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9108,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
9109,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9110,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
9111,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
9112,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9113,Water,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Water
9114,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9115,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9116,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9117,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9118,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9119,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
9120,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
9121,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
9122,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
9123,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9124,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9125,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9126,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9127,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
9128,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9129,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
9130,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
9131,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Water
9132,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Water
9133,Water,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Water
9134,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9135,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9136,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
9137,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
9138,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9139,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
9140,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9141,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9142,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9143,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9144,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
9145,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
9146,Water,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Water
9147,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9148,Water,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Water
9149,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
9150,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
9151,Water,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
9152,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
9153,Water,Wetland,Wetland,Water,Wetland,Bareland,NULL,Water
9154,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9155,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
9156,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
9157,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
9158,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9159,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Water
9160,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
9161,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
9162,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9163,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
9164,Water,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
9165,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
9166,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
9167,Water,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
9168,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
9169,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9170,Water,Wetland,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
9171,Water,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9172,Water,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
9173,Water,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Water
9174,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
9175,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
9176,Water,Wetland,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Water
9177,Water,Wetland,Built-up,Water,Non_Wetland,Shrubland,Water,Water
9178,Water,Wetland,Water,NULL,Water,NULL,Water,Water
9179,Water,Wetland,Water,NULL,Water,Shrubland,NULL,Water
9180,Water,Wetland,Water,NULL,Water,Shrubland,NULL,Forest
9181,Water,Wetland,Water,NULL,Water,Shrubland,Water,Grassland
9182,Water,Wetland,Water,NULL,Water,Shrubland,Water,Water
9183,Water,Wetland,Water,NULL,Water,Wetland,Shrubland,Water
9184,Water,Wetland,Water,NULL,Water,Bareland,NULL,Water
9185,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
9186,Water,Wetland,Water,NULL,Water,Water,Shrubland,Water
9187,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
9188,Water,Wetland,Water,NULL,Water,Water,Water,Water
9189,Water,Wetland,Water,NULL,Water,Water,Water,Forest
9190,Water,Wetland,Water,NULL,Water,Forest,Water,Water
9191,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
9192,Water,Wetland,Water,Non_Water,Water,NULL,Shrubland,Water
9193,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
9194,Water,Wetland,Water,Non_Water,Water,Shrubland,Water,Water
9195,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Water
9196,Water,Wetland,Water,Non_Water,Water,Water,NULL,Water
9197,Water,Wetland,Water,Non_Water,Water,Water,Shrubland,Water
9198,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
9199,Water,Wetland,Water,Non_Water,Water,Forest,Shrubland,Water
9200,Water,Wetland,Water,Non_Water,Water,Forest,Water,Water
9201,Water,Wetland,Water,Water,Water,Shrubland,NULL,Water
9202,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
9203,Water,Wetland,Water,Water,Water,Shrubland,Grassland,Water
9204,Water,Wetland,Water,Water,Water,Shrubland,Water,Water
9205,Water,Wetland,Water,Water,Water,Wetland,NULL,Water
9206,Water,Wetland,Water,Water,Water,Wetland,Shrubland,Water
9207,Water,Wetland,Water,Water,Water,Wetland,Water,Water
9208,Water,Wetland,Water,Water,Water,Bareland,NULL,Water
9209,Water,Wetland,Water,Water,Water,Bareland,Water,Water
9210,Water,Wetland,Water,Water,Water,Water,NULL,Water
9211,Water,Wetland,Water,Water,Water,Water,Water,Water
9212,Water,Wetland,Water,Water,Water,Water,Water,Forest
9213,Water,Wetland,Water,Water,Water,Forest,Water,Water
9214,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9215,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9216,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
9217,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
9218,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
9219,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9220,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9221,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
9222,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
9223,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
9224,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9225,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9226,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
9227,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Water
9228,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
9229,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Water
9230,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
9231,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9232,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9233,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
9234,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
9235,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9236,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9237,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9238,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9239,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9240,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9241,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9242,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9243,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9244,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9245,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
9246,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Water
9247,Water,Built-up,Cropland,Water,Non_Wetland,Water,Shrubland,Water
9248,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
9249,Water,Built-up,Bareland,Water,Non_Wetland,Water,Shrubland,Water
9250,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9251,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9252,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
9253,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
9254,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9255,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
9256,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
9257,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
9258,Water,Built-up,Water,NULL,Water,NULL,Water,Grassland
9259,Water,Built-up,Water,NULL,Water,Shrubland,Water,Water
9260,Water,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
9261,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
9262,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
9263,Water,Built-up,Water,NULL,Water,Water,Water,Water
9264,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
9265,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9266,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9267,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9268,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9269,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9270,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9271,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
9272,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9273,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9274,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9275,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
9276,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9277,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9278,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
9279,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
9280,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9281,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9282,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
9283,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9284,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9285,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9286,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9287,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9288,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9289,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9290,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9291,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9292,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9293,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9294,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9295,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9296,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9297,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9298,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9299,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
9300,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
9301,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9302,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9303,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9304,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
9305,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9306,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
9307,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9308,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
9309,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9310,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9311,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9312,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
9313,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9314,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9315,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9316,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9317,Water,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Water
9318,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9319,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
9320,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9321,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9322,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9323,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9324,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9325,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
9326,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9327,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
9328,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9329,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9330,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9331,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
9332,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9333,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9334,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
9335,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9336,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9337,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9338,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9339,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9340,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9341,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9342,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9343,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
9344,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9345,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9346,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9347,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
9348,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9349,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9350,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
9351,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9352,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9353,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
9354,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
9355,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
9356,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9357,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9358,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
9359,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
