Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKU_M_R
4205,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4206,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4207,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4208,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4209,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4210,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
4211,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4212,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4213,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4214,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4215,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4216,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
4217,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4218,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
4219,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
4220,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
4221,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
4222,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
4223,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4224,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4225,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4226,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4227,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4228,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4229,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
4230,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
4231,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4232,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4233,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4234,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4235,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
4236,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4237,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
4238,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4239,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4240,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4241,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4242,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4243,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4244,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4245,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
4246,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
4247,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4248,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4249,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4250,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4251,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Wetland
4252,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
4253,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4254,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Forest,Wetland
4255,Grassland,Wetland,Wetland,Water,Wetland,Cropland,NULL,Grassland
4256,Grassland,Wetland,Wetland,Water,Wetland,Cropland,NULL,Wetland
4257,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Grassland,Wetland
4258,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
4259,Grassland,Wetland,Wetland,Water,Wetland,Cropland,Water,Wetland
4260,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4261,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4262,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4263,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4264,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4265,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4266,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
4267,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4268,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
4269,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4270,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4271,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
4272,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
4273,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
4274,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
4275,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4276,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
4277,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4278,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4279,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4280,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4281,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4282,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4283,Grassland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4284,Grassland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4285,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4286,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4287,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4288,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4289,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4290,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4291,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4292,Grassland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
4293,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
4294,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
4295,Grassland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
4296,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
4297,Grassland,Wetland,Water,NULL,Water,Water,Bareland,Wetland
4298,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
4299,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
4300,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
4301,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
4302,Grassland,Wetland,Water,Water,Water,Grassland,NULL,Wetland
4303,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
4304,Grassland,Wetland,Water,Water,Water,Water,Water,Water
4305,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4306,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4307,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4308,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4309,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4310,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4311,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4312,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4313,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4314,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4315,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4316,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4317,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4318,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4319,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4320,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4321,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4322,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4323,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4324,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4325,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4326,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4327,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4328,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4329,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4330,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4331,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4332,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Water
4333,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4334,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4335,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4336,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4337,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
4338,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4339,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
4340,Grassland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4341,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4342,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4343,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4344,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4345,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4346,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4347,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4348,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4349,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4350,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
4351,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4352,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4353,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4354,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4355,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4356,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4357,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4358,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4359,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4360,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4361,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4362,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4363,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4364,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4365,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4366,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4367,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4368,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4369,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4370,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
4371,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
4372,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4373,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4374,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4375,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4376,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4377,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4378,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4379,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4380,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4381,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4382,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4383,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4384,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4385,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4386,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4387,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4388,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4389,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4390,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4391,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4392,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4393,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4394,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4395,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4396,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4397,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4398,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4399,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4400,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4401,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4402,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4403,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4404,Grassland,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4405,Grassland,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4406,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4407,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4408,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
4409,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4410,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4411,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
4412,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4413,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
4414,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4415,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4416,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
4417,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4418,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4419,Grassland,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
4420,Grassland,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
4421,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4422,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4423,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4424,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4425,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4426,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4427,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4428,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4429,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4430,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4431,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4432,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4433,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4434,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4435,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4436,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4437,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4438,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4439,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
4440,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4441,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4442,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4443,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4444,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4445,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4446,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4447,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
4448,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4449,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4450,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4451,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4452,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4453,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4454,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4455,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4456,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4457,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4458,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4459,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4460,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4461,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4462,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4463,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4464,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4465,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4466,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4467,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4468,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4469,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4470,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4471,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4472,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4473,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4474,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4475,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4476,Grassland,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4477,Grassland,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4478,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4479,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4480,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4481,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4482,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4483,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4484,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4485,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4486,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4487,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4488,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4489,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4490,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4491,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4492,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4493,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4494,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4495,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4496,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
