Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNR_M_R
7077,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7078,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7079,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7080,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
7081,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7082,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7083,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7084,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
7085,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7086,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7087,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7088,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7089,Water,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
7090,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7091,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7092,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
7093,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Built-up
7094,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
7095,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
7096,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7097,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
7098,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
7099,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7100,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
7101,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7102,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
7103,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
7104,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7105,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
7106,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
7107,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7108,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7109,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7110,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
7111,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
7112,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7113,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7114,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7115,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7116,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7117,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7118,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7119,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7120,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7121,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7122,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7123,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7124,Water,NULL,Forest,Non_Water,Non_Wetland,Built-up,NULL,Grassland
7125,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7126,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7127,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
7128,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7129,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
7130,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
7131,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
7132,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
7133,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
7134,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7135,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7136,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
7137,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
7138,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
7139,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
7140,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
7141,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7142,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7143,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
7144,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7145,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7146,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7147,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7148,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7149,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
7150,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
7151,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7152,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7153,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
7154,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7155,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
7156,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
7157,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
7158,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
7159,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7160,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
7161,Water,Cropland,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
7162,Water,Cropland,NULL,Non_Water,Non_Wetland,Built-up,Water,Cropland
7163,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
7164,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
7165,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Bareland
7166,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
7167,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7168,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7169,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7170,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7171,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7172,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7173,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7174,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7175,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7176,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7177,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7178,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7179,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7180,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7181,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7182,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7183,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7184,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7185,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7186,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7187,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7188,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
7189,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7190,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7191,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7192,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7193,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7194,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7195,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7196,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
7197,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
7198,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7199,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7200,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7201,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7202,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7203,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7204,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7205,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7206,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7207,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7208,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7209,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7210,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7211,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7212,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
7213,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7214,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7215,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7216,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7217,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7218,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7219,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7220,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7221,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7222,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7223,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7224,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7225,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7226,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7227,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7228,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7229,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7230,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7231,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7232,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7233,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7234,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7235,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7236,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7237,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7238,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7239,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7240,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7241,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7242,Water,Cropland,Wetland,Non_Water,Wetland,Built-up,Water,Built-up
7243,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
7244,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7245,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7246,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
7247,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
7248,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7249,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7250,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7251,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
7252,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7253,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7254,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7255,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7256,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
7257,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7258,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
7259,Water,Cropland,Water,NULL,Water,NULL,Water,Water
7260,Water,Cropland,Water,NULL,Water,Water,Water,Forest
7261,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
7262,Water,Cropland,Water,Water,Water,NULL,NULL,Water
7263,Water,Cropland,Water,Water,Water,NULL,Grassland,Grassland
7264,Water,Cropland,Water,Water,Water,NULL,Grassland,Forest
7265,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
7266,Water,Cropland,Water,Water,Water,NULL,Water,Bareland
7267,Water,Cropland,Water,Water,Water,NULL,Water,Water
7268,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
7269,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
7270,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
7271,Water,Cropland,Water,Water,Water,Water,NULL,Water
7272,Water,Cropland,Water,Water,Water,Water,Grassland,Forest
7273,Water,Cropland,Water,Water,Water,Water,Water,Wetland
7274,Water,Cropland,Water,Water,Water,Water,Water,Water
7275,Water,Cropland,Water,Water,Water,Water,Water,Forest
7276,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7277,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
7278,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7279,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7280,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7281,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
7282,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7283,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7284,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7285,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7286,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7287,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7288,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7289,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7290,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7291,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7292,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7293,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7294,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7295,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7296,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7297,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7298,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7299,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7300,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7301,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7302,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
7303,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7304,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7305,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
7306,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7307,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7308,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7309,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7310,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7311,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7312,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7313,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7314,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7315,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
7316,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
7317,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
7318,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7319,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7320,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7321,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
7322,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
7323,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
7324,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
7325,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
7326,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7327,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
7328,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
7329,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
7330,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7331,Water,Wetland,Water,Water,Water,Water,Water,Water
7332,Water,Wetland,Water,Water,Water,Water,Water,Forest
7333,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7334,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7335,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7336,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7337,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7338,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7339,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7340,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7341,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
7342,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7343,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
7344,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
7345,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Water
7346,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7347,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7348,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
7349,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7350,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
7351,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
7352,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7353,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7354,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
7355,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7356,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
7357,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
7358,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
7359,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
7360,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
7361,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7362,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Built-up
7363,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
7364,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
7365,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
7366,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
7367,Water,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7368,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Water
7369,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
7370,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7371,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Water
7372,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
7373,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
7374,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Water
7375,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Water
7376,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7377,Water,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
7378,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Water
7379,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Water
7380,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Forest
7381,Water,Built-up,NULL,Water,Non_Wetland,Water,Built-up,Water
7382,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
7383,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7384,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7385,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7386,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7387,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
7388,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7389,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
7390,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7391,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7392,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7393,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
7394,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
7395,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
7396,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7397,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7398,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
7399,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
7400,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
7401,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7402,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7403,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
7404,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
7405,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7406,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7407,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
7408,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Forest
7409,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7410,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7411,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7412,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
