Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R
3806,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3807,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3808,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3809,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3810,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3811,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3812,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3813,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3814,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3815,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3816,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3817,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3818,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3819,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3820,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3821,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3822,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3823,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3824,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3825,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3826,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
3827,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3828,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3829,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3830,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3831,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3832,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3833,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3834,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3835,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3836,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3837,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3838,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3839,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3840,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3841,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3842,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3843,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
3844,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3845,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3846,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3847,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Water
3848,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3849,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3850,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3851,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3852,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3853,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3854,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3855,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3856,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3857,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3858,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3859,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3860,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3861,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3862,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3863,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3864,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3865,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3866,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3867,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3868,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
3869,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3870,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3871,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3872,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3873,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3874,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3875,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3876,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3877,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3878,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3879,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3880,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3881,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3882,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3883,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3884,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3885,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3886,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3887,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3888,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3889,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3890,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3891,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3892,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3893,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3894,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3895,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3896,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3897,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3898,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3899,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3900,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3901,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3902,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
3903,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3904,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3905,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3906,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3907,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3908,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3909,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3910,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3911,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3912,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3913,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3914,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3915,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3916,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3917,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3918,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3919,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3920,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3921,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3922,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3923,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3924,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3925,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3926,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3927,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3928,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3929,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3930,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3931,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3932,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3933,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3934,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3935,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3936,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3937,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3938,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3939,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3940,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3941,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3942,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3943,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3944,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3945,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3946,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3947,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3948,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3949,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3950,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3951,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3952,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3953,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3954,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3955,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3956,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3957,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3958,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3959,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3960,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3961,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3962,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3963,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3964,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3965,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3966,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3967,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3968,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3969,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3970,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3971,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3972,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3973,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3974,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3975,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3976,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3977,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3978,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3979,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3980,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3981,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3982,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3983,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3984,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3985,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3986,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3987,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3988,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3989,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3990,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3991,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3992,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3993,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3994,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3995,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3996,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3997,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3998,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3999,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4000,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4001,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4002,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4003,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4004,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4005,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4006,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4007,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4008,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4009,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4010,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4011,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4012,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4013,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4014,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4015,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4016,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4017,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4018,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
4019,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
4020,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4021,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4022,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4023,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4024,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4025,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4026,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4027,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4028,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4029,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4030,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4031,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4032,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4033,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4034,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4035,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4036,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4037,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4038,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4039,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4040,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4041,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4042,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4043,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4044,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4045,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4046,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4047,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4048,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4049,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4050,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4051,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4052,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4053,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4054,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4055,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4056,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4057,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4058,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4059,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4060,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4061,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4062,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4063,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
4107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4116,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4117,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4118,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4119,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
