Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPR_M_R
6516,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
6517,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6518,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
6519,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6520,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
6521,Bareland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
6522,Bareland,Wetland,Water,Water,Water,NULL,Water,Water
6523,Bareland,Wetland,Water,Water,Water,Water,Water,Water
6524,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6525,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6526,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6527,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6528,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6529,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6530,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6531,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6532,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6533,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
6534,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Wetland
6535,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6536,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6537,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6538,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6539,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6540,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6541,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6542,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6543,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6544,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6545,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6546,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6547,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6548,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6549,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6550,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6551,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6552,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6553,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6554,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
6555,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6556,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6557,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6558,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6559,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6560,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6561,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6562,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6563,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6564,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6565,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6566,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6567,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6568,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6569,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6570,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6571,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
6572,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Water
6573,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
6574,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6575,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
6576,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
6577,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
6578,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6579,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
6580,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
6581,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6582,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6583,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6584,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6585,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6586,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6587,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6588,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6589,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6590,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6591,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6592,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6593,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6594,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6595,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6596,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6597,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6598,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6599,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6600,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
6601,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6602,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6603,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
6604,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6605,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
6606,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6607,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
6608,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6609,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6610,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
6611,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
6612,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Water
6613,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6614,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
6615,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6616,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6617,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
6618,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
6619,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
6620,Bareland,Bareland,Water,Water,Water,Built-up,Built-up,Built-up
6621,Bareland,Bareland,Water,Water,Water,Water,Water,Water
6622,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6623,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6624,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6625,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6626,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6627,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6628,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6629,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6630,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
6631,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6632,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6633,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6634,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6635,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6636,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Bareland
6637,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6638,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6639,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6640,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6641,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6642,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6643,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6644,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6645,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6646,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6647,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6648,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6649,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6650,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6651,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
6652,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6653,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6654,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
6655,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6656,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6657,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6658,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6659,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6660,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6661,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6662,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6663,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6664,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6665,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6666,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6667,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6668,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6669,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6670,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6671,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6672,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6673,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6674,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6675,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6676,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6677,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6678,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6679,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6680,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6681,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6682,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6683,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6684,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6685,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6686,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6687,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6688,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6689,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6690,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6691,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6692,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6693,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6694,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6695,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6696,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6697,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6698,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6699,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6700,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6701,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6702,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
6703,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6704,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
6705,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6706,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6707,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
6708,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6709,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6710,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6711,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6712,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6713,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6714,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6715,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6716,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6717,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6718,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6719,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6720,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6721,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6722,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6723,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6724,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6725,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6726,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
6727,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
6728,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
6729,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6730,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6731,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6732,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6733,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6734,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6735,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6736,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6737,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6738,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6739,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6740,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
6741,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6742,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6743,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
6744,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6745,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6746,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6747,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6748,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
6749,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
6750,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
6751,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
6752,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
6753,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
6754,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6755,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6756,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
6757,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
6758,Bareland,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
6759,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6760,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6761,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6762,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6763,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6764,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6765,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6766,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6767,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6768,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6769,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Wetland
6770,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6771,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6772,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6773,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6774,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6775,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
6776,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6777,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6778,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6779,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6780,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6781,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6782,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6783,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6784,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6785,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6786,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
6787,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6788,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
6789,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6790,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6791,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
6792,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6793,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6794,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6795,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6796,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6797,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6798,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6799,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6800,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
6801,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
6802,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6803,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
6804,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6805,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
6806,Bareland,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
6807,Bareland,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
6808,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6809,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6810,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6811,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6812,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6813,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6814,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6815,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6816,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6817,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6818,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6819,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6820,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6821,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
6822,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Wetland
6823,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6824,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6825,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6826,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6827,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6828,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
