Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R
5809,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5810,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5811,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5812,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5813,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5814,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5815,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
5816,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5817,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5818,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5819,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5820,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5821,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5822,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5823,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5824,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
5825,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5826,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5827,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Bareland
5828,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5829,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
5830,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
5831,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5832,Cropland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5833,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5834,Cropland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
5835,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
5836,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5837,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5838,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5839,Cropland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
5840,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5841,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5842,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5843,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5844,Cropland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5845,Cropland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5846,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5847,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5848,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
5849,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
5850,Cropland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5851,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
5852,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
5853,Cropland,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
5854,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5855,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5856,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5857,Cropland,Forest,Water,NULL,Water,NULL,Forest,Bareland
5858,Cropland,Forest,Water,NULL,Water,Bareland,Water,Water
5859,Cropland,Forest,Water,NULL,Water,Bareland,Forest,Bareland
5860,Cropland,Forest,Water,NULL,Water,Water,Water,Grassland
5861,Cropland,Forest,Water,Non_Water,Water,Water,Forest,Bareland
5862,Cropland,Forest,Water,Water,Water,Bareland,Water,Water
5863,Cropland,Forest,Water,Water,Water,Water,Water,Bareland
5864,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5865,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5866,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5867,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5868,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5869,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5870,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5871,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5872,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
5873,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5874,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5875,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5876,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5877,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5878,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5879,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5880,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5881,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5882,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5883,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5884,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5885,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5886,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5887,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5888,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5889,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5890,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5891,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5892,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5893,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5894,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5895,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5896,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5897,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5898,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5899,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5900,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5901,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5902,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5903,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5904,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5905,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
5906,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
5907,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5908,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5909,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5910,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5911,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5912,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5913,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5914,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
5915,Cropland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5916,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5917,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5918,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5919,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5920,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5921,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5922,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
5923,Cropland,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
5924,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5925,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5926,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5927,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5928,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5929,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5930,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5931,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5932,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5933,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5934,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
5935,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
5936,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5937,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5938,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5939,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5940,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
5941,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5942,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
5943,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5944,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5945,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5946,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5947,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5948,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5949,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5950,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5951,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5952,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5953,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5954,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5955,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5956,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5957,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5958,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
5959,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5960,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
5961,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
5962,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5963,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
5964,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5965,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
5966,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5967,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
5968,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5969,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5970,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5971,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
5972,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
5973,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5974,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5975,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
5976,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5977,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5978,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5979,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5980,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5981,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
5982,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5983,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5984,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5985,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
5986,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5987,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
5988,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5989,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5990,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5991,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5992,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5993,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5994,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5995,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
5996,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
5997,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5998,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
5999,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6000,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6001,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
6002,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6003,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6004,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
6005,Wetland,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
6006,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6007,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6008,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6009,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6010,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6011,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
6012,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6013,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6014,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
6015,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
6016,Wetland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
6017,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
6018,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6019,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6020,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6021,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
6022,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6023,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
6024,Wetland,NULL,Water,NULL,Water,Bareland,NULL,Water
6025,Wetland,NULL,Water,NULL,Water,Water,Grassland,Wetland
6026,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
6027,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
6028,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
6029,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
6030,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
6031,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,NULL
6032,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
6033,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
6034,Wetland,NULL,Water,Non_Water,Water,Bareland,Grassland,NULL
6035,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,NULL
6036,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6037,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
6038,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
6039,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
6040,Wetland,NULL,Water,Water,Water,Water,NULL,Grassland
6041,Wetland,NULL,Water,Water,Water,Water,Water,Water
6042,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6043,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6044,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6045,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6046,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
6047,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6048,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6049,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6050,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
6051,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6052,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6053,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6054,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6055,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6056,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6057,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
6058,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6059,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
6060,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6061,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6062,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6063,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
6064,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6065,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6066,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6067,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6068,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6069,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6070,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6071,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
6072,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6073,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
6074,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
6075,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6076,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
6077,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6078,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6079,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6080,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6081,Wetland,Cropland,Water,NULL,Water,Grassland,Water,Grassland
6082,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Water
6083,Wetland,Cropland,Water,Water,Water,Water,Water,Water
6084,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6085,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6086,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
6087,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6088,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6089,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6090,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6091,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6092,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
6093,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
6094,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6095,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6096,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6097,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
6098,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
6099,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6100,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6101,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6102,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6103,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6104,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6105,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6106,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6107,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6108,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
6109,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
6110,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
6111,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
6112,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
6113,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
6114,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
6115,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6116,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
6117,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
6118,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
6119,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
6120,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
6121,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
6122,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6123,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6124,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6125,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6126,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6127,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6128,Wetland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6129,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6130,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6131,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6132,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6133,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6134,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6135,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6136,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6137,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6138,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6139,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6140,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6141,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
6142,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6143,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
