Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFR_M_R
11585,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11586,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11587,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
11588,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
11589,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
11590,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11591,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
11592,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11593,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
11594,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
11595,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11596,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
11597,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
11598,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
11599,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
11600,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
11601,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11602,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
11603,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
11604,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
11605,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
11606,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
11607,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
11608,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
11609,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
11610,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
11611,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
11612,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11613,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
11614,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11615,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
11616,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
11617,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
11618,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
11619,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
11620,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
11621,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
11622,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
11623,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
11624,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11625,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
11626,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
11627,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
11628,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
11629,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
11630,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
11631,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
11632,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
11633,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
11634,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
11635,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
11636,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
11637,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
11638,Water,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
11639,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11640,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
11641,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
11642,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
11643,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
11644,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
11645,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
11646,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
11647,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
11648,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
11649,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
11650,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
11651,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
11652,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
11653,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
11654,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
11655,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
11656,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
11657,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
11658,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
11659,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
11660,Water,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
11661,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
11662,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
11663,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
11664,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
11665,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
11666,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
11667,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
11668,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
11669,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
11670,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
11671,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
11672,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
11673,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
11674,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
11675,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
11676,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
11677,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
11678,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
11679,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
11680,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
11681,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
11682,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
11683,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
11684,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
11685,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
11686,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
11687,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11688,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
11689,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11690,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11691,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11692,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11693,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11694,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
11695,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
11696,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
11697,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
11698,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
11699,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
11700,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
11701,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
11702,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Wetland
11703,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
11704,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
11705,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
11706,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
11707,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
11708,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11709,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
11710,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11711,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Forest
11712,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
11713,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
11714,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
11715,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11716,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
11717,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
11718,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
11719,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
11720,Water,NULL,Water,NULL,Water,Shrubland,NULL,Forest
11721,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
11722,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
11723,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
11724,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
11725,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
11726,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
11727,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Water
11728,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
11729,Water,NULL,Water,NULL,Water,Shrubland,Water,Wetland
11730,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
11731,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
11732,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
11733,Water,NULL,Water,NULL,Water,Grassland,Water,Bareland
11734,Water,NULL,Water,NULL,Water,Grassland,Water,Water
11735,Water,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
11736,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
11737,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
11738,Water,NULL,Water,NULL,Water,Wetland,Water,Water
11739,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
11740,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
11741,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
11742,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
11743,Water,NULL,Water,NULL,Water,Bareland,Water,Wetland
11744,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
11745,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
11746,Water,NULL,Water,NULL,Water,Water,NULL,Wetland
11747,Water,NULL,Water,NULL,Water,Water,NULL,Forest
11748,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
11749,Water,NULL,Water,NULL,Water,Water,Shrubland,Wetland
11750,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
11751,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
11752,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
11753,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
11754,Water,NULL,Water,NULL,Water,Water,Grassland,Water
11755,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
11756,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
11757,Water,NULL,Water,NULL,Water,Water,Wetland,Water
11758,Water,NULL,Water,NULL,Water,Water,Water,Grassland
11759,Water,NULL,Water,NULL,Water,Water,Water,Wetland
11760,Water,NULL,Water,NULL,Water,Water,Water,Water
11761,Water,NULL,Water,NULL,Water,Water,Water,Forest
11762,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
11763,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
11764,Water,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
11765,Water,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
11766,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
11767,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
11768,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
11769,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
11770,Water,NULL,Water,Non_Water,Water,Shrubland,Forest,Wetland
11771,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
11772,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
11773,Water,NULL,Water,Non_Water,Water,Bareland,Water,Forest
11774,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
11775,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
11776,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
11777,Water,NULL,Water,Non_Water,Water,Water,Water,Water
11778,Water,NULL,Water,Water,Water,NULL,Water,Bareland
11779,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
11780,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
11781,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
11782,Water,NULL,Water,Water,Water,Shrubland,Grassland,Forest
11783,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
11784,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
11785,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
11786,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
11787,Water,NULL,Water,Water,Water,Grassland,Water,Bareland
11788,Water,NULL,Water,Water,Water,Grassland,Water,Water
11789,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
11790,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
11791,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
11792,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
11793,Water,NULL,Water,Water,Water,Bareland,Water,Water
11794,Water,NULL,Water,Water,Water,Bareland,Water,Forest
11795,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
11796,Water,NULL,Water,Water,Water,Water,Shrubland,Water
11797,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
11798,Water,NULL,Water,Water,Water,Water,Grassland,Water
11799,Water,NULL,Water,Water,Water,Water,Grassland,Forest
11800,Water,NULL,Water,Water,Water,Water,Water,Grassland
11801,Water,NULL,Water,Water,Water,Water,Water,Wetland
11802,Water,NULL,Water,Water,Water,Water,Water,Bareland
11803,Water,NULL,Water,Water,Water,Water,Water,Water
11804,Water,NULL,Water,Water,Water,Water,Water,Forest
11805,Water,NULL,Water,Water,Water,Water,Forest,Water
11806,Water,NULL,Water,Water,Water,Forest,Water,Forest
11807,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11808,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11809,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11810,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11811,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11812,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11813,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11814,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11815,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11816,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11817,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11818,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11819,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11820,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11821,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11822,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11823,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11824,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11825,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11826,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11827,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
11828,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11829,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11830,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11831,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11832,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11833,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11834,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11835,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11836,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
11837,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11838,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11839,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11840,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11841,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11842,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11843,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11844,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11845,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
11846,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11847,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
11848,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11849,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11850,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
11851,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11852,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11853,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11854,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11855,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11856,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11857,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11858,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11859,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
11860,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11861,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11862,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11863,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11864,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11865,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11866,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
11867,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11868,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11869,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
11870,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11871,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
11872,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
11873,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
11874,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11875,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
11876,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11877,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11878,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
11879,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
11880,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
11881,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
11882,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
11883,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11884,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11885,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11886,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11887,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11888,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11889,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11890,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11891,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11892,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11893,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11894,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11895,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11896,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11897,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
11898,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11899,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11900,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11901,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
11902,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
11903,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
11904,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
11905,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
11906,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
11907,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
11908,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
11909,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
11910,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
11911,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
11912,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
11913,Water,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
11914,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11915,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11916,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
11917,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11918,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11919,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11920,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11921,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11922,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11923,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11924,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
11925,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
11926,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11927,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11928,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11929,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11930,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
