Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLB_M_R
1996,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1997,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1998,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1999,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2000,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2001,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2002,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2003,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2004,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2005,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2006,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2007,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2008,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2009,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2010,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2011,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2012,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2013,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2014,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2015,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2016,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2017,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2018,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2019,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2020,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2021,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2022,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2023,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2024,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2025,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2026,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2027,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2028,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2029,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2030,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2031,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2032,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2033,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2034,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2035,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2036,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2037,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2038,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2039,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2040,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2041,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2042,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2043,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2044,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2045,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2046,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2047,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2048,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2049,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2050,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2051,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2052,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2053,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2054,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2055,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2056,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2057,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2058,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2059,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2060,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2061,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2062,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2063,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2064,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2065,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2066,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2067,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2068,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2069,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2070,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2071,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2072,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2073,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2074,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2075,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2076,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2077,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2078,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2079,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2080,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2081,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2082,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2083,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2084,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2085,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2086,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2087,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2088,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2089,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2090,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2091,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2092,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2093,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2094,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2095,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2096,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2097,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2098,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2099,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2100,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2101,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2102,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2103,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2104,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2105,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2106,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2107,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2108,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2109,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2110,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2111,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2112,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2113,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2114,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2115,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2116,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2117,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2118,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2119,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2120,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2121,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2122,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2123,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2124,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2125,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2126,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2127,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2128,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2129,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2130,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2131,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2132,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2133,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2134,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2135,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2136,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2137,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2138,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2139,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2140,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2141,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2142,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2143,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2144,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2145,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2146,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2147,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2148,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2149,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2150,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2151,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2152,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2153,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2154,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2155,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2156,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2157,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2158,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2159,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2160,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2161,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2162,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2163,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2164,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2165,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2166,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
2167,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2168,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
2169,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2170,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2171,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2172,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2173,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2174,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2175,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2176,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2177,Water,NULL,Water,Water,Water,NULL,NULL,NULL
2178,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2179,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
2180,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2181,Water,NULL,Water,Water,Water,NULL,NULL,Water
2182,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2183,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2184,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2185,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2186,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2187,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2188,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2189,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2190,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2191,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2192,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2193,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2194,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2195,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2196,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2197,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2198,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2199,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2200,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2201,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2202,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2203,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2204,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2205,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2206,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2207,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2208,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2209,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2210,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2211,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2212,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2213,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2214,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2215,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2216,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2217,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2218,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2219,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2220,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2221,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2222,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2223,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2224,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2225,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2226,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2227,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2228,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2229,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2230,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2231,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2232,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2233,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2234,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2235,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2236,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2237,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2238,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2239,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2240,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2241,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2242,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2243,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2244,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2245,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2246,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2247,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2248,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2249,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2250,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2251,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2252,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2253,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2254,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2255,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2256,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2257,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2258,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2259,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2260,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2261,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2262,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2263,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2264,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2265,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2266,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2267,Water,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2268,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2269,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2271,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2272,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2273,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2274,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2275,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2276,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2277,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2278,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2279,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2280,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2281,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2282,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2283,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2284,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2285,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2286,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2287,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2288,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2289,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2290,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2291,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2292,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2293,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2294,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2295,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
2296,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2297,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
2298,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
2299,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2300,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2301,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2302,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2303,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2304,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2305,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2306,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2307,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2308,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2309,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2310,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2311,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2312,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2313,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2314,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2315,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2316,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2317,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2318,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2319,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2320,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2321,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2322,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2323,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2324,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2325,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2326,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2327,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2328,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2329,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2330,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2331,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2332,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2333,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2334,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2335,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2336,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2337,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2338,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2339,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
