Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R
1804,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1805,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1806,Bareland,Forest,Water,Water,Water,NULL,NULL,NULL
1807,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1808,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1809,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1811,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1812,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1813,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1814,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1815,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1816,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1817,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1818,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1820,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1821,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1822,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1823,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1824,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1825,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1826,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1827,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1828,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1829,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1830,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1831,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1832,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1833,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1834,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1836,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1837,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1838,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1839,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1840,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1841,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1842,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1843,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1844,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1845,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1846,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1847,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1848,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1849,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1850,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1851,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1852,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1854,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1855,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1856,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1857,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1858,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1859,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1860,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1861,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1862,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1863,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1864,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1865,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1866,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1867,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1868,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1869,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1870,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1871,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1872,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1873,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1874,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1875,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1876,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1877,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1878,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1879,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1880,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1881,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1882,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1883,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1884,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1885,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1886,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1887,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1888,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1889,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1890,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1891,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1892,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1893,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1894,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1895,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1896,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1897,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1898,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1899,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1900,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1901,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1902,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1903,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1904,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1905,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1906,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1907,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1908,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1909,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1910,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1912,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1913,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1914,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1915,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1916,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1917,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1918,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1919,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1920,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1921,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1922,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1923,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1924,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1926,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1927,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1928,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1929,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1930,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1931,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1932,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1933,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1934,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1935,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1936,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1937,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1938,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1939,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1940,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1941,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1942,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1943,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1944,Water,NULL,Water,Water,Water,NULL,NULL,Water
1945,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1946,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1947,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1948,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1949,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1950,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1951,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1952,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1953,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1954,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1955,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1956,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1957,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1958,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1959,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1960,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1961,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1962,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1963,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1964,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1966,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1967,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1968,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1969,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1970,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1971,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1972,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1973,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1974,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1975,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1976,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1977,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1978,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1979,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1980,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1981,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1982,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1983,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1984,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1985,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1986,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1987,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1988,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1989,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1990,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1991,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1992,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1993,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1994,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1995,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1996,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1997,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1998,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1999,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2000,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2001,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2002,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2003,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2004,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2005,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2006,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2007,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2008,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2009,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2010,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2011,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
2012,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2013,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2014,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2015,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2017,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2018,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2019,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2020,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2021,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2022,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2023,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2024,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2025,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2026,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2027,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2028,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
2029,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2030,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2031,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2032,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2033,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2034,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2035,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2036,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2037,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2038,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2039,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2040,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2041,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2042,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2043,Water,Wetland,Water,NULL,Water,NULL,NULL,Cropland
2044,Water,Wetland,Water,Water,Water,NULL,NULL,Cropland
2045,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2046,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2047,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2048,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2049,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2050,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2051,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2052,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2053,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2054,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2055,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2056,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2057,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2058,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2059,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2060,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2061,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2062,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2063,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2064,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2065,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2066,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2067,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2068,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2069,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2070,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2071,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2072,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2073,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2074,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2075,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2076,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2077,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2078,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2079,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
2080,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2081,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2082,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2083,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2084,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2085,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2086,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2087,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2088,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2089,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2090,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2091,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2092,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2093,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2094,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2095,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2096,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2097,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2098,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2099,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2100,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2101,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2102,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
2103,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
2104,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2105,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
2106,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2107,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2108,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2109,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2110,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2111,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2112,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2113,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2114,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2115,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2116,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2117,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2118,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2119,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2120,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2121,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2122,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2123,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2124,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2125,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2126,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2127,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2128,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2129,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2130,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2131,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2132,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2133,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2134,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2135,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2136,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2137,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2138,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2139,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2140,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2141,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2142,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2143,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2144,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2145,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2146,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2147,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2148,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2149,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2150,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2151,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2152,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2153,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2154,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2155,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
