Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKF_M_R
7333,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7334,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
7335,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
7336,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7337,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
7338,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
7339,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
7340,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7341,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7342,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
7343,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7344,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
7345,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
7346,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7347,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7348,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
7349,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7350,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
7351,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7352,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
7353,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7354,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7355,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7356,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7357,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7358,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7359,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7360,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7361,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
7362,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7363,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
7364,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7365,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7366,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7367,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7368,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7369,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7370,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
7371,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7372,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7373,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7374,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7375,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
7376,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
7377,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7378,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7379,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7380,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
7381,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
7382,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
7383,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7384,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7385,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7386,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7387,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7388,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7389,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7390,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
7391,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7392,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7393,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
7394,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
7395,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7396,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
7397,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7398,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
7399,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
7400,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7401,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7402,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
7403,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
7404,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
7405,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7406,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
7407,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
7408,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
7409,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7410,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
7411,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7412,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
7413,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7414,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7415,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7416,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7417,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7418,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7419,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7420,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
7421,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
7422,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7423,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
7424,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7425,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
7426,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
7427,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
7428,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
7429,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
7430,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
7431,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
7432,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
7433,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7434,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
7435,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7436,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7437,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
7438,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
7439,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
7440,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
7441,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
7442,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
7443,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,NULL
7444,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
7445,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
7446,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
7447,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
7448,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
7449,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
7450,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
7451,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
7452,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
7453,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
7454,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
7455,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
7456,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7457,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
7458,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
7459,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7460,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
7461,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
7462,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
7463,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
7464,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
7465,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
7466,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
7467,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,NULL
7468,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
7469,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
7470,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7471,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7472,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7473,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7474,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
7475,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7476,Water,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
7477,Water,Forest,Water,NULL,Water,Bareland,Forest,Forest
7478,Water,Forest,Water,NULL,Water,Water,Water,Water
7479,Water,Forest,Water,NULL,Water,Forest,Shrubland,Forest
7480,Water,Forest,Water,NULL,Water,Forest,Water,Water
7481,Water,Forest,Water,NULL,Water,Forest,Water,Forest
7482,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
7483,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7484,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7485,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7486,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7487,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7488,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7489,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7490,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
7491,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7492,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7493,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7494,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7495,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7496,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7497,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7498,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7499,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7500,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7501,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7502,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7503,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7504,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7505,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7506,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7507,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7508,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7509,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7510,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7511,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7512,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7513,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7514,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
7515,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7516,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7517,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7518,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7519,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7520,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7521,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7522,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7523,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7524,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7525,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7526,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7527,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7528,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7529,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7530,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7531,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7532,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7533,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
7534,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7535,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7536,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7537,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7538,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
7539,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
7540,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7541,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7542,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7543,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7544,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7545,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7546,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
7547,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7548,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7549,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7550,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7551,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7552,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7553,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7554,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7555,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7556,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7557,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7558,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
7559,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7560,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7561,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7562,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7563,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7564,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7565,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
7566,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
7567,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7568,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7569,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
7570,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
7571,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7572,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7573,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7574,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
7575,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7576,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7577,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7578,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7579,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7580,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7581,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7582,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7583,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7584,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7585,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
7586,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7587,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7588,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7589,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7590,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7591,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7592,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
7593,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
7594,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7595,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7596,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7597,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7598,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7599,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7600,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7601,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7602,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
7603,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7604,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7605,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
7606,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7607,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7608,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7609,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7610,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7611,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7612,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
7613,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7614,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7615,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7616,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
7617,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7618,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7619,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
7620,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7621,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7622,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7623,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7624,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7625,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7626,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
7627,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7628,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7629,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7630,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7631,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
7632,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7633,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7634,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
7635,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7636,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
7637,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7638,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
7639,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7640,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7641,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7642,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
7643,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7644,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
7645,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
