Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWR_M_R
8818,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8819,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8820,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8821,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8822,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8823,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8824,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8825,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8826,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8827,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8828,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8829,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8830,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8831,Wetland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
8832,Wetland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8833,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8834,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8835,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8836,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8837,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8838,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8839,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8840,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8841,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8842,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8843,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8844,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8845,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8846,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8847,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8848,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8849,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8850,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8851,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8852,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
8853,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8854,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8855,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8856,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8857,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8858,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8859,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8860,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
8861,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8862,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8863,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8864,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8865,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8866,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8867,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8868,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8869,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8870,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8871,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8872,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
8873,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8874,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8875,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8876,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8877,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8878,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8879,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8880,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8881,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8882,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8883,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8884,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8885,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8886,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8887,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8888,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8889,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8890,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8891,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8892,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8893,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
8894,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8895,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8896,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8897,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8898,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8899,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8900,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8901,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8902,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8903,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8904,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8905,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8906,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8907,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8908,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
8909,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8910,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
8911,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8912,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
8913,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8914,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
8915,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8916,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
8917,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
8918,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8919,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8920,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8921,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8922,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
8923,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8924,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
8925,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8926,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8927,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
8928,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8929,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8930,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8931,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8932,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8933,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8934,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8935,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8936,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8937,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
8938,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8939,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8940,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8941,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8942,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8943,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
8944,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8945,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8946,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
8947,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8948,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8949,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8950,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8951,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8952,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8953,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8954,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8955,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8956,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8957,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
8958,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8959,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8960,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8961,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8962,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8963,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
8964,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
8965,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8966,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
8967,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8968,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8969,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8970,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8971,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8972,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8973,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
8974,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8975,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8976,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8977,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8978,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8979,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
8980,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
8981,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8982,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8983,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8984,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8985,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8986,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
8987,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8988,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
8989,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
8990,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
8991,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8992,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
8993,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
8994,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
8995,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8996,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
8997,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
8998,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8999,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
9000,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
9001,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9002,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9003,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
9004,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9005,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
9006,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9007,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9008,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
9009,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
9010,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9011,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9012,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9013,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9014,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
9015,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9016,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
9017,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
9018,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
9019,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
9020,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9021,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9022,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9023,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
9024,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9025,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
9026,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
9027,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
9028,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
9029,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9030,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9031,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
9032,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9033,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
9034,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
9035,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9036,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9037,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9038,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
9039,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
9040,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9041,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
9042,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
9043,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
9044,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9045,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
9046,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
9047,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
9048,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
9049,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
9050,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
9051,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
9052,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
9053,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9054,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
9055,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
9056,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9057,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
9058,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
9059,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
9060,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9061,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9062,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
9063,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9064,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
9065,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
9066,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
9067,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
9068,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
9069,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
9070,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
9071,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
9072,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
9073,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
9074,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9075,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
9076,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
9077,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
9078,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
9079,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
9080,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,NULL
9081,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
9082,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
9083,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
9084,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9085,Wetland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
9086,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,NULL
9087,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9088,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
9089,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
9090,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
9091,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
9092,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
9093,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
9094,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
9095,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
9096,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
9097,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
9098,Wetland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
9099,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
9100,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9101,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
9102,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
9103,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9104,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
9105,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
9106,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9107,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
9108,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
9109,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9110,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9111,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9112,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9113,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9114,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9115,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9116,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9117,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
9118,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9119,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
9120,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
9121,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
9122,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
9123,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9124,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
9125,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
9126,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
9127,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
9128,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9129,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
9130,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
9131,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
9132,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
9133,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9134,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
