Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R
6336,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6337,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6338,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6339,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6340,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6341,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6342,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6343,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6344,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6345,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6346,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6347,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6348,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6349,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6350,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6351,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6352,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6353,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6354,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6355,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6356,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6357,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6358,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6359,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6360,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6361,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6362,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6363,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6364,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6365,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6366,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6367,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6368,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6369,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6370,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6371,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6372,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6373,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6374,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6375,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6376,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6377,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6378,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6379,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6380,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6381,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6382,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6383,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6384,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6385,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6386,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6387,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6388,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6389,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6390,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6391,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6392,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6393,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6394,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6395,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6396,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6397,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6398,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6399,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6400,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6401,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6402,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6403,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6404,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6405,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6406,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6407,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6408,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6409,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6410,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6411,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6412,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6413,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6414,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6415,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6416,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6417,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6418,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6419,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6420,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6421,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6422,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6423,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6424,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6425,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6426,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6427,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6428,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6429,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6430,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6431,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6432,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6433,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6434,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6435,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6436,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6437,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6438,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6439,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6440,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6441,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6442,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6443,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6444,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6445,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6446,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6447,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6448,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6449,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6450,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6451,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6452,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6453,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6454,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6455,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6456,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6457,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6458,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6459,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6460,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6461,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6462,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6463,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6464,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6465,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6466,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6467,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6468,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Water
6469,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6470,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6471,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6472,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6473,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6474,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6475,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6476,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
6477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6478,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
6481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
6482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6484,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
6485,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
6486,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
6487,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
6488,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
6489,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6490,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6491,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6492,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6493,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6494,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6495,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6496,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6497,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6498,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6499,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6500,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6501,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6502,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6503,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6505,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6506,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6511,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6512,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6513,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6514,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6515,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6516,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6517,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6518,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6519,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6520,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6522,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6523,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6525,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6526,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6527,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6528,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6529,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6530,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6531,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6532,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6533,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6534,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6535,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6536,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6537,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6538,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6539,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6540,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
6541,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6542,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6543,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6544,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6545,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6546,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
6547,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6548,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Built-up
6549,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
6550,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
6551,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
6552,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6553,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6554,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6555,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
6556,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
6557,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6558,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6559,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6560,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6561,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6562,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6563,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6564,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6565,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6566,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6567,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6568,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6569,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6570,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6571,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
6572,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6573,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6574,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6575,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6576,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6577,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6578,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6579,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6580,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6581,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6582,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6583,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6584,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6585,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6586,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
6587,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6588,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6589,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
6590,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6591,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6592,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6593,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6594,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6595,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6596,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
6597,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6598,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6599,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6600,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6601,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6602,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6603,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6604,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6605,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6606,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6607,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6608,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6609,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
6610,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6611,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6612,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6613,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6614,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
6615,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6616,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6617,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6618,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6619,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6620,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
6621,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
6622,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
6623,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
6624,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
6625,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6626,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6627,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6628,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6629,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6630,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6631,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6632,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6633,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6634,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6635,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6636,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6637,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6638,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6639,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6640,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6641,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6642,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6643,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
