Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMP_M_R
6100,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6101,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6102,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6103,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6104,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6105,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6106,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6107,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6108,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6109,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6110,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6111,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6112,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6113,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6114,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6115,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6116,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6117,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6118,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6119,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6120,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6121,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6122,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6123,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6124,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6125,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6126,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6127,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6128,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6129,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6130,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6131,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6132,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6133,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6134,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6135,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6136,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6137,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
6138,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6139,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6140,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6141,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6142,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6143,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
6144,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
6145,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6146,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6147,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6148,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
6149,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6150,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6151,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6152,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6153,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6154,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6155,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6156,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6157,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6158,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6159,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6160,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6161,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6162,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6163,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6164,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6165,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6166,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6167,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6168,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6169,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6170,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6171,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6172,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6173,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6174,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6175,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6176,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6177,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6178,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6179,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6180,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6181,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6182,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6183,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6184,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6185,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6186,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6187,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6188,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6189,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6190,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6191,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6192,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6193,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6194,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6195,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6196,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6197,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6198,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6199,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6200,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6201,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6202,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6203,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6204,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6205,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6206,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6207,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6208,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6209,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6210,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6211,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6212,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6213,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6214,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6215,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6216,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6217,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6218,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6219,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6220,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6221,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6222,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6223,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6224,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6225,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6226,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6227,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6228,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6229,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6230,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6231,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6232,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6233,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6234,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6235,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6236,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6237,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6238,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6239,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6240,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6241,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6242,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6243,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6244,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6245,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6246,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6247,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6248,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6249,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6250,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6251,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6252,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6253,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6254,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6255,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6256,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6257,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6258,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6259,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6260,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6261,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6262,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6263,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6264,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
6265,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6266,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6267,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6268,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6269,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
6270,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
6271,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6272,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6273,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6274,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6275,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6276,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6277,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6278,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6279,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6280,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6281,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6282,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6283,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6284,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6285,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6286,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6287,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
6288,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6289,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6290,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6291,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6292,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6293,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6294,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6295,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6296,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6297,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6298,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6299,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6300,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6301,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6302,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6303,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6304,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6305,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6306,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6307,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6308,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6309,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6310,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6311,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6312,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6313,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6314,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6315,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6316,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6317,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6318,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6319,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6320,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6321,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6322,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6323,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6324,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6325,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6326,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6327,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6328,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6329,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6330,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6331,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6332,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6333,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6334,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6335,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6336,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6337,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6338,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6339,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6340,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6341,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6342,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6343,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6344,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6345,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6346,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6347,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6348,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6349,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6350,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6351,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6352,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6353,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6354,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6355,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6356,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6357,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6358,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6359,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6360,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6361,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
6362,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6363,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6364,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6365,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6366,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6367,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6368,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6369,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6370,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6371,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6372,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6373,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6374,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6375,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6376,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6377,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6378,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6379,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6380,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6381,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6382,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6383,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6384,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6385,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6386,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6387,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6388,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6389,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6390,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6391,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6392,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6393,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6394,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6395,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6396,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6397,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6398,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6399,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6400,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6401,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6402,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6403,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6404,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6405,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
6406,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6407,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6408,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6409,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6410,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6411,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6412,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
