Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXC_M_R
1036,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1037,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1038,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1039,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1040,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1041,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1042,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1043,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1044,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1045,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1046,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1047,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1048,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1049,Grassland,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
1050,Grassland,Water,Water,NULL,Water,Wetland,Forest,Grassland
1051,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
1052,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1053,Grassland,Water,Water,Water,Water,Water,Wetland,Forest
1054,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1055,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1056,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1057,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1058,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1059,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1060,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1063,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1064,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1065,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1066,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1067,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1068,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1069,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1070,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1071,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1072,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1073,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1074,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1075,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1076,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1077,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1078,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1079,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1080,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1081,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1082,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1083,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1084,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1085,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1086,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1087,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1088,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1089,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1090,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1091,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1092,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1093,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1094,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1095,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1096,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1097,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1098,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1099,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1100,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1101,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1102,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1103,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1104,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1105,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1106,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1107,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1108,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1109,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1110,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1111,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1112,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1113,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1114,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1115,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1116,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1117,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1118,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1119,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1120,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1121,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1122,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1123,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1124,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1125,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1126,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1127,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1128,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1129,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1130,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1131,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1132,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1133,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1134,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1135,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1136,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1137,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1138,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1139,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1140,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1141,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1142,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1143,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1144,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1145,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1146,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1147,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1148,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1149,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1150,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1151,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1152,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1153,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1154,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1155,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1156,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1157,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1158,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1159,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1160,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1161,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1162,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1163,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1164,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1165,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1166,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1167,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1168,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1169,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1170,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1171,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1172,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1173,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1174,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1175,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1176,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1177,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1178,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1179,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1180,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1181,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1182,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1183,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1184,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1185,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1186,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1187,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1190,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1191,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1192,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1193,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1200,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1201,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1202,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1203,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1204,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1210,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1211,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1212,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1216,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1217,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1218,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1219,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1220,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1221,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1223,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1224,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1225,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1226,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1227,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1228,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1231,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1232,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1233,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1234,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1235,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1236,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1237,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1238,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1239,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1241,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1242,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1243,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1244,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1245,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1246,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1247,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1248,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1249,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1250,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1251,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1252,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1253,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1254,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1255,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1256,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1257,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1258,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1259,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
1260,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1261,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1262,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1263,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1264,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1265,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1266,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1267,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1268,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1269,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1270,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1271,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1272,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1273,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1274,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1275,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1276,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1277,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1278,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1279,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1280,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1281,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1282,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1283,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1284,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1285,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1286,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1287,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1288,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1289,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1290,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1291,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1292,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1293,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1294,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1295,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1296,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1297,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1298,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1299,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1300,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1301,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1302,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1303,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1304,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1305,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1306,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1307,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1308,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1309,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1310,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1311,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1312,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1313,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1314,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1315,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1316,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1317,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1318,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1319,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1320,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1321,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1322,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1323,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1324,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1325,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1326,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1327,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1328,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1329,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1330,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1331,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1332,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1333,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1334,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1335,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1336,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1337,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1338,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1339,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1340,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1341,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1342,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1343,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1344,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1345,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1346,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1347,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1348,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1349,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1350,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1351,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1352,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1353,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1354,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1355,Wetland,NULL,Water,NULL,Water,Water,Shrubland,Wetland
