Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGD_M_R
7566,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7567,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7568,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7569,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7570,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7571,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7572,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7573,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7574,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7575,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7576,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7577,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7578,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7579,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7580,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7581,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7582,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
7583,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7584,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7585,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7586,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7587,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7588,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7589,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7590,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7591,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7592,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7593,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7594,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7595,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7596,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7597,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7598,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7599,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7600,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7601,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7602,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7603,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7604,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7605,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7606,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7607,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7608,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7609,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7610,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7611,Cropland,Forest,Water,NULL,Water,Shrubland,NULL,Grassland
7612,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7613,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7614,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7615,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7616,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7617,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
7618,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7619,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
7620,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7621,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7622,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7623,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7624,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7625,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7626,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7627,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7628,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7629,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7630,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7631,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7632,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7633,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7634,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7635,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7636,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7637,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7638,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7639,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7640,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7641,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7642,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7643,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7644,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7645,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7646,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7647,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
7648,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7649,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7650,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7651,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7652,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
7653,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7654,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7655,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7656,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7657,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7658,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7659,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7660,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
7661,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7662,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7663,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7664,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7665,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
7666,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7667,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
7668,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
7669,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7670,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
7671,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
7672,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
7673,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
7674,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7675,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
7676,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
7677,Wetland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
7678,Wetland,NULL,Water,Non_Water,Water,NULL,Bareland,Water
7679,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Water
7680,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7681,Wetland,NULL,Water,Non_Water,Water,Bareland,Bareland,Wetland
7682,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
7683,Wetland,NULL,Water,Water,Water,NULL,Water,Water
7684,Wetland,NULL,Water,Water,Water,Water,Water,Water
7685,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7686,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
7687,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7688,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7689,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7690,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7691,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7692,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7693,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
7694,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7695,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7696,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
7697,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
7698,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
7699,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
7700,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
7701,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
7702,Wetland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
7703,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
7704,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7705,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7706,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7707,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7708,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
7709,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7710,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7711,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
7712,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
7713,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
7714,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Water
7715,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
7716,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7717,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
7718,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
7719,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7720,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
7721,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7722,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
7723,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland,Water
7724,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
7725,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
7726,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
7727,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
7728,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
7729,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
7730,Wetland,Wetland,Water,Non_Water,Water,NULL,Bareland,Water
7731,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Water
7732,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
7733,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
7734,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
7735,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7736,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
7737,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7738,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7739,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
7740,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7741,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7742,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7743,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
7744,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
7745,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7746,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7747,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
7748,Wetland,Water,Water,Water,Water,Grassland,Water,Water
7749,Wetland,Water,Water,Water,Water,Wetland,Water,Water
7750,Wetland,Water,Water,Water,Water,Bareland,Water,Water
7751,Wetland,Water,Water,Water,Water,Water,Water,Water
7752,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7753,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7754,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7755,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
7756,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7757,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7758,Wetland,Forest,Water,NULL,Water,NULL,Water,Water
7759,Wetland,Forest,Water,NULL,Water,Wetland,NULL,Water
7760,Wetland,Forest,Water,NULL,Water,Water,NULL,Water
7761,Wetland,Forest,Water,NULL,Water,Forest,NULL,Wetland
7762,Wetland,Forest,Water,Non_Water,Water,NULL,Water,Water
7763,Wetland,Forest,Water,Non_Water,Water,Water,NULL,Water
7764,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7765,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
7766,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7767,Wetland,Forest,Forest,Water,Non_Wetland,Water,Water,Water
7768,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7769,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
7770,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7771,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7772,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7773,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7774,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7775,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7776,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7777,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7778,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7779,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
7780,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7781,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7782,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7783,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7784,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7785,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7786,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
7787,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7788,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7789,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7790,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7791,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7792,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7793,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7796,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7797,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7798,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7799,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7800,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7801,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7807,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7808,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7809,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7810,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
7811,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7812,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7813,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7814,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7815,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7816,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7817,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7818,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7819,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7820,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7821,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7822,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7823,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7824,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7825,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7826,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7827,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7828,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7829,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7830,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7831,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7832,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7833,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7834,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7835,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7836,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7837,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7838,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7839,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7840,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7841,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7842,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7843,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7844,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7845,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7846,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7847,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7848,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7849,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7850,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7851,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7852,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7853,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7854,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7855,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7856,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7857,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7858,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7859,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7860,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7861,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7862,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7863,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7864,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7865,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7866,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7867,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7868,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7869,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7870,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7871,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7872,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7873,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7874,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7875,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
7876,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
7877,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
7878,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
7879,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Built-up
7880,Bareland,NULL,Water,NULL,Water,Built-up,NULL,Bareland
7881,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Built-up
7882,Bareland,NULL,Water,Water,Water,Bareland,NULL,Water
7883,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7884,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7885,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7886,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7887,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7888,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7889,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7890,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7891,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7892,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7893,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7894,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7895,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7896,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
