Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMJ_M_R
1089,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1090,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1091,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1092,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1093,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1094,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1095,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1096,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1097,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1098,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1099,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
1100,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1101,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1102,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1103,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
1104,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1105,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1106,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1107,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1108,Water,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1109,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1110,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1111,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1112,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
1113,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1114,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1115,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1116,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
1117,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
1118,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1119,Water,Bareland,Water,Water,Water,Bareland,Water,Forest
1120,Water,Bareland,Water,Water,Water,Water,Water,Water
1121,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1122,Water,Bareland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1123,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1124,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1125,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1126,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1127,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1128,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1129,Water,Bareland,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1130,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1131,Water,Built-up,Water,NULL,Water,Water,Bareland,Water
1132,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1133,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1134,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1135,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
1136,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1137,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1138,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1139,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1140,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1141,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1142,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1143,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1144,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1145,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1146,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1147,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1148,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1149,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1150,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1151,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1152,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1153,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1154,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1155,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1156,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1157,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1158,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1159,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Water
1160,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Bareland
1161,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1162,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1163,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1164,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1165,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
1166,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1167,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1168,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1169,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1170,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1171,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1172,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1173,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1174,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1175,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1176,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1177,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1178,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1179,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1180,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1181,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1182,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1183,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1184,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1185,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1186,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1187,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1188,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1189,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1190,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1191,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
1192,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1193,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
1194,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
1195,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
1196,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
1197,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
1198,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1199,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1200,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1201,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1202,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1203,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1204,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1205,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1206,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
1207,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1208,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1209,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1210,Water,Water,Shrubland,Water,Non_Wetland,Forest,Bareland,Grassland
1211,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1212,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1213,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1214,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1215,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1216,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1217,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1218,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1219,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1220,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1221,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
1222,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
1223,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1224,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1225,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1226,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1227,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Water
1228,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1229,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1230,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Water
1231,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1232,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1233,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1234,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1235,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1236,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1237,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1238,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1239,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1240,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
1241,Water,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1242,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
1243,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1244,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1245,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1246,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1247,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1248,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
1249,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1250,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1251,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
1252,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1253,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1254,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Bareland
1255,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1256,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1257,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
1258,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1259,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1260,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
1261,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1262,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
1263,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1264,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1265,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Bareland
1266,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1267,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1268,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1269,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1270,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1271,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1272,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1273,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1274,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1275,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1276,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1277,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1278,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1279,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
1280,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1281,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1282,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1283,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1284,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1285,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1286,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
1287,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1288,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1289,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Bareland
1290,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1291,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1292,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Bareland
1293,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
1294,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
1295,Water,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
1296,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1297,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1298,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Bareland
1299,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1300,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1301,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1302,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1303,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1304,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1305,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1306,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1307,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1308,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
1309,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1310,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1311,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1312,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1313,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1314,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1315,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1316,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1317,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1318,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1319,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1320,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1321,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1322,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1323,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1324,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1325,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
1326,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1327,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1328,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1329,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1330,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1331,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1332,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
1333,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1334,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1335,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
1336,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1337,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1338,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1339,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Water
1340,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1341,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1342,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
1343,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1344,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1345,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1346,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1347,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1348,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1349,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1350,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1351,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1352,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1353,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1354,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1355,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1356,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
1357,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1358,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1359,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1360,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1361,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1362,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1363,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1364,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1365,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1366,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1367,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1368,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
1369,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1370,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1371,Water,Water,Water,NULL,Water,NULL,Bareland,Water
1372,Water,Water,Water,NULL,Water,NULL,Bareland,Forest
1373,Water,Water,Water,NULL,Water,NULL,Water,Grassland
1374,Water,Water,Water,NULL,Water,NULL,Water,Bareland
1375,Water,Water,Water,NULL,Water,NULL,Water,Water
1376,Water,Water,Water,NULL,Water,NULL,Water,Forest
1377,Water,Water,Water,NULL,Water,NULL,Forest,Bareland
1378,Water,Water,Water,NULL,Water,NULL,Forest,Water
1379,Water,Water,Water,NULL,Water,NULL,Forest,Forest
1380,Water,Water,Water,NULL,Water,Shrubland,Bareland,Forest
1381,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1382,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1383,Water,Water,Water,NULL,Water,Grassland,Bareland,Bareland
1384,Water,Water,Water,NULL,Water,Grassland,Bareland,Water
1385,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
1386,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1387,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
1388,Water,Water,Water,NULL,Water,Grassland,Water,Water
1389,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1390,Water,Water,Water,NULL,Water,Grassland,Forest,Bareland
1391,Water,Water,Water,NULL,Water,Grassland,Forest,Water
1392,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
1393,Water,Water,Water,NULL,Water,Wetland,Water,Water
1394,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1395,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1396,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1397,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
1398,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
1399,Water,Water,Water,NULL,Water,Bareland,Water,Water
1400,Water,Water,Water,NULL,Water,Bareland,Water,Forest
1401,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1402,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1403,Water,Water,Water,NULL,Water,Water,Wetland,Water
1404,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1405,Water,Water,Water,NULL,Water,Water,Bareland,NULL
1406,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
1407,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
1408,Water,Water,Water,NULL,Water,Water,Bareland,Water
1409,Water,Water,Water,NULL,Water,Water,Bareland,Forest
1410,Water,Water,Water,NULL,Water,Water,Water,Grassland
1411,Water,Water,Water,NULL,Water,Water,Water,Bareland
1412,Water,Water,Water,NULL,Water,Water,Water,Water
1413,Water,Water,Water,NULL,Water,Water,Water,Forest
1414,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1415,Water,Water,Water,NULL,Water,Water,Forest,Bareland
1416,Water,Water,Water,NULL,Water,Water,Forest,Water
1417,Water,Water,Water,NULL,Water,Water,Forest,Forest
1418,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1419,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1420,Water,Water,Water,NULL,Water,Forest,Bareland,Grassland
1421,Water,Water,Water,NULL,Water,Forest,Bareland,Bareland
1422,Water,Water,Water,NULL,Water,Forest,Bareland,Water
1423,Water,Water,Water,NULL,Water,Forest,Bareland,Forest
1424,Water,Water,Water,NULL,Water,Forest,Water,Bareland
1425,Water,Water,Water,NULL,Water,Forest,Water,Water
1426,Water,Water,Water,NULL,Water,Forest,Water,Forest
1427,Water,Water,Water,NULL,Water,Forest,Forest,Water
1428,Water,Water,Water,NULL,Water,Forest,Forest,Forest
1429,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1430,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1431,Water,Water,Water,Non_Water,Water,NULL,Bareland,Water
1432,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1433,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1434,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
