Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXQ_M_R
1417,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1418,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1419,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1422,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1423,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1425,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1427,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1428,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1429,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1430,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1431,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1432,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1433,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1434,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1435,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1436,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1437,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1438,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1439,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1440,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1441,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1442,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1443,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1444,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1445,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1446,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1447,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1448,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1449,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1450,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1451,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1452,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1453,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1454,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1455,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1456,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1457,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1458,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1459,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1460,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1461,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1462,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1463,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1464,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
1465,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1466,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1467,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1468,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1469,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1470,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1471,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1473,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1474,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1475,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1476,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1477,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1478,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1479,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1480,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1481,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1482,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1483,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1484,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1485,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1486,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1487,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1488,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1489,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1490,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1491,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1492,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1493,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1494,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1495,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1496,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1497,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1498,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1499,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1500,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1501,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1502,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1503,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1504,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1505,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1506,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1507,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1508,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1509,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1510,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1511,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1512,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1513,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1514,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1515,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1516,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1517,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1518,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1519,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1520,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1521,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1522,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1523,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1524,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1525,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1526,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1527,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1528,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1529,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1530,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1531,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1532,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1533,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1534,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1535,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1536,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1537,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1538,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1539,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1540,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1541,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1542,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1543,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1545,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1546,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1547,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1548,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1549,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1550,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1551,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1552,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1553,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1554,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1555,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1556,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1557,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1558,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1559,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1560,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1561,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1562,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1563,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1564,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1565,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1566,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1567,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1569,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1570,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1571,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1572,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1573,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1574,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1575,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1576,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1577,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1578,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1579,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1580,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1581,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1582,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1583,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1584,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1585,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1587,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1588,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1589,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1590,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1591,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1592,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1593,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1594,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1595,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1596,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1597,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1598,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1599,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1600,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1601,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1602,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1607,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1608,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1609,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1610,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1611,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1612,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1613,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1614,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1615,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1616,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1617,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1618,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1619,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1620,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1621,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1622,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1623,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1624,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1625,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1626,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1627,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1628,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1629,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1630,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1631,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1632,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1633,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1634,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1635,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1636,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1637,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1638,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1639,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1640,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1641,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1642,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1643,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1644,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1645,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1646,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1647,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1648,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1649,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1650,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1651,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1652,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1653,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1654,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1655,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1656,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1657,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1658,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1659,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1660,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1661,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1662,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1663,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1664,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1665,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1666,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1667,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1668,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1669,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1670,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1671,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1672,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
1673,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1674,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1675,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1676,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1677,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1678,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
1679,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
1680,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1681,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1682,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1683,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1684,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1685,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1686,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1687,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1688,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1689,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1690,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1691,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1692,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1693,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1694,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1695,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1696,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1697,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1698,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1699,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1700,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1701,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1702,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1703,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1704,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1705,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1706,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1707,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1708,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1709,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1710,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1711,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1712,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1713,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1714,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1715,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1716,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
1717,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
1718,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
