Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCC_M_R
1797,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
1798,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1799,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1800,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1801,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1802,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1803,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1804,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1805,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1806,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1807,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1808,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1809,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1810,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1811,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1812,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1813,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1814,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1815,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1816,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1817,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1818,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1819,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1820,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1821,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1822,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1823,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1824,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1825,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1826,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1827,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1828,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1829,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1830,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1831,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1832,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
1833,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1834,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1835,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
1836,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1837,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1838,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1839,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1881,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1882,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1883,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1884,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1885,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1886,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1887,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1888,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1889,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1890,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1891,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1892,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1893,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1894,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1895,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1896,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1897,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1898,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1899,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1900,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1901,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1902,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1903,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1904,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1905,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1906,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1907,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1908,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1909,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1910,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1911,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1912,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1913,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1914,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1915,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1916,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
1917,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1918,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1919,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1920,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1921,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
1922,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1923,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1924,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1925,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1926,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1927,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1928,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1929,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1930,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1931,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1932,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1933,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1934,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1935,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1936,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1937,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1938,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1939,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1940,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1941,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1942,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1943,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1944,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1945,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1946,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1947,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1948,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1949,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1950,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1951,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1952,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1953,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1954,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1955,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1956,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1957,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1958,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1959,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1960,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1961,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1962,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Water
1963,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1964,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1965,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1966,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1967,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1968,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1969,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1970,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1971,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1972,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1973,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1974,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1975,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1976,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1977,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1978,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1979,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1980,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1981,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1982,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1983,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1984,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1985,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1986,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1987,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1988,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1989,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1990,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1991,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1992,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1993,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1994,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1995,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1996,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1997,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1998,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1999,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2000,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2001,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2002,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
2003,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2004,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2005,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2006,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2007,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
2008,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2009,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2010,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2011,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2012,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2013,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2014,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2015,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2016,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2017,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
2018,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2019,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2020,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2021,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2022,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2023,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2024,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2025,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2026,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2027,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2028,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2029,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2030,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2031,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2032,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2033,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2034,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2035,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2036,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2037,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2038,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2039,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2040,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2041,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2042,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
2043,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2044,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2045,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2046,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2047,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2048,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2049,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2050,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2051,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2052,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2053,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2054,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2055,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2056,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2057,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2058,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2059,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2060,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2061,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2062,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
2063,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2064,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2065,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2066,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2067,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2068,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
2069,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2070,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2071,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2072,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2073,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
2074,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2075,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2076,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2077,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2078,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2079,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2080,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2081,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2082,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2083,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2084,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2085,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2086,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2087,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2088,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2089,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2090,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2091,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2092,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2093,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2094,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2095,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2096,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2097,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2098,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2099,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2100,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2101,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2102,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2103,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2104,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2105,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2106,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2107,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2108,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2109,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2110,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2111,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2112,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2113,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2114,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2115,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
2116,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2117,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
