Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCR_M_R
2642,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2643,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2644,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2645,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2646,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2647,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2648,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2649,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2650,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2651,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2652,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2653,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2654,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2655,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2656,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2657,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2658,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2659,Grassland,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
2660,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2661,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2662,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2663,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2664,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2665,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2666,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2667,Grassland,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
2668,Grassland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2669,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2670,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2671,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2672,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2673,Grassland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
2674,Grassland,Water,Wetland,NULL,Wetland,Water,NULL,Water
2675,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2676,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
2677,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2678,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2679,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2680,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2681,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2682,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2683,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2684,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2685,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2686,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2687,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2688,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2689,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2690,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2691,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2692,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
2693,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2694,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2695,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2696,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2697,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2698,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2699,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2700,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2701,Grassland,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
2702,Grassland,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
2703,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2704,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2705,Grassland,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
2706,Grassland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2707,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2708,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2709,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Water
2710,Grassland,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
2711,Grassland,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
2712,Grassland,Water,Wetland,Water,Wetland,Built-up,Water,Water
2713,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
2714,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
2715,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Water
2716,Grassland,Water,Wetland,Water,Wetland,Water,Bareland,Water
2717,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
2718,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
2719,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
2720,Grassland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
2721,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2722,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2723,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2724,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2725,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
2726,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
2727,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2728,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2729,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2730,Grassland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
2731,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2732,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2733,Grassland,Water,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
2734,Grassland,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
2735,Grassland,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2736,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2737,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2738,Grassland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2739,Grassland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2740,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
2741,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
2742,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
2743,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
2744,Grassland,Water,Water,NULL,Water,Wetland,Water,Water
2745,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2746,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2747,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
2748,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2749,Grassland,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
2750,Grassland,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
2751,Grassland,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
2752,Grassland,Water,Water,Non_Water,Water,Water,NULL,Grassland
2753,Grassland,Water,Water,Non_Water,Water,Water,NULL,Water
2754,Grassland,Water,Water,Non_Water,Water,Water,Wetland,Water
2755,Grassland,Water,Water,Non_Water,Water,Water,Water,Wetland
2756,Grassland,Water,Water,Non_Water,Water,Water,Water,Water
2757,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
2758,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
2759,Grassland,Water,Water,Water,Water,NULL,NULL,Water
2760,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
2761,Grassland,Water,Water,Water,Water,Bareland,NULL,Grassland
2762,Grassland,Water,Water,Water,Water,Bareland,NULL,Water
2763,Grassland,Water,Water,Water,Water,Bareland,Water,Water
2764,Grassland,Water,Water,Water,Water,Built-up,Bareland,Grassland
2765,Grassland,Water,Water,Water,Water,Built-up,Built-up,Grassland
2766,Grassland,Water,Water,Water,Water,Built-up,Water,Water
2767,Grassland,Water,Water,Water,Water,Water,NULL,Wetland
2768,Grassland,Water,Water,Water,Water,Water,NULL,Water
2769,Grassland,Water,Water,Water,Water,Water,Wetland,Water
2770,Grassland,Water,Water,Water,Water,Water,Water,Grassland
2771,Grassland,Water,Water,Water,Water,Water,Water,Wetland
2772,Grassland,Water,Water,Water,Water,Water,Water,Water
2773,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2774,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2775,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2776,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2777,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2778,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2779,Grassland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2780,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2781,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2782,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2783,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2784,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2785,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2786,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2787,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2788,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2789,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
2790,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2791,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2792,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2793,Grassland,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2794,Grassland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2795,Grassland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2796,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2797,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2798,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2799,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2800,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2801,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2802,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2803,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2804,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2805,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2806,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2807,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2808,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2809,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2810,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2811,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2812,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2813,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2814,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2815,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2816,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2817,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2818,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2819,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2820,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2821,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2822,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2823,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2824,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2825,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2826,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2827,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2828,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2829,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
2830,Grassland,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2831,Grassland,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
2832,Grassland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
2833,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2834,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2835,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2836,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2837,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2838,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2839,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2840,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2841,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2842,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2843,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2844,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2845,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2846,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2847,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2848,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2849,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2850,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2851,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2852,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2853,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2854,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
2855,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2856,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2857,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2858,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2859,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
2860,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
2861,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2862,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2863,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2864,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2865,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2866,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2867,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2868,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2869,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2870,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2871,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2872,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2873,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2874,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2875,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2876,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2877,Grassland,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
2878,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2879,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2880,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Water
2881,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2882,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2883,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2884,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2885,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2886,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2887,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2888,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2889,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2890,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2891,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2892,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2893,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
2894,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2895,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2896,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2897,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2898,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2899,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2900,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2901,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2902,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2903,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2904,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2905,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2906,Grassland,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
2907,Grassland,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
2908,Grassland,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
2909,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2910,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2911,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2912,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2913,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2914,Grassland,Forest,Wetland,Water,Wetland,Bareland,NULL,Grassland
2915,Grassland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2916,Grassland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
2917,Grassland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2918,Grassland,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
2919,Grassland,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
2920,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2921,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2922,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2923,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
2924,Grassland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
2925,Grassland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Grassland
2926,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2927,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2928,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2929,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2930,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2931,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2932,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2933,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2934,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2935,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2936,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2937,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2938,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2939,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2940,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2941,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2942,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2943,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2944,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2945,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2946,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2947,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2948,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2949,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2950,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2951,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
2952,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2953,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2954,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2955,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2956,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2957,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2958,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2959,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2960,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
