Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R
1786,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
1787,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1788,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1789,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1790,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1791,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
1792,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1793,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1794,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
1795,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1796,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1797,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1798,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1799,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1800,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1801,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1802,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1803,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1804,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1805,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1806,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1807,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
1808,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1809,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1810,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1811,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1812,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1813,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1814,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1815,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1816,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1817,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1818,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
1819,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1820,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1821,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1822,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1823,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1824,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1825,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1826,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1827,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1828,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
1829,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
1830,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1831,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1832,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1833,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1834,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
1835,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1836,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1837,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1838,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1839,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
1840,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1841,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
1842,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1843,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1844,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1845,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1846,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1847,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1848,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
1849,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1850,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1851,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1852,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1853,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1854,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1855,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1856,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1857,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1858,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
1859,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1860,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1861,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1862,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
1863,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1864,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1865,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
1866,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1867,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1868,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1869,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1870,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1871,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1872,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
1873,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1874,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1875,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1876,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1877,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1878,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1879,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1880,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1881,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1882,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1883,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1884,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1885,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1886,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1887,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1888,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1889,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1890,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1891,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1892,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1893,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1894,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1895,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1896,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1897,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1898,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1899,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1900,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1901,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1902,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1903,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1904,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1905,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Water
1906,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1907,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
1908,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1909,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1910,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1911,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1912,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1913,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1914,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1915,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
1916,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
1917,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1918,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1919,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
1920,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
1921,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Bareland
1922,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
1923,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1924,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1925,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1926,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1927,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1928,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
1929,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1930,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1931,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1932,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1933,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1934,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1935,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1936,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1937,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
1938,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1939,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1940,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1941,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
1942,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1943,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
1944,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1945,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1946,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
1947,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1948,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1949,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
1950,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1951,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1952,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1953,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1954,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
1955,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1956,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1957,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1958,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1959,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1960,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1961,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1962,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1963,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1964,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1965,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1966,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1967,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1968,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1969,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1970,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1971,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1972,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1973,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1974,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1975,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1976,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1977,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1978,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1979,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1980,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1981,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1982,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1983,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1984,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1985,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1986,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1987,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1988,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1989,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1990,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1991,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1992,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
1993,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1994,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1995,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1996,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1997,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1998,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1999,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
2000,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2001,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2002,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2003,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2004,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2005,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2006,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2007,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2008,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2009,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2010,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2011,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2012,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2013,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2014,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2015,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2016,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2017,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2018,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2019,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2020,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2021,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2022,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
2023,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
2024,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2025,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2026,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2027,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2028,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2029,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2030,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2031,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2032,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2033,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2034,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2035,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
2036,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2037,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
2038,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
2039,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
2040,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2041,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
2042,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
2043,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2044,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
2045,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2046,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
2047,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Forest,Water
2048,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
2049,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2050,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2051,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2052,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2053,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2054,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2055,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2056,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2057,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2058,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2059,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2060,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2061,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2062,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2063,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2064,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2065,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2066,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2067,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2068,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2069,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2070,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2071,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2072,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2073,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2074,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
2075,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2076,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2077,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2078,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2079,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2080,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2081,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2082,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2083,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
2084,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2085,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2086,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2087,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2088,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
2089,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2090,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2091,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2092,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2093,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
2094,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2095,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2096,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2097,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2098,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
2099,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
2100,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2101,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2102,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2103,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2104,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2105,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2106,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2107,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
