Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PLQ_M_R
2156,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2157,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2158,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2159,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2160,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2161,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2162,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2163,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2164,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2165,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2166,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2167,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2168,Forest,Forest,Grassland,Water,Non_Wetland,NULL
2169,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2170,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
2171,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2172,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2173,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2174,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2175,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2176,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2177,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2178,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2179,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2180,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2181,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2182,Forest,Forest,Wetland,NULL,Wetland,NULL
2183,Forest,Forest,Wetland,NULL,Wetland,Grassland
2184,Forest,Forest,Wetland,NULL,Wetland,Wetland
2185,Forest,Forest,Wetland,NULL,Wetland,Water
2186,Forest,Forest,Wetland,NULL,Wetland,Forest
2187,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2188,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2189,Forest,Forest,Wetland,Non_Water,Wetland,Water
2190,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2191,Forest,Forest,Wetland,Water,Wetland,NULL
2192,Forest,Forest,Wetland,Water,Wetland,Grassland
2193,Forest,Forest,Wetland,Water,Wetland,Cropland
2194,Forest,Forest,Wetland,Water,Wetland,Wetland
2195,Forest,Forest,Wetland,Water,Wetland,Bareland
2196,Forest,Forest,Wetland,Water,Wetland,Water
2197,Forest,Forest,Wetland,Water,Wetland,Forest
2198,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2199,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2200,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2201,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2202,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2203,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2204,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
2205,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2206,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2207,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2208,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2209,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2210,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2211,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2212,Forest,Forest,Water,NULL,Water,Grassland
2213,Forest,Forest,Water,NULL,Water,Wetland
2214,Forest,Forest,Water,NULL,Water,Forest
2215,Forest,Forest,Water,Non_Water,Water,Grassland
2216,Forest,Forest,Water,Non_Water,Water,Wetland
2217,Forest,Forest,Water,Non_Water,Water,Water
2218,Forest,Forest,Water,Non_Water,Water,Forest
2219,Forest,Forest,Water,Water,Water,Grassland
2220,Forest,Forest,Water,Water,Water,Wetland
2221,Forest,Forest,Water,Water,Water,Bareland
2222,Forest,Forest,Water,Water,Water,Water
2223,Forest,Forest,Water,Water,Water,Forest
2224,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2225,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2226,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2227,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2228,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2229,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2230,Forest,Forest,Forest,NULL,Non_Wetland,Water
2231,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2232,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2233,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2234,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2235,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2236,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2237,Forest,Forest,Forest,Water,Non_Wetland,Forest
