Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWA_M_R
1050,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1051,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
1052,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1053,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
1054,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1055,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1056,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1057,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1058,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1059,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1060,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1061,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1062,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1063,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1064,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1065,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1066,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1067,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1068,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1069,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1070,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1071,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1072,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1073,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1074,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1075,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1076,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1077,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1078,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1079,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1080,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1081,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1082,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1083,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1084,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1085,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1086,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1087,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1088,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1089,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1090,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1091,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1092,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1093,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1094,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1095,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
1096,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1097,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1098,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1099,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1100,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1101,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1102,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1103,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1104,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1105,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1106,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1107,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
1108,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1109,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1110,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1111,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1112,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1113,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1114,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1116,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1117,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
1118,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1119,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1120,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1121,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1122,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1123,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1124,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1125,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1126,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1127,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1128,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1129,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1130,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1131,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1132,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1133,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1134,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1135,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1136,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1137,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1138,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1139,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1140,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
1141,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1142,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1143,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1144,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1145,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1146,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1147,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1148,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1149,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1150,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1151,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1152,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1153,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1154,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1155,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1156,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1157,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1158,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1159,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1160,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1161,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1162,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1163,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1164,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1165,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
1166,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1167,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1168,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1169,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1170,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1171,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
1172,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1173,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1174,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1175,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1176,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1177,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1178,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1179,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1180,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1181,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1182,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1183,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1184,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1185,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1186,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1187,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1188,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1189,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1190,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1191,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
1192,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1193,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1194,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
1195,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1196,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1197,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1198,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1199,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1200,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1201,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1202,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1203,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1204,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1205,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1206,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1207,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1208,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1209,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1210,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1211,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1212,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1213,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1214,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1215,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1216,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1217,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1218,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1219,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1220,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1221,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1222,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
1223,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1224,NULL,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
1225,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
1226,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1227,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1228,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1229,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1230,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1231,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1232,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1233,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1234,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1235,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1236,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1237,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1238,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1239,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1241,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1242,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1243,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1244,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1245,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1246,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1247,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1248,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1249,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1250,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1251,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1252,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1253,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1254,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1255,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1256,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
1257,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1258,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1259,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1260,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1261,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1262,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1263,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1264,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1265,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1266,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1267,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1268,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1269,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1270,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1271,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1272,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1273,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1274,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
1275,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1276,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1277,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1278,NULL,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
1279,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1280,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1281,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1282,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1283,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1284,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1285,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1286,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1287,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1288,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1289,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1290,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1291,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1292,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1293,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1294,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1295,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1296,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1297,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1298,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1299,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1300,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1301,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1302,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1303,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1304,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1305,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1306,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1307,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1308,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1309,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1310,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1311,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1312,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1313,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1314,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1315,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1316,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1317,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
1318,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1319,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1320,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1321,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1322,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1323,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1324,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1325,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1326,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1327,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1328,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1329,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1330,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
1331,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1332,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1333,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1334,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
1335,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1336,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
1337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1341,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1342,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1343,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1344,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1345,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1348,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1349,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1350,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1351,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1352,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1353,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1354,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1355,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
