Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R
1880,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1881,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1882,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1883,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1884,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1885,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1886,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1887,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1888,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1889,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1890,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1891,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1892,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1893,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1894,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1895,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1896,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1897,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1898,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1899,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1900,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1901,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1902,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1903,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1904,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1905,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1906,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1907,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1908,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1909,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1910,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1911,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1912,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1913,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1914,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1915,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1916,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1917,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1918,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1919,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1920,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1921,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1922,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1923,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1924,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1925,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1926,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1927,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1928,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1929,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1930,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1931,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1932,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1933,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1934,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1935,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1936,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1937,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1938,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1939,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1940,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1941,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1942,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1943,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1944,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1945,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1946,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1947,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1948,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1949,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1950,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1951,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1952,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1953,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1954,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1955,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
1956,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1957,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1958,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1959,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1960,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1961,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1962,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1963,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1964,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1965,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1966,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
1967,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1968,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1969,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1970,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1971,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1972,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1973,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1974,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1975,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1976,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1977,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1978,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1979,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1980,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1981,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1982,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1983,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1984,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1985,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1986,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1987,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1988,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1989,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1990,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1991,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1992,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1993,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1994,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1995,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1996,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1997,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1998,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1999,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2000,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2001,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2002,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2003,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2004,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2005,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2006,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2007,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2008,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2009,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2010,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2011,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2012,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2013,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2014,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2015,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2016,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2017,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2018,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2019,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2020,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2021,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2022,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2023,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2024,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2025,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2026,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2027,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2028,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2029,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2030,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2031,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2032,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2033,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
2034,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2035,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2036,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2037,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
2038,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2039,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
2040,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2041,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
2042,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2043,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2044,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
2045,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2046,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2047,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2048,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2049,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2050,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2051,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2052,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2053,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2054,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2055,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2056,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2057,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2058,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2059,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2060,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2061,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2062,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2063,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2064,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2065,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2066,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2067,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2068,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2069,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2070,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2071,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2072,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2073,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2074,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2075,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2076,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2077,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2078,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2079,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2080,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2081,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2082,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2083,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2084,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2085,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2086,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2087,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2088,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2089,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2090,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2091,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2092,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2093,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2094,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2095,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2096,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2097,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2098,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2099,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2100,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2101,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2102,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2103,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2104,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2105,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2106,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2107,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2108,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2109,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2110,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2111,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2112,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2113,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2114,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2115,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2116,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2117,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2118,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2119,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2120,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2121,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2122,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2123,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2124,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2125,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2126,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2127,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2128,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2129,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2130,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2131,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2132,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2133,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2134,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2135,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2136,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2137,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2138,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2139,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2140,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2141,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2142,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2143,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2144,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2145,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2146,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2147,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2148,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2149,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2150,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2151,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2152,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2153,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2154,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
2155,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2156,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
2157,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2158,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2159,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2160,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2161,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2162,NULL,Water,Water,NULL,Water,Bareland,NULL,Grassland
2163,NULL,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
2164,NULL,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
2165,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2166,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2167,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2168,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2169,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2170,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2171,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2172,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2173,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2174,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2175,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2176,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2177,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2178,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2179,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2180,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2181,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2182,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2183,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2184,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2185,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2186,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2187,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2188,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2189,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2190,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2191,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2192,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2193,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2194,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2195,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2196,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2197,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2198,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2199,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2200,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2201,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2202,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
