Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQS_M_R
12596,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12597,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12598,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12599,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
12600,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
12601,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12602,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12607,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12608,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12609,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12610,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12611,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
12612,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12613,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12614,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12615,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12616,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12617,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12618,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
12619,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12620,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12621,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12622,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12623,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12624,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12625,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12626,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12627,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12628,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12629,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12630,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12631,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12632,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12633,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12634,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12635,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
12636,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12637,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12638,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12639,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
12640,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12641,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12642,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12643,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
12644,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12645,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12646,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12647,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12648,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
12649,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12650,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12651,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
12652,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12653,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12654,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12655,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12656,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12657,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
12658,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12659,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12660,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12661,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12662,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
12663,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12664,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12665,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12666,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12667,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12668,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12669,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12670,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
12671,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12672,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12673,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12674,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12675,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12676,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12677,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12678,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12679,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12680,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12681,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12682,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12683,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12684,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12686,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12687,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12688,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12689,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
12690,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12691,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12692,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12693,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
12694,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12695,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12696,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12697,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12698,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12699,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12700,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12701,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12702,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12703,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12704,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12705,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12706,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12707,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12708,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12709,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12710,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12711,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12712,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12713,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12714,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12715,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12716,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12717,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12718,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12719,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12720,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
12721,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12722,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12723,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12724,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12725,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12726,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
12727,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
12728,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
12729,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
12730,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12731,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
12732,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12733,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
12734,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12735,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12736,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12737,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12738,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12739,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12740,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12741,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12742,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12743,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12744,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
12745,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12746,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12747,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
12748,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12749,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12750,Cropland,Water,Grassland,Water,Non_Wetland,Bareland,Shrubland,Grassland
12751,Cropland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
12752,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12753,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12754,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12755,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
12756,Cropland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12757,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12758,Cropland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12759,Cropland,Water,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
12760,Cropland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
12761,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12762,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
12763,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
12764,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12765,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12766,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
12767,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
12768,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
12769,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
12770,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12771,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
12772,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12773,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
12774,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12775,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12776,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12777,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12778,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12779,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12780,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12781,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12782,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12783,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12784,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
12785,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12786,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12787,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12788,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12789,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12790,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12791,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12792,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12793,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12794,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12795,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12796,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12797,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12798,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12799,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12800,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12801,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12802,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12803,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12804,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12805,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12806,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12807,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12808,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12809,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12810,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12811,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12812,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12813,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12814,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12815,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12816,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12817,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12818,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12819,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12820,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12821,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12822,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12823,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12824,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12825,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12826,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12827,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12828,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12829,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12830,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12831,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12832,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
12833,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12834,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12835,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12836,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12837,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12838,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12839,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12840,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12841,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12842,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12843,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
12844,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12845,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12846,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12847,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12848,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12849,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12850,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12851,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12852,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12853,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12854,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12855,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12856,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12857,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12858,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12859,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12860,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12861,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12862,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12863,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12864,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12865,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12866,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12867,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12868,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12869,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12870,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12871,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12872,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12873,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12874,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
12875,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12876,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12877,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12878,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12879,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12880,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12881,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12882,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12883,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12884,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12885,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12886,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12887,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12888,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12889,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
12890,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
