Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZR_M_R
8224,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
8225,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8226,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8227,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8228,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
8229,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
8230,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
8231,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Water
8232,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
8233,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Water
8234,Cropland,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
8235,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8236,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8237,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
8238,Cropland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
8239,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
8240,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
8241,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
8242,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
8243,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
8244,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
8245,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8246,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
8247,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
8248,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Built-up
8249,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8250,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
8251,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8252,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8253,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8254,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8255,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8256,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8257,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
8258,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8259,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
8260,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8261,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8262,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8263,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
8264,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
8265,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8266,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8267,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8268,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8269,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8270,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8271,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8272,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
8273,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
8274,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8275,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
8276,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
8277,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
8278,Cropland,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
8279,Cropland,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
8280,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8281,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8282,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8283,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8284,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8285,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8286,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8287,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
8288,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
8289,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8290,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8291,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8292,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8293,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8294,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8295,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
8296,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8297,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8298,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8299,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8300,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8301,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8302,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8303,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8304,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8305,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8306,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8307,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8308,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
8309,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
8310,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
8311,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8312,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8313,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8314,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
8315,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8316,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8317,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8318,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8319,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8320,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8321,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
8322,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8323,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8324,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
8325,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8326,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8327,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
8328,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8329,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8330,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8331,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8332,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8333,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8334,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8335,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
8336,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
8337,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
8338,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
8339,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
8340,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
8341,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
8342,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
8343,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8344,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
8345,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
8346,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
8347,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8348,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
8349,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8350,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8351,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8352,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8353,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
8354,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8355,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8356,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
8357,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8358,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8359,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
8360,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
8361,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8362,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8363,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8364,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8365,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8366,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8367,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8368,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8369,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8370,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8371,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8372,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8373,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8376,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8377,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8378,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8379,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8380,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8381,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8382,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8383,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8384,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8385,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8386,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8387,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8388,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
8389,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
8390,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8391,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
8392,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
8393,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
8394,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8395,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
8396,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
8397,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8398,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8399,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8400,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8401,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8402,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8403,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
8404,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
8405,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland,NULL,Forest
8406,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8407,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
8408,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
8409,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
8410,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
8411,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Water
8412,Cropland,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
8413,Cropland,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
8414,Cropland,Cropland,Water,NULL,Water,NULL,Built-up,Water
8415,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
8416,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
8417,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Water
8418,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
8419,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
8420,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,Water
8421,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
8422,Cropland,Cropland,Water,NULL,Water,Wetland,Built-up,Water
8423,Cropland,Cropland,Water,NULL,Water,Wetland,Water,Grassland
8424,Cropland,Cropland,Water,NULL,Water,Wetland,Water,Water
8425,Cropland,Cropland,Water,NULL,Water,Water,NULL,Grassland
8426,Cropland,Cropland,Water,NULL,Water,Water,NULL,Forest
8427,Cropland,Cropland,Water,NULL,Water,Water,Water,Water
8428,Cropland,Cropland,Water,NULL,Water,Forest,NULL,Grassland
8429,Cropland,Cropland,Water,NULL,Water,Forest,NULL,Forest
8430,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
8431,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
8432,Cropland,Cropland,Water,Non_Water,Water,NULL,Grassland,Cropland
8433,Cropland,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
8434,Cropland,Cropland,Water,Non_Water,Water,NULL,Wetland,Forest
8435,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
8436,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Water
8437,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
8438,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
8439,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
8440,Cropland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
8441,Cropland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
8442,Cropland,Cropland,Water,Non_Water,Water,Bareland,Bareland,Bareland
8443,Cropland,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
8444,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
8445,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
8446,Cropland,Cropland,Water,Water,Water,NULL,Grassland,Water
8447,Cropland,Cropland,Water,Water,Water,NULL,Wetland,Water
8448,Cropland,Cropland,Water,Water,Water,NULL,Water,Grassland
8449,Cropland,Cropland,Water,Water,Water,NULL,Water,Water
8450,Cropland,Cropland,Water,Water,Water,Wetland,NULL,Water
8451,Cropland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
8452,Cropland,Cropland,Water,Water,Water,Wetland,Wetland,Forest
8453,Cropland,Cropland,Water,Water,Water,Wetland,Water,Water
8454,Cropland,Cropland,Water,Water,Water,Water,NULL,Grassland
8455,Cropland,Cropland,Water,Water,Water,Water,NULL,Wetland
8456,Cropland,Cropland,Water,Water,Water,Water,NULL,Water
8457,Cropland,Cropland,Water,Water,Water,Water,Grassland,Water
8458,Cropland,Cropland,Water,Water,Water,Water,Wetland,Water
8459,Cropland,Cropland,Water,Water,Water,Water,Water,Water
8460,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8461,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8462,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8463,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8464,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8465,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
8466,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
8467,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8468,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8469,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8470,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8471,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8472,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8473,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8474,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8475,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8476,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8477,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8478,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
8479,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8480,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8481,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8482,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8483,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8484,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
8485,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8486,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8487,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8488,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8489,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8490,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8491,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8492,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8493,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8494,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8495,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8496,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8497,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8498,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8499,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8500,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8501,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8502,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8503,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8504,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8506,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8507,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8508,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8509,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8510,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8511,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
8512,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8513,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8514,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
8515,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8516,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8517,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8518,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8519,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8520,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8521,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8522,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8523,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
8524,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8525,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8526,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8527,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8528,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8529,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8530,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8531,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
8532,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8533,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
