Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLE_M_R
2038,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2039,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2040,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
2041,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2042,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2043,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2044,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2045,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2046,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2047,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2048,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2049,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2050,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2051,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2052,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2053,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2054,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2055,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2056,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2057,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2058,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2059,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
2060,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2061,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2062,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2063,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2064,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2065,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2066,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2067,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2068,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2073,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2074,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2075,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2076,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2077,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2078,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2079,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2080,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2081,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2082,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2083,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2084,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2085,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2086,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2087,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2088,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2089,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2090,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2091,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2092,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2093,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
2094,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2095,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2096,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2097,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2098,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2099,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2100,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2101,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2102,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2103,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2104,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2105,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2106,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2107,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2108,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2109,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2110,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2111,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2112,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2113,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2114,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2115,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2116,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2117,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2118,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2119,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2120,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2121,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2122,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2123,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2124,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2125,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2126,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2127,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2128,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2129,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2130,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2131,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2132,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2133,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2134,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2135,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2136,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2137,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2138,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2139,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2140,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2141,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2142,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2143,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2144,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2145,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2146,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2147,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2148,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2149,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2150,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2151,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2152,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2153,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2154,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2155,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2156,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2157,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2158,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2159,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2160,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2161,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2162,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2163,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2164,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2165,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2166,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2167,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2168,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2169,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2170,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2171,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2172,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2173,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2174,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2175,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2176,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2177,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2178,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2179,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2180,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2181,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2182,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2183,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2184,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2185,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2186,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2187,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2188,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2189,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2190,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2191,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2192,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2193,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2194,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2195,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2196,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2197,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2198,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2199,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2200,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2201,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2202,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2203,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2204,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2205,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2206,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2207,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2208,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2209,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2210,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2211,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2212,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2213,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2214,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2215,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2216,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2217,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2218,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2219,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2220,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2221,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2222,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2223,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2224,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2225,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2226,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2227,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2228,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2229,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2230,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2231,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2232,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2233,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2234,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2235,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2236,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2237,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2238,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2239,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2240,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2241,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2242,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2243,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2244,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2245,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2246,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2247,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2248,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2249,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2250,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2251,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2252,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2253,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2254,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2255,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2256,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2257,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2258,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2259,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2260,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2261,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2262,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2263,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2264,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2265,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2266,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2267,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2268,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2269,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2270,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2271,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2272,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2273,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2274,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2275,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2276,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2277,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2278,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2279,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2280,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2281,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2282,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2283,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2284,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2285,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2286,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2287,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2288,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2289,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2290,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2291,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2292,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2293,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2294,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2295,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2296,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2297,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2298,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2299,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2300,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2301,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2302,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2303,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2304,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2305,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2306,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2307,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2308,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2309,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2310,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2311,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2312,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2313,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2314,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2315,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2316,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2317,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2318,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2319,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2320,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2321,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2322,Forest,Water,Water,Water,Water,NULL,NULL,Water
2323,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2324,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2325,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2326,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2327,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2328,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2329,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2330,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2331,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2332,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2333,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2334,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2335,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2336,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2337,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2338,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2339,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2340,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2341,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2342,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2343,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2344,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2345,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2346,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2347,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2348,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2349,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2350,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2351,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2352,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2353,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2354,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2355,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2356,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2357,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2358,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2359,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2360,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2361,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2362,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2363,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2364,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2365,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2366,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2367,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2368,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2369,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2370,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2371,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2372,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2373,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2374,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2375,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2376,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2377,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2378,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2379,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2380,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
