Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEL_M_R
13118,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13119,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
13120,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
13121,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
13122,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13123,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
13124,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
13125,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
13126,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13127,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13128,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13129,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
13130,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13131,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13132,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
13133,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
13134,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
13135,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
13136,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13137,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
13138,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
13139,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
13140,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
13141,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13142,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13143,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13144,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13145,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
13146,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
13147,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13148,Water,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
13149,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
13150,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
13151,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
13152,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
13153,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13154,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13155,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13156,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13157,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13158,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13159,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13160,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13161,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13162,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13163,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13164,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13165,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13166,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13167,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13168,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13169,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13170,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13171,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13172,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13173,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13174,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
13175,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13176,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
13177,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
13178,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13179,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
13180,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
13181,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13182,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13183,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
13184,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13185,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
13186,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13187,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13188,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13189,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13190,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
13191,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13192,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
13193,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13194,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13195,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13196,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13197,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13198,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13199,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13200,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
13201,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13202,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13203,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13204,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13205,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13206,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13207,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13208,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13209,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
13210,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
13211,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13212,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
13213,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13214,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13215,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
13216,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13217,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13218,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
13219,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
13220,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13221,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
13222,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
13223,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13224,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13225,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13226,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13227,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13228,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13229,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13230,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
13231,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13232,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
13233,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13234,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
13235,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13236,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
13237,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
13238,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
13239,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13240,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
13241,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13242,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
13243,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
13244,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
13245,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13246,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
13247,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
13248,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
13249,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
13250,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
13251,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
13252,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Water
13253,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13254,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13255,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13256,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
13257,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13258,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13259,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13260,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13261,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13262,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
13263,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13264,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13265,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13266,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13267,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
13268,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13269,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13270,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
13271,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13272,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
13273,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13274,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13275,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
13276,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13277,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13278,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13279,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
13280,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13281,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13282,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
13283,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
13284,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13285,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13286,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
13287,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13288,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13289,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
13290,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13291,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
13292,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
13293,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13294,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
13295,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
13296,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13297,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13298,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13299,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13300,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
13301,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13302,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
13303,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13304,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
13305,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
13306,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
13307,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13308,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
13309,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
13310,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
13311,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
13312,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
13313,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
13314,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
13315,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13316,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
13317,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
13318,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
13319,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
13320,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13321,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
13322,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
13323,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
13324,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
13325,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
13326,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
13327,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
13328,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13329,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
13330,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
13331,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
13332,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13333,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Forest
13334,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
13335,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
13336,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
13337,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
13338,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Wetland
13339,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Water
13340,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
13341,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
13342,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
13343,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
13344,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
13345,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
13346,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13347,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
13348,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
13349,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
13350,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
13351,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
13352,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
13353,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13354,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
13355,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13356,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
13357,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
13358,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
13359,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
13360,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13361,Water,Cropland,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
13362,Water,Cropland,Water,NULL,Water,NULL,Water,Water
13363,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
13364,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
13365,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
13366,Water,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
13367,Water,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
13368,Water,Cropland,Water,NULL,Water,Grassland,NULL,Water
13369,Water,Cropland,Water,NULL,Water,Grassland,Water,Grassland
13370,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
13371,Water,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
13372,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
13373,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
13374,Water,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
13375,Water,Cropland,Water,NULL,Water,Bareland,NULL,Water
13376,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
13377,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
13378,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Water
13379,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
13380,Water,Cropland,Water,NULL,Water,Bareland,Water,Bareland
13381,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
13382,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
13383,Water,Cropland,Water,NULL,Water,Water,Water,Water
13384,Water,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
13385,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Water
13386,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Water
13387,Water,Cropland,Water,Water,Water,NULL,Water,Water
13388,Water,Cropland,Water,Water,Water,Bareland,Grassland,Water
13389,Water,Cropland,Water,Water,Water,Bareland,Water,Water
13390,Water,Cropland,Water,Water,Water,Water,Shrubland,Water
13391,Water,Cropland,Water,Water,Water,Water,Water,Wetland
13392,Water,Cropland,Water,Water,Water,Water,Water,Water
13393,Water,Cropland,Water,Water,Water,Forest,Water,Wetland
13394,Water,Cropland,Water,Water,Water,Forest,Water,Water
13395,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
13396,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13397,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13398,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13399,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13400,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
13401,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13402,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13403,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
13404,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
13405,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
13406,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
13407,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
13408,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
13409,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
13410,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13411,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13412,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13413,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
13414,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
13415,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13416,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13417,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
13418,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
13419,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
13420,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13421,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
13422,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
13423,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
13424,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
13425,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
13426,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13427,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13428,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13429,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13430,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
