Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVV_M_R
12027,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
12028,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12029,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
12030,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12031,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
12032,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12033,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12034,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12035,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12036,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
12037,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
12038,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
12039,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
12040,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
12041,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12042,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
12043,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
12044,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12045,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
12046,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12047,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12048,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
12049,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
12050,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
12051,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
12052,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
12053,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
12054,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
12055,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
12056,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12057,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
12058,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
12059,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
12060,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
12061,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12062,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
12063,Wetland,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
12064,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
12065,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland,Water
12066,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
12067,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Cropland
12068,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
12069,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
12070,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
12071,Wetland,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
12072,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12073,Wetland,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
12074,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
12075,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12076,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
12077,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
12078,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12079,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12080,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
12081,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
12082,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
12083,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
12084,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
12085,Wetland,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
12086,Wetland,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
12087,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
12088,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Cropland
12089,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
12090,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
12091,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
12092,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Cropland
12093,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
12094,Wetland,Water,Wetland,Water,Wetland,Water,Shrubland,Water
12095,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Water
12096,Wetland,Water,Wetland,Water,Wetland,Water,Water,NULL
12097,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
12098,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
12099,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
12100,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
12101,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Wetland
12102,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Water
12103,Wetland,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
12104,Wetland,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
12105,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Grassland
12106,Wetland,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
12107,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
12108,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12109,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12110,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12111,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12112,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12113,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12114,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
12115,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12116,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Cropland
12117,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12118,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12119,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12120,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12121,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12122,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12123,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12124,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12125,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12126,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
12127,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
12128,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12129,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
12130,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
12131,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12132,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
12133,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
12134,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12135,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
12136,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12137,Wetland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
12138,Wetland,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
12139,Wetland,Water,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
12140,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
12141,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
12142,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
12143,Wetland,Water,Water,NULL,Water,NULL,Shrubland,NULL
12144,Wetland,Water,Water,NULL,Water,NULL,Water,Water
12145,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
12146,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
12147,Wetland,Water,Water,NULL,Water,Shrubland,Water,Grassland
12148,Wetland,Water,Water,NULL,Water,Grassland,NULL,Grassland
12149,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Cropland
12150,Wetland,Water,Water,NULL,Water,Water,Water,Water
12151,Wetland,Water,Water,NULL,Water,Forest,Water,Grassland
12152,Wetland,Water,Water,NULL,Water,Forest,Water,Water
12153,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
12154,Wetland,Water,Water,Non_Water,Water,NULL,Shrubland,Grassland
12155,Wetland,Water,Water,Non_Water,Water,NULL,Shrubland,Water
12156,Wetland,Water,Water,Non_Water,Water,NULL,Water,Grassland
12157,Wetland,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
12158,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
12159,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Cropland
12160,Wetland,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
12161,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
12162,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
12163,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
12164,Wetland,Water,Water,Non_Water,Water,Forest,Shrubland,Grassland
12165,Wetland,Water,Water,Non_Water,Water,Forest,Shrubland,Water
12166,Wetland,Water,Water,Non_Water,Water,Forest,Water,Grassland
12167,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
12168,Wetland,Water,Water,Water,Water,NULL,Shrubland,Grassland
12169,Wetland,Water,Water,Water,Water,NULL,Shrubland,Wetland
12170,Wetland,Water,Water,Water,Water,NULL,Shrubland,Water
12171,Wetland,Water,Water,Water,Water,NULL,Grassland,Wetland
12172,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
12173,Wetland,Water,Water,Water,Water,NULL,Water,Water
12174,Wetland,Water,Water,Water,Water,NULL,Forest,Grassland
12175,Wetland,Water,Water,Water,Water,NULL,Forest,Wetland
12176,Wetland,Water,Water,Water,Water,NULL,Forest,Water
12177,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,NULL
12178,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
12179,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Water
12180,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Forest
12181,Wetland,Water,Water,Water,Water,Shrubland,Water,Grassland
12182,Wetland,Water,Water,Water,Water,Shrubland,Water,Water
12183,Wetland,Water,Water,Water,Water,Shrubland,Water,Forest
12184,Wetland,Water,Water,Water,Water,Shrubland,Forest,Wetland
12185,Wetland,Water,Water,Water,Water,Grassland,Shrubland,Grassland
12186,Wetland,Water,Water,Water,Water,Water,Shrubland,NULL
12187,Wetland,Water,Water,Water,Water,Water,Shrubland,Wetland
12188,Wetland,Water,Water,Water,Water,Water,Shrubland,Water
12189,Wetland,Water,Water,Water,Water,Water,Water,Grassland
12190,Wetland,Water,Water,Water,Water,Water,Water,Wetland
12191,Wetland,Water,Water,Water,Water,Water,Water,Water
12192,Wetland,Water,Water,Water,Water,Water,Water,Forest
12193,Wetland,Water,Water,Water,Water,Forest,NULL,Water
12194,Wetland,Water,Water,Water,Water,Forest,Water,Grassland
12195,Wetland,Water,Water,Water,Water,Forest,Water,Water
12196,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12197,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12198,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12199,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12200,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12201,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
12202,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
12203,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12204,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12205,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12206,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
12207,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12208,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
12209,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
12210,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
12211,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12212,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12213,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12214,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12215,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
12216,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
12217,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12218,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12219,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12220,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12221,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12222,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12223,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12224,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12225,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12226,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12227,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12228,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
12229,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12230,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12231,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12232,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12233,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12234,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12235,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12236,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12237,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12238,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12239,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12240,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
12241,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12242,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
12243,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12244,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12245,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12246,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12247,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12248,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
12249,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12250,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
12251,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Built-up
12252,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12253,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12254,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
12255,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
12256,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
12257,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12258,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12259,Wetland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
12260,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
12261,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
12262,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
12263,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12264,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
12265,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12266,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12267,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12268,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
12269,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12270,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
12271,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
12272,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
12273,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12274,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
12275,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
12276,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12277,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12278,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12279,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12280,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
12281,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12282,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
12283,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12284,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12285,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
12286,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12287,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
12288,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
12289,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
12290,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
12291,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
12292,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12293,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12294,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12295,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12296,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12297,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12298,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12299,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12300,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12301,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12302,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12303,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
12304,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12305,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
12306,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12307,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12308,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12309,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
12310,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
12311,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12312,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12313,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12314,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12315,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
12316,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12317,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12318,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
12319,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12320,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
12321,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12322,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Cropland
12323,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12324,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
12325,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
12326,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
12327,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
12328,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12329,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
12330,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
12331,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
12332,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
12333,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
12334,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
12335,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12336,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
12337,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12338,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
12339,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12340,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
12341,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12342,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12343,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12344,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12345,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12346,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
12347,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
