Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRG_M_R
9348,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9349,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9350,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9351,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9352,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9353,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9354,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9355,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9356,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9357,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
9358,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9359,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9360,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9361,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9362,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9363,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9364,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9365,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9366,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9367,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9368,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9369,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9370,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9371,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
9372,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9373,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
9374,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9375,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9376,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9377,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9378,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9379,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9380,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9381,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9382,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9383,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9384,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9385,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9386,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9387,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9388,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
9389,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9390,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9391,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9392,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9393,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9394,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9395,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9396,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9397,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9398,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9399,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9400,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9401,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9402,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9403,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9404,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9405,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9406,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9407,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9408,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9409,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9410,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9411,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9412,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9413,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9414,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9415,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9416,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
9417,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
9418,Bareland,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
9419,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
9420,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9421,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
9422,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
9423,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9424,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9425,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9426,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9427,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9428,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9429,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
9430,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9431,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9432,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9433,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9434,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9435,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9436,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9437,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9438,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9439,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9440,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9441,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9442,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9443,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9444,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9445,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9446,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9447,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9448,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9449,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9450,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9451,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9452,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9453,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9454,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9455,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9456,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
9457,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9458,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
9459,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9460,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
9461,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
9462,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9463,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9464,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9465,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9466,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9467,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9468,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9469,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9470,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9471,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9472,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9473,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9474,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9475,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9476,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9477,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9478,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
9479,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9480,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9481,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9482,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9483,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9484,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9485,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9486,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9487,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9488,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9489,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9490,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
9491,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9492,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
9493,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9494,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
9495,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9496,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9497,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9498,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9499,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
9500,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
9501,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9502,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9503,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
9504,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
9505,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9506,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9507,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9508,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9509,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9510,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9511,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
9512,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9513,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9514,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9515,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9516,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9517,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9518,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9519,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9520,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9521,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9522,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9523,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9524,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9525,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9526,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9527,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9528,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9529,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9530,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9531,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9532,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9533,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9534,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9535,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9536,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9537,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
9538,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9539,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9540,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9541,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9542,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9543,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
9544,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
9545,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
9546,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9547,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9548,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9549,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9550,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9551,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9552,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9553,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9554,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9555,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9556,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9557,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9558,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9559,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9560,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9561,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9562,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9563,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9564,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9565,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9566,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9567,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9568,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9569,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9570,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9571,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9572,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9573,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9574,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9575,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9576,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9577,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9578,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9579,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9580,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9581,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9582,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9583,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9584,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9585,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9586,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9587,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9588,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9589,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9590,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9591,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9592,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9593,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9594,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9595,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9596,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9597,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9598,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
9599,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9600,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9601,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9602,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9603,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9604,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9605,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
9606,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
9607,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9608,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9609,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,NULL
9610,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
9611,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9612,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
9613,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9614,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
9615,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
9616,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
9617,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
9618,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9619,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9620,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9621,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
9622,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9623,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9624,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9625,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9626,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
9627,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
9628,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
9629,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
9630,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9631,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
9632,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9633,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
9634,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Water
9635,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9636,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
9637,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
9638,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
9639,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9640,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
9641,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9642,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9643,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9644,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9645,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9646,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
9647,Water,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
9648,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
9649,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
9650,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9651,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9652,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
9653,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
9654,Water,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
9655,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
9656,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
9657,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Water
9658,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9659,Water,NULL,Water,NULL,Water,NULL,NULL,Water
9660,Water,NULL,Water,NULL,Water,NULL,Forest,Forest
9661,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
9662,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
9663,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
9664,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
9665,Water,NULL,Water,NULL,Water,Shrubland,Forest,NULL
9666,Water,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
9667,Water,NULL,Water,NULL,Water,Shrubland,Forest,Water
9668,Water,NULL,Water,NULL,Water,Shrubland,Forest,Forest
9669,Water,NULL,Water,NULL,Water,Grassland,Forest,Forest
9670,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
9671,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
9672,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
9673,Water,NULL,Water,NULL,Water,Water,Forest,Forest
9674,Water,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
9675,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
9676,Water,NULL,Water,NULL,Water,Forest,Water,Forest
9677,Water,NULL,Water,NULL,Water,Forest,Forest,Grassland
9678,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
9679,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
9680,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
