Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDN_M_R
3434,Forest,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
3435,Forest,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
3436,Forest,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Water
3437,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
3438,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
3439,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3440,Forest,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3441,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
3442,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3443,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
3444,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
3445,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3446,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3447,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Water
3448,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3449,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
3450,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
3451,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
3452,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
3453,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
3454,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
3455,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3456,Forest,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
3457,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3458,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3459,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
3460,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
3461,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3462,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3463,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
3464,Forest,Bareland,Built-up,Water,Non_Wetland,Water,Grassland,Water
3465,Forest,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
3466,Forest,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
3467,Forest,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
3468,Forest,Bareland,Water,Water,Water,Wetland,Water,Bareland
3469,Forest,Bareland,Water,Water,Water,Wetland,Water,Water
3470,Forest,Bareland,Water,Water,Water,Bareland,Wetland,Water
3471,Forest,Bareland,Water,Water,Water,Bareland,Water,Bareland
3472,Forest,Bareland,Water,Water,Water,Bareland,Water,Water
3473,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
3474,Forest,Bareland,Water,Water,Water,Water,Water,Grassland
3475,Forest,Bareland,Water,Water,Water,Water,Water,Water
3476,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3477,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3478,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
3479,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3480,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3481,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3482,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3483,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3484,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3485,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3486,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
3487,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3488,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3489,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3490,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3492,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3493,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3494,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3495,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3496,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3497,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3498,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3499,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3500,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3501,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3502,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3503,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
3504,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3505,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3506,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3507,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3508,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3509,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3510,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3511,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3512,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3513,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3514,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3515,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3516,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
3517,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3518,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3519,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3520,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3521,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3522,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3523,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3524,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3525,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3526,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3527,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3528,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3529,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3530,Forest,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
3531,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
3532,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3533,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3534,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3535,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3536,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
3537,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3538,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3539,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3540,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3541,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
3542,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3543,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
3544,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
3545,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3546,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3547,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3548,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3549,Forest,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3550,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
3551,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
3552,Forest,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Grassland
3553,Forest,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
3554,Forest,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
3555,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3556,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3557,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3558,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
3559,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3560,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
3561,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3562,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3563,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3564,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3565,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3566,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
3567,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3568,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3569,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3570,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3571,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3572,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3573,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3574,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3575,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
3576,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3577,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3578,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3579,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3580,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3581,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3582,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3583,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3584,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3585,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3586,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3587,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3588,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3589,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3590,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3591,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3592,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3593,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3594,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
3595,Forest,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
3596,Forest,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
3597,Forest,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
3598,Forest,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3599,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
3600,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3601,Forest,Built-up,Water,Water,Water,Built-up,Wetland,Grassland
3602,Forest,Built-up,Water,Water,Water,Built-up,Bareland,Grassland
3603,Forest,Built-up,Water,Water,Water,Built-up,Built-up,Water
3604,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3605,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3606,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3607,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3608,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3609,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3610,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3611,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3612,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3613,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3614,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3615,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3616,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3617,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
3618,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
3619,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3620,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3621,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3622,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3623,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3624,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3625,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3626,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3627,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3628,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3629,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3630,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3631,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3632,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3633,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3634,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3635,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3636,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3637,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3638,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3639,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3640,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3641,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3642,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
3643,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3644,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
3645,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3646,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3647,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3648,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3649,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3650,Forest,Built-up,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
3651,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3652,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3653,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3654,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3655,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
3656,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3657,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3658,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3659,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3660,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3661,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3662,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
3663,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3664,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3665,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3666,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3667,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3668,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3669,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3670,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3671,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3672,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3673,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3674,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3675,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3676,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3677,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3678,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3679,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3680,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3681,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3682,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3683,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3684,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3685,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3686,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3687,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3688,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3689,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3690,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3691,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3692,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3693,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3694,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3695,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3696,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3697,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3698,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3699,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3700,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3701,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3702,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3703,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3704,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3705,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3706,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3707,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3708,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
3709,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
3710,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3711,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3712,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3713,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3714,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3715,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3716,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3717,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3718,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
3719,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3720,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3721,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
3722,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3723,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3724,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3725,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3726,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
3727,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3728,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3729,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3730,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3731,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3732,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3733,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3734,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3735,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3736,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3737,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3738,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3739,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3740,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3741,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3742,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3743,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3744,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3745,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3746,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3747,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3748,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3749,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3750,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3751,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3752,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3753,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3754,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
