Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGG_M_R
12551,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12552,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
12553,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12554,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12555,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12556,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12557,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12558,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12559,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
12560,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12561,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12562,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12563,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
12564,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12565,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12566,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
12567,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12568,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12569,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
12570,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
12571,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12572,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
12573,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
12574,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12575,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12576,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12577,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12578,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
12579,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12580,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12581,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12582,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12583,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12584,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12585,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12586,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
12587,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
12588,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
12589,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12590,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
12591,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12592,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12593,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12594,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Water
12595,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12596,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
12597,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
12598,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12599,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12600,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
12601,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
12602,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12603,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
12604,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12605,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
12606,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12607,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12608,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
12609,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
12610,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
12611,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12612,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
12613,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
12614,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12615,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12616,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12617,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12618,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12619,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
12620,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12621,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12622,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12623,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12624,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12625,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
12626,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12627,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12628,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12629,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
12630,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12631,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
12632,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12633,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12634,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
12635,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12636,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12637,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12638,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12639,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12640,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
12641,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12642,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12643,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12644,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
12645,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12646,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12647,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12648,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
12649,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12650,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
12651,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12652,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12653,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12654,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12655,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
12656,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12657,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
12658,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12659,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12660,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
12661,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12662,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
12663,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12664,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
12665,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
12666,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
12667,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Forest,Water
12668,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
12669,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12670,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
12671,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
12672,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12673,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12674,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12675,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12676,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
12677,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
12678,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
12679,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
12680,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12681,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12682,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
12683,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12684,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12685,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12686,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
12687,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
12688,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
12689,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
12690,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12691,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
12692,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
12693,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12694,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12695,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12696,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
12697,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12698,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Cropland
12699,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
12700,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12701,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12702,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12703,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
12704,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
12705,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12706,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12707,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
12708,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12709,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12710,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12711,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12712,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
12713,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12714,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
12715,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
12716,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
12717,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12718,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12719,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12720,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12721,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
12722,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12723,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12724,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
12725,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12726,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12727,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
12728,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
12729,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12730,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12731,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12732,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
12733,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12734,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12735,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12736,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12737,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12738,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
12739,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12740,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
12741,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12742,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Water
12743,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12744,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12745,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
12746,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12747,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12748,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12749,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
12750,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
12751,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12752,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12753,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
12754,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
12755,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12756,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
12757,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
12758,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
12759,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12760,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12761,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
12762,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
12763,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
12764,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
12765,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12766,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
12767,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12768,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12769,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12770,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
12771,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12772,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12773,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12774,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12775,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12776,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
12777,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
12778,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12779,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
12780,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12781,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12782,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
12783,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
12784,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12785,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
12786,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
12787,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12788,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
12789,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
12790,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
12791,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
12792,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12793,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
12794,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
12795,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12796,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
12797,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
12798,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12799,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
12800,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
12801,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12802,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
12803,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12804,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
12805,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
12806,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
12807,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
12808,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
12809,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
12810,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
12811,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
12812,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12813,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12814,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
12815,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
12816,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
12817,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
12818,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
12819,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
12820,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
12821,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
12822,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
12823,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
12824,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
12825,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
12826,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
12827,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
12828,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
12829,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Built-up
12830,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
12831,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
12832,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12833,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
12834,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12835,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
12836,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
12837,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
12838,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
12839,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
12840,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
12841,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
12842,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
12843,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
12844,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
12845,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
12846,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
12847,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
12848,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
12849,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
12850,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
12851,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
12852,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12853,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12854,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12855,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
12856,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
12857,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
12858,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
12859,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
12860,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
12861,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Bareland
12862,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
12863,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
12864,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
12865,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
12866,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
12867,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
