Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R
5887,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5888,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5889,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5890,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5891,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5892,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5893,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5894,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5895,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5896,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5897,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5898,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5899,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5900,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5901,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5902,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5903,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5904,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5905,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5906,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5907,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5908,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5909,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5910,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5911,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5912,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
5913,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5914,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5915,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5916,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5917,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
5918,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5919,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5920,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5921,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5922,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5923,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
5924,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5925,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5926,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5927,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5928,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5929,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5930,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5931,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5932,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
5933,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5934,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
5935,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
5936,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5937,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
5938,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
5939,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5940,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5941,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5942,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5943,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
5944,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
5945,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
5946,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
5947,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5948,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5949,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5950,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5951,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5952,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
5953,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5954,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5955,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5956,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5957,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
5958,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5959,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Wetland
5960,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Forest
5961,Wetland,NULL,Water,NULL,Water,Bareland,Water,NULL
5962,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
5963,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland,Water
5964,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
5965,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
5966,Wetland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
5967,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,NULL
5968,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5969,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
5970,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Water
5971,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
5972,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
5973,Wetland,NULL,Water,Non_Water,Water,Water,Water,Forest
5974,Wetland,NULL,Water,Water,Water,Wetland,NULL,Water
5975,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
5976,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
5977,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
5978,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
5979,Wetland,NULL,Water,Water,Water,Wetland,Forest,Wetland
5980,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
5981,Wetland,NULL,Water,Water,Water,Water,NULL,Water
5982,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
5983,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
5984,Wetland,NULL,Water,Water,Water,Water,Water,Water
5985,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5986,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5987,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
5988,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5989,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5990,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5991,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5992,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
5993,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5994,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
5995,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5996,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5997,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5998,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5999,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6000,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
6001,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6002,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6003,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
6004,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6005,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6006,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6007,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
6008,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
6009,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
6010,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6011,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6012,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6013,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6014,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
6015,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
6016,Wetland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
6017,Wetland,Cropland,Water,NULL,Water,Water,Water,Wetland
6018,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
6019,Wetland,Cropland,Water,Water,Water,Wetland,Water,Wetland
6020,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
6021,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6022,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6023,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6024,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6025,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6026,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6027,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
6028,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6029,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
6030,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6031,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6032,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6033,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
6034,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6035,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
6036,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6037,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6038,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6039,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6040,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6041,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6042,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
6043,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
6044,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6045,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6046,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6047,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6048,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6049,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6050,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
6051,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
6052,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6053,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6054,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6055,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6056,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
6057,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
6058,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6059,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
6060,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6061,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6062,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6063,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
6064,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6065,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
6066,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
6067,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
6068,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6069,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6070,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6071,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6072,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6073,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6074,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6075,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6076,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6077,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6078,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6079,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6080,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6081,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6082,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6083,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6084,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6085,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6086,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6087,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
6088,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
6089,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
6090,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
6091,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6092,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6093,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
6094,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
6095,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
6096,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6097,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6098,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6099,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6100,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
6101,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
6102,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Water
6103,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
6104,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
6105,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
6106,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
6107,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
6108,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
6109,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
6110,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6111,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6112,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
6113,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
6114,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
6115,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
6116,Wetland,Wetland,Water,Water,Water,Wetland,Water,Bareland
6117,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
6118,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
6119,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Wetland
6120,Wetland,Wetland,Water,Water,Water,Bareland,Water,Bareland
6121,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
6122,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
6123,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
6124,Wetland,Wetland,Water,Water,Water,Water,Water,Water
6125,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6126,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6127,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
6128,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6129,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6130,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
6131,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6132,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6133,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6134,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6135,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6136,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6137,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
6138,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6139,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6140,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6141,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6142,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6143,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6144,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6145,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6146,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6147,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6148,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
6149,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
6150,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Water
6151,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6152,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6153,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6154,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6155,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
6156,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6157,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6158,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6159,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
6160,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6161,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6162,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
6163,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6164,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6165,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6166,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6167,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
6168,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
6169,Wetland,Water,Water,NULL,Water,Water,Water,Water
6170,Wetland,Water,Water,NULL,Water,Water,Forest,Water
6171,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6172,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
6173,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
6174,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
6175,Wetland,Water,Water,Water,Water,Wetland,Water,Water
6176,Wetland,Water,Water,Water,Water,Bareland,Water,Water
6177,Wetland,Water,Water,Water,Water,Water,Water,Water
6178,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6179,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6180,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6181,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6182,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6183,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6184,Wetland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
6185,Wetland,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
6186,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6187,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6188,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
6189,Wetland,Forest,Water,NULL,Water,Wetland,Forest,Wetland
6190,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Water
6191,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
6192,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
6193,Wetland,Forest,Water,Water,Water,Wetland,Water,Forest
6194,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
6195,Wetland,Forest,Water,Water,Water,Water,Water,Water
6196,Wetland,Forest,Water,Water,Water,Water,Forest,Wetland
6197,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6198,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6199,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6200,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6201,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
6202,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6203,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6204,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6205,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6206,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6207,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6208,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6209,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6210,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6211,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6212,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6213,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6214,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6215,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6216,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6217,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6218,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6219,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6220,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6221,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6222,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6223,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6224,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6225,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6226,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6227,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6228,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6229,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6230,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6231,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
