Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDP_M_R
9631,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9632,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
9633,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9634,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9635,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
9636,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9637,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9638,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9639,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9640,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9641,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
9642,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
9643,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9644,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9645,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9646,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9647,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9648,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
9649,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9650,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9651,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
9652,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9653,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
9654,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
9655,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9656,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
9657,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
9658,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9659,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
9660,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
9661,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
9662,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9663,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
9664,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
9665,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9666,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9667,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9668,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
9669,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
9670,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9671,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
9672,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
9673,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
9674,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
9675,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9676,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
9677,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9678,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
9679,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9680,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9681,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
9682,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9683,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9684,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9685,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
9686,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
9687,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
9688,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9689,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
9690,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
9691,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
9692,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
9693,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
9694,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
9695,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
9696,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9697,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
9698,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
9699,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
9700,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
9701,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
9702,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9703,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9704,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9705,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
9706,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
9707,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
9708,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
9709,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
9710,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
9711,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
9712,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9713,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9714,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9715,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9716,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9717,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9718,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9719,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
9720,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9721,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9722,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9723,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9724,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9725,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9726,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9727,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9728,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9729,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
9730,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9731,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
9732,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9733,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9734,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9735,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
9736,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9737,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
9738,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
9739,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9740,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9741,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9742,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9743,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9744,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
9745,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
9746,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9747,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
9748,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Bareland
9749,Water,Water,Grassland,Water,Non_Wetland,Water,Built-up,Grassland
9750,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
9751,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
9752,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
9753,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9754,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9755,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9756,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9757,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9758,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9759,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9760,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9761,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9762,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9763,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9764,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9765,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
9766,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9767,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9768,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9769,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
9770,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9771,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9772,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9773,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9774,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9775,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9776,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9777,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9778,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9779,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9780,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
9781,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
9782,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9783,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9784,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9785,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9786,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9787,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
9788,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9789,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9790,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9791,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9792,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9793,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9794,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
9795,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9796,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9797,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9798,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9799,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9800,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9801,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9802,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9803,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9804,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
9805,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9806,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9807,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9808,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
9809,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
9810,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9811,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9812,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
9813,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9814,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
9815,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
9816,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9817,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9818,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9819,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
9820,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
9821,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
9822,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9823,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
9824,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9825,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9826,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
9827,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
9828,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
9829,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
9830,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9831,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
9832,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9833,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9834,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9835,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9836,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
9837,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9838,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9839,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9840,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9841,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9842,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9843,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9844,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
9845,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9846,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
9847,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Wetland,Grassland
9848,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
9849,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
9850,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9851,Water,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
9852,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
9853,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
9854,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
9855,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
9856,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
9857,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
9858,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
9859,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
9860,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
9861,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
9862,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
9863,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
9864,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9865,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
9866,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
9867,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
9868,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
9869,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
9870,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
9871,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
9872,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
9873,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
9874,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
9875,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
9876,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9877,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
9878,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9879,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9880,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9881,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9882,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9883,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9884,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9885,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
9886,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9887,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9888,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
9889,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
9890,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
9891,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9892,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9893,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
9894,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9895,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9896,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
9897,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9898,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
9899,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
9900,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
9901,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
9902,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
9903,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9904,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9905,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9906,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9907,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9908,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
9909,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9910,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9911,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9912,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9913,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
9914,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
9915,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9916,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9917,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9918,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9919,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
9920,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9921,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
9922,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9923,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9924,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
9925,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
9926,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
9927,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
9928,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
9929,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
9930,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,Water
9931,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
9932,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
9933,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
9934,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9935,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9936,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
9937,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
9938,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
9939,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
9940,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
9941,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9942,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
9943,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9944,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9945,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
9946,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9947,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9948,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9949,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9950,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
9951,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
9952,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
9953,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
9954,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
9955,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
9956,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9957,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
9958,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9959,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
9960,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9961,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
9962,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
