Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LML_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LML_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LML_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LML_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LML_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LML_M_R
1327,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1328,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1329,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1330,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1331,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1332,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1333,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1334,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1335,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1336,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1338,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1339,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1340,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1341,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1342,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1343,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1344,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1345,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1346,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1347,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1348,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1349,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1353,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1354,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1355,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1356,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1357,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1359,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1360,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1361,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1362,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1363,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1365,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1366,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1367,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1368,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1369,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1370,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1372,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1373,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1375,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1376,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1377,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1378,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1379,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1380,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1381,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1382,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1383,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
1384,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1385,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1386,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
1387,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1388,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1389,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1390,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1391,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1392,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1393,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1394,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1395,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1396,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1397,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1398,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1399,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1400,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1401,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1402,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1403,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1404,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1405,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1406,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1407,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1408,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1409,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1410,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1411,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1412,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1413,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1414,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1415,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1416,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1417,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1418,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
1419,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1420,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1421,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1422,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1423,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1424,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1425,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1426,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1427,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1428,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1430,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1431,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1432,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1434,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1436,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1437,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1438,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1439,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1440,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1441,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1442,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1443,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1444,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1445,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1446,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1447,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1448,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1449,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1450,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1451,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1452,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1453,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1454,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1455,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1456,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1457,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1458,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1459,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1461,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1462,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1463,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1464,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1465,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1466,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1467,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1468,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1469,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1470,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1471,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1472,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1473,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1474,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1475,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1476,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1477,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1478,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1479,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1480,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1481,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1482,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1483,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1484,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1485,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
1486,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1487,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1488,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1489,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1490,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1491,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1492,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1493,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1494,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1495,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1496,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1497,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1498,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1499,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1500,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1501,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1502,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1504,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1505,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1507,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1508,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1509,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1510,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1511,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1512,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1513,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1514,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1515,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1516,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1517,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1518,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1520,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1521,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1522,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1523,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1524,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1525,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1526,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1528,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1529,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1531,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1532,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1533,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1534,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1535,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1536,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1537,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1538,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1539,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1540,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1542,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1543,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1544,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1545,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1546,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1547,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1548,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1549,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1550,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1551,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1552,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1553,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1554,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1555,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1556,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1557,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1558,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1559,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1560,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1561,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1562,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1563,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1564,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1565,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1566,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1567,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1568,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1569,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1570,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1571,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1572,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1573,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1574,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1575,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1576,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1577,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1578,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1579,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1580,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1581,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1582,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1583,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1584,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1585,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1586,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1587,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1588,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1590,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1591,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1592,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1593,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1597,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1598,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1599,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1601,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1602,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1603,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1604,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1605,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1606,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1608,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1609,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1610,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1611,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1612,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1613,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1614,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1615,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1616,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1617,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1618,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1619,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1620,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1621,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1622,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1623,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1624,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1625,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1626,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1627,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
1628,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1629,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1630,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1631,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1632,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
1633,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Forest
1634,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1635,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1636,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
1637,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
1638,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1639,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1640,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1641,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1642,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1643,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1644,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1645,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1646,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
1647,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
1648,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Forest
1649,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1650,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1651,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1652,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1653,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1654,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1655,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1656,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1657,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1658,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1659,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1660,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1661,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1662,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1663,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Bareland
1664,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
1665,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Bareland
1666,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1667,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1668,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
