Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGK_M_R
1262,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1263,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
1264,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1265,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1266,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
1267,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
1268,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1269,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1270,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1271,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1272,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1273,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
1274,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1275,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1276,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1277,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Forest
1278,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1279,Grassland,NULL,Water,NULL,Water,Grassland,Water,Water
1280,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
1281,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1282,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
1283,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1284,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1285,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1286,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1287,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1288,Grassland,NULL,Water,NULL,Water,Water,Grassland,Wetland
1289,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
1290,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
1291,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1292,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1293,Grassland,NULL,Water,NULL,Water,Water,Water,Bareland
1294,Grassland,NULL,Water,NULL,Water,Water,Water,Forest
1295,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Forest
1296,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1297,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1298,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
1299,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1300,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1301,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
1302,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
1303,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
1304,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1305,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1306,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1307,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
1308,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
1309,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1310,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1311,Grassland,NULL,Water,Water,Water,Grassland,Forest,Grassland
1312,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1313,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1314,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
1315,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Forest
1316,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1317,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
1318,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
1319,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
1320,Grassland,NULL,Water,Water,Water,Water,Grassland,Bareland
1321,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1322,Grassland,NULL,Water,Water,Water,Water,Grassland,Forest
1323,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1324,Grassland,NULL,Water,Water,Water,Water,Water,Bareland
1325,Grassland,NULL,Water,Water,Water,Water,Water,Water
1326,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1328,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1329,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1330,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1331,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1332,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1333,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1334,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1335,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1336,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1337,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1338,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1339,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1340,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1341,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1342,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1343,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1344,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1345,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1346,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1347,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1348,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1349,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1350,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1351,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1352,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1353,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1354,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1355,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1356,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1357,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1358,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1359,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1360,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1361,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1362,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1363,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1364,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1365,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1366,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1367,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1368,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1369,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1370,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1371,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1372,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1373,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1374,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1375,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1376,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1377,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1378,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1379,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1380,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1381,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1382,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
1383,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1384,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1385,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1386,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1387,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1388,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1389,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1390,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1391,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1392,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1393,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Bareland
1394,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1395,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1396,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1397,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1398,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1399,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1400,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
1401,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1402,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1403,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1404,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Bareland
1405,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
1406,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1407,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1408,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
1409,Grassland,NULL,Forest,Water,Non_Wetland,Built-up,Water,Grassland
1410,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1411,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1412,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1413,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1414,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
1415,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1416,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1417,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1418,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1419,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1420,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1421,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1422,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1423,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1424,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1425,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1426,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1427,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1428,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1429,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1430,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1431,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1432,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1433,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1434,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1435,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1436,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
1438,Grassland,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
1439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1444,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1445,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1446,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1447,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1448,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1449,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1450,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1451,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1452,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1453,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1454,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1455,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1456,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1457,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1462,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1463,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1464,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1465,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1466,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1467,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1468,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1469,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1470,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1471,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1472,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1473,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1474,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1475,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1476,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1477,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
1478,Grassland,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Water
1479,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1480,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1481,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1482,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1483,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1484,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1485,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1486,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1487,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1488,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1489,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1490,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1491,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1492,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1493,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1494,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1495,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1496,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1497,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1498,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1499,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1500,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1501,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1502,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1503,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1504,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1505,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1506,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1507,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1508,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1509,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1510,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1511,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1512,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1513,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1514,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1515,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1516,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1517,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1518,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1519,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1520,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1521,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1522,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1523,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1524,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1525,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1526,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
1527,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1528,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1529,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1530,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1531,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1532,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1533,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1534,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Water,Grassland
1535,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1536,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1537,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1538,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1539,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1540,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1541,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1542,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1543,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1544,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Water
1545,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1546,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1547,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1548,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1549,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1550,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1551,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1552,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1553,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1554,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1555,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1556,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1557,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1558,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1559,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1560,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1561,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1562,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
