Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLM_M_R
2981,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2982,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2983,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
2984,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2985,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2986,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2987,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2988,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2989,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2990,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2991,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2992,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2993,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2994,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2995,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2996,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
2997,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
2998,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
2999,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3000,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3001,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3002,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3003,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
3004,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3005,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3006,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3007,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
3008,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
3009,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
3010,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3011,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3012,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3013,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3014,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3015,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3016,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3017,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3018,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3019,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3020,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3021,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3022,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3023,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3024,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3025,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3026,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3027,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3028,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3029,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3030,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3031,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
3032,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3033,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3034,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3035,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3036,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3037,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3038,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3039,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3040,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3041,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3042,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
3043,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
3044,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3045,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3046,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
3047,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
3048,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
3049,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3050,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
3051,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3052,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3053,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3054,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3055,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3056,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
3057,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
3058,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
3059,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
3060,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3061,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3062,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3063,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3064,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3065,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3066,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3067,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3068,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3069,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3070,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
3071,Grassland,Wetland,Water,NULL,Water,Wetland,NULL,Grassland
3072,Grassland,Wetland,Water,NULL,Water,Wetland,NULL,Forest
3073,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
3074,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
3075,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3076,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3077,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Forest
3078,Grassland,Wetland,Water,NULL,Water,Bareland,NULL,Grassland
3079,Grassland,Wetland,Water,NULL,Water,Water,NULL,Grassland
3080,Grassland,Wetland,Water,NULL,Water,Water,NULL,Water
3081,Grassland,Wetland,Water,NULL,Water,Water,NULL,Forest
3082,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
3083,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
3084,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
3085,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Grassland
3086,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
3087,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
3088,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
3089,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
3090,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
3091,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
3092,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3093,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3094,Grassland,Wetland,Water,Non_Water,Water,Bareland,NULL,Forest
3095,Grassland,Wetland,Water,Non_Water,Water,Water,NULL,Grassland
3096,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
3097,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
3098,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
3099,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Grassland
3100,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
3101,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Water
3102,Grassland,Wetland,Water,Water,Water,Wetland,NULL,Forest
3103,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
3104,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Forest
3105,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3106,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3107,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
3108,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
3109,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
3110,Grassland,Wetland,Water,Water,Water,Water,NULL,Grassland
3111,Grassland,Wetland,Water,Water,Water,Water,NULL,Wetland
3112,Grassland,Wetland,Water,Water,Water,Water,NULL,Forest
3113,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3114,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
3115,Grassland,Wetland,Water,Water,Water,Water,Wetland,Forest
3116,Grassland,Wetland,Water,Water,Water,Water,Water,Water
3117,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3118,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3119,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3120,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3121,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3122,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3123,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3124,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3125,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3126,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3127,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3128,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3129,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3130,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3131,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3132,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3133,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3134,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3135,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3136,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3137,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3138,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3139,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3140,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3141,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3142,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3143,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3144,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3145,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3146,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3147,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3148,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3149,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3150,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3151,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3152,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
3153,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3154,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3155,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3156,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3157,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3158,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3159,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3160,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3161,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3162,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3163,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3164,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3165,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3166,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3167,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3168,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3169,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3170,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3171,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3172,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3173,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3174,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3175,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3176,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3177,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3178,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3179,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3180,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3181,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3182,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3183,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3184,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3185,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3186,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3187,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3188,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3189,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3190,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3191,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3192,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3193,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3194,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3195,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3196,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3197,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3198,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3199,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3200,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3201,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3202,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3203,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3204,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3205,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3206,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3207,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3208,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3209,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3210,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3211,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3212,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3213,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3214,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3215,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3216,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3217,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3218,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3219,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3220,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3221,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3222,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3223,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3224,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3225,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3226,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3227,Grassland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
3228,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3229,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3230,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3231,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3232,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3233,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,Bareland
3234,Grassland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3235,Grassland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
3236,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3237,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3238,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3239,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3240,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3241,Grassland,Water,Wetland,NULL,Wetland,Water,NULL,Water
3242,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3243,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3244,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3245,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3246,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3247,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3248,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3249,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3250,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3251,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3252,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3253,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3254,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3255,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3256,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3257,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
3258,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3259,Grassland,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
3260,Grassland,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
3261,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3262,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3263,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3264,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3265,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
3266,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
3267,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
3268,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
3269,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
3270,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3271,Grassland,Water,Water,NULL,Water,Grassland,Wetland,Forest
3272,Grassland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3273,Grassland,Water,Water,NULL,Water,Wetland,Grassland,Forest
3274,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3275,Grassland,Water,Water,NULL,Water,Wetland,Water,Forest
3276,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3277,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Forest
3278,Grassland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3279,Grassland,Water,Water,NULL,Water,Water,NULL,Wetland
3280,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3281,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Forest
3282,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
3283,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
3284,Grassland,Water,Water,Water,Water,NULL,NULL,Water
3285,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
3286,Grassland,Water,Water,Water,Water,Grassland,Grassland,Grassland
3287,Grassland,Water,Water,Water,Water,Grassland,Wetland,Forest
3288,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
3289,Grassland,Water,Water,Water,Water,Wetland,NULL,Water
3290,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
3291,Grassland,Water,Water,Water,Water,Wetland,Water,Forest
3292,Grassland,Water,Water,Water,Water,Water,Wetland,Grassland
