Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXT_M_R
9503,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
9504,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9505,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9506,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9507,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
9508,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9509,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9510,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9511,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9512,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9513,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9514,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9515,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9516,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9517,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9518,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9519,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9520,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9521,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9522,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9523,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9524,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9525,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9526,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9527,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9528,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9529,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9530,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9531,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9532,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9533,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9534,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
9535,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9536,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9537,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
9538,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9539,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9540,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9541,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9542,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9543,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9544,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9545,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9546,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9547,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
9548,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
9549,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9550,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9551,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
9552,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9553,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9554,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9555,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
9556,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9557,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9558,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9559,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9560,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9561,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9562,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
9563,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
9564,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9565,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9566,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9567,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9568,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9569,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9570,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9571,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9572,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9573,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
9574,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9575,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
9576,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9577,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
9578,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
9579,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
9580,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,NULL
9581,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9582,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
9583,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9584,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9585,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
9586,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
9587,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9588,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9589,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
9590,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
9591,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9592,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
9593,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
9594,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
9595,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9596,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9597,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9598,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9599,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Water
9600,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9601,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9602,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9603,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9604,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
9605,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
9606,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9607,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
9608,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
9609,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
9610,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
9611,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
9612,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9613,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Forest
9614,Water,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9615,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
9616,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
9617,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
9618,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
9619,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
9620,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
9621,Water,Cropland,Wetland,Water,Wetland,Water,Water,Forest
9622,Water,Cropland,Wetland,Water,Wetland,Water,Forest,Water
9623,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9624,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
9625,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9626,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9627,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
9628,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
9629,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
9630,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Water
9631,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
9632,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Water
9633,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
9634,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
9635,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
9636,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
9637,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9638,Water,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Water
9639,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
9640,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
9641,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
9642,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
9643,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
9644,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
9645,Water,Cropland,Water,NULL,Water,NULL,Grassland,Water
9646,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
9647,Water,Cropland,Water,NULL,Water,NULL,Water,Water
9648,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
9649,Water,Cropland,Water,NULL,Water,Grassland,NULL,Water
9650,Water,Cropland,Water,NULL,Water,Grassland,NULL,Forest
9651,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
9652,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
9653,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
9654,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
9655,Water,Cropland,Water,NULL,Water,Grassland,Wetland,Bareland
9656,Water,Cropland,Water,NULL,Water,Grassland,Water,Water
9657,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
9658,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
9659,Water,Cropland,Water,NULL,Water,Bareland,NULL,Forest
9660,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
9661,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
9662,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
9663,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
9664,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
9665,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
9666,Water,Cropland,Water,NULL,Water,Bareland,Water,Forest
9667,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
9668,Water,Cropland,Water,NULL,Water,Water,NULL,Water
9669,Water,Cropland,Water,NULL,Water,Water,NULL,Forest
9670,Water,Cropland,Water,NULL,Water,Water,Grassland,Wetland
9671,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
9672,Water,Cropland,Water,NULL,Water,Water,Wetland,Water
9673,Water,Cropland,Water,NULL,Water,Water,Wetland,Forest
9674,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
9675,Water,Cropland,Water,NULL,Water,Water,Water,Bareland
9676,Water,Cropland,Water,NULL,Water,Water,Water,Water
9677,Water,Cropland,Water,NULL,Water,Forest,Water,Water
9678,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
9679,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
9680,Water,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
9681,Water,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
9682,Water,Cropland,Water,Non_Water,Water,NULL,Water,Water
9683,Water,Cropland,Water,Non_Water,Water,Grassland,NULL,Wetland
9684,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Wetland
9685,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
9686,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Water
9687,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Water
9688,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
9689,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
9690,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
9691,Water,Cropland,Water,Non_Water,Water,Forest,Wetland,Wetland
9692,Water,Cropland,Water,Water,Water,NULL,Grassland,Water
9693,Water,Cropland,Water,Water,Water,NULL,Wetland,Water
9694,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
9695,Water,Cropland,Water,Water,Water,NULL,Water,Water
9696,Water,Cropland,Water,Water,Water,Grassland,NULL,Water
9697,Water,Cropland,Water,Water,Water,Grassland,Grassland,Water
9698,Water,Cropland,Water,Water,Water,Grassland,Grassland,Forest
9699,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
9700,Water,Cropland,Water,Water,Water,Grassland,Water,Wetland
9701,Water,Cropland,Water,Water,Water,Grassland,Water,Water
9702,Water,Cropland,Water,Water,Water,Wetland,NULL,Water
9703,Water,Cropland,Water,Water,Water,Bareland,NULL,Wetland
9704,Water,Cropland,Water,Water,Water,Bareland,NULL,Forest
9705,Water,Cropland,Water,Water,Water,Bareland,Grassland,Water
9706,Water,Cropland,Water,Water,Water,Bareland,Water,Wetland
9707,Water,Cropland,Water,Water,Water,Bareland,Water,Water
9708,Water,Cropland,Water,Water,Water,Water,NULL,Wetland
9709,Water,Cropland,Water,Water,Water,Water,NULL,Water
9710,Water,Cropland,Water,Water,Water,Water,Grassland,Water
9711,Water,Cropland,Water,Water,Water,Water,Water,Grassland
9712,Water,Cropland,Water,Water,Water,Water,Water,Wetland
9713,Water,Cropland,Water,Water,Water,Water,Water,Water
9714,Water,Cropland,Water,Water,Water,Water,Forest,Water
9715,Water,Cropland,Water,Water,Water,Forest,Water,Water
9716,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9717,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9718,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9719,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
9720,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9721,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9722,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9723,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9724,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9725,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9726,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9727,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9728,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9729,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
9730,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9731,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9732,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9733,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9734,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9735,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9736,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9737,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9738,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9739,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9740,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9741,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9742,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9743,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9744,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9745,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9746,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9747,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
9748,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9749,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9750,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
9751,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9752,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9753,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9754,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9755,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9756,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9757,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9758,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9759,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9760,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9761,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9762,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9763,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9764,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9765,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
9766,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9767,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9768,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9769,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
9770,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
9771,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9772,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9773,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
9774,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
9775,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9776,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
9777,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9778,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
9779,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
9780,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9781,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Water
9782,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9783,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9784,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
9785,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
9786,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9787,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9788,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
9789,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9790,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9791,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
9792,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9793,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
9794,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9795,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
9796,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
9797,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
9798,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9799,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9800,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9801,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9802,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
9803,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9804,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9805,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
9806,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9807,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9808,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
9809,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9810,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9811,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9812,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
9813,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9814,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9815,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9816,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9817,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9818,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9819,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
9820,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9821,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9822,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
9823,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
9824,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9825,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
9826,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
9827,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
9828,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
9829,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
9830,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
9831,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
9832,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
9833,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9834,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9835,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
9836,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
9837,Water,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
9838,Water,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Forest
9839,Water,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
