Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMP_M_R
1700,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1701,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1702,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1703,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1704,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1705,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1706,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1707,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1708,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1709,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1710,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1711,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1712,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1713,NULL,Forest,Wetland,NULL,NULL,NULL,NULL,Forest
1714,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1715,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1716,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1717,NULL,Forest,Wetland,NULL,Wetland,Built-up,NULL,Forest
1718,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1719,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1720,NULL,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1721,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1722,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1723,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1724,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1725,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1726,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1727,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1728,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1729,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1730,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1731,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1732,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1733,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1734,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1735,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1736,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1737,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1738,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1739,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1740,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1741,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1742,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1743,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1744,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1745,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1746,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
1747,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1748,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1749,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1750,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1751,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
1752,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1753,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1754,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1755,NULL,Forest,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1756,NULL,Forest,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Forest
1757,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1758,NULL,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
1759,NULL,Forest,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1760,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
1761,NULL,Forest,Water,Water,NULL,NULL,Water,Water
1762,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1763,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1764,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1765,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1766,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1767,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1768,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1769,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1770,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1771,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1772,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1773,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1774,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1775,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1776,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1777,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1778,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1779,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1780,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1781,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
1782,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1783,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1784,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1785,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
1786,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1787,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1788,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1789,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1790,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1791,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1792,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1793,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1794,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1795,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1796,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1797,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1798,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
1799,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1800,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1801,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1802,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1803,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1804,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1805,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1806,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1807,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1808,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1809,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1810,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1811,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1812,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1813,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1814,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1815,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1816,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1817,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1818,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1819,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1820,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1821,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1822,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1823,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1824,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1825,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1826,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1827,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1828,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1829,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1830,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1831,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1832,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1833,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1834,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1835,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1836,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1837,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1838,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1839,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1840,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1841,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1842,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1843,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1844,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
1845,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1846,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1847,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
1848,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1849,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1850,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1851,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1852,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1853,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1854,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1855,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1856,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1857,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1858,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1859,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1860,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1861,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1862,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1863,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1864,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1865,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
1866,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1867,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1868,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1869,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1870,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1881,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1882,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1883,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1884,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1885,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1886,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1887,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1888,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1889,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1890,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1891,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1892,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1893,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1894,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1895,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1896,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1897,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1898,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1899,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1900,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1901,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1902,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1903,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1904,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1905,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1906,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1907,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1908,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1909,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1910,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1911,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1912,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1913,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1914,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1915,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1916,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1917,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1918,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1919,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1920,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
1921,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1922,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1923,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1924,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1926,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1927,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1928,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1929,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1930,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
1931,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1932,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1933,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1934,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1935,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1936,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1937,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1938,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1939,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1940,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1941,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1942,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1943,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1944,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1945,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1946,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1947,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1948,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1949,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1950,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1951,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1952,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1953,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1954,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1955,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
1956,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1957,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1958,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1959,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1960,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1961,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1962,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1963,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1964,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1965,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1966,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
1967,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1968,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1969,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1970,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1971,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1972,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1973,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1974,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1975,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1976,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1977,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1978,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1979,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1980,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1981,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1982,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1983,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1984,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1985,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1986,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1987,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1988,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1989,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1990,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1991,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1992,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1993,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1994,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1995,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1996,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1997,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1998,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1999,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2000,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2001,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2002,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2003,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2004,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2005,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2006,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2007,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2008,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2009,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2010,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2011,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2012,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2013,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2014,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2015,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2016,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2017,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2018,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2019,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2020,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2021,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2022,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
