Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R
2313,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2314,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2315,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2316,Forest,Built-up,Water,NULL,Water,NULL,Grassland
2317,Forest,Built-up,Water,Water,Water,NULL,Grassland
2318,Forest,Built-up,Water,Water,Water,NULL,Wetland
2319,Forest,Built-up,Water,Water,Water,NULL,Forest
2320,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL
2321,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2322,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
2323,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
2324,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2325,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
2326,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
2327,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
2328,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Forest
2329,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
2330,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2331,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
2332,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2333,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2334,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2335,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2336,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2337,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
2338,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2339,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL
2340,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
2341,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
2342,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
2343,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
2344,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
2345,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
2346,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2347,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
2348,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2349,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
2350,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
2351,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
2352,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland
2353,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
2354,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
2355,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2356,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water
2357,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2358,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
2359,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest
2360,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
2361,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
2362,Forest,Water,Wetland,NULL,Wetland,NULL,Water
2363,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
2364,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2365,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2366,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland
2367,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
2368,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
2369,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
2370,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
2371,Forest,Water,Wetland,Water,Wetland,NULL,Water
2372,Forest,Water,Wetland,Water,Wetland,NULL,Forest
2373,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
2374,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water
2375,Forest,Water,Water,NULL,Water,NULL,Grassland
2376,Forest,Water,Water,NULL,Water,NULL,Wetland
2377,Forest,Water,Water,NULL,Water,NULL,Water
2378,Forest,Water,Water,NULL,Water,NULL,Forest
2379,Forest,Water,Water,Non_Water,Water,NULL,Grassland
2380,Forest,Water,Water,Non_Water,Water,NULL,Wetland
2381,Forest,Water,Water,Non_Water,Water,NULL,Water
2382,Forest,Water,Water,Non_Water,Water,NULL,Forest
2383,Forest,Water,Water,Water,Water,NULL,Grassland
2384,Forest,Water,Water,Water,Water,NULL,Wetland
2385,Forest,Water,Water,Water,Water,NULL,Water
2386,Forest,Water,Water,Water,Water,NULL,Forest
2387,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL
2388,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2389,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2390,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2391,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
2392,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
2393,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2394,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2395,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2396,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2397,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
2398,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
2399,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland
2400,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
2401,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
2402,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL
2403,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
2404,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2405,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
2406,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
2407,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2408,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
2409,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
2410,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
2411,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2412,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2413,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2414,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2415,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
2416,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2417,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL
2418,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2419,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
2420,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water
2421,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
2422,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
2423,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2424,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
2425,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water
2426,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2427,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
2428,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2429,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2430,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water
2431,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
2432,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2433,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
2434,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water
2435,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2436,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
2437,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2438,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2439,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2440,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2441,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2442,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
2443,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
2444,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
2445,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
2446,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
2447,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
2448,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL
2449,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2450,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
2451,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
2452,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2453,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
2454,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
2455,Forest,Forest,Wetland,Water,Wetland,NULL,Water
2456,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
2457,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL
2458,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
2459,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2460,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2461,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
2462,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest
2463,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL
2464,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2465,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2466,Forest,Forest,Water,NULL,Water,NULL,Grassland
2467,Forest,Forest,Water,NULL,Water,NULL,Water
2468,Forest,Forest,Water,NULL,Water,NULL,Forest
2469,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
2470,Forest,Forest,Water,Non_Water,Water,NULL,Wetland
2471,Forest,Forest,Water,Non_Water,Water,NULL,Water
2472,Forest,Forest,Water,Non_Water,Water,NULL,Forest
2473,Forest,Forest,Water,Water,Water,NULL,Grassland
2474,Forest,Forest,Water,Water,Water,NULL,Wetland
2475,Forest,Forest,Water,Water,Water,NULL,Water
2476,Forest,Forest,Water,Water,Water,NULL,Forest
2477,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2478,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2479,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2480,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2481,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
2482,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2483,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL
2484,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2485,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
2486,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
2487,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2488,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL
2489,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2490,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland
2491,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
2492,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
