Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R
12144,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
12145,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
12146,Water,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Cropland
12147,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
12148,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
12149,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
12150,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
12151,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
12152,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Water
12153,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
12154,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12155,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
12156,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
12157,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
12158,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12159,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
12160,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
12161,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12162,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12163,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
12164,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12165,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
12166,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
12167,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
12168,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
12169,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
12170,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Water
12171,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
12172,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Water
12173,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
12174,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
12175,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Cropland
12176,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
12177,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
12178,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
12179,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12180,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
12181,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
12182,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12183,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12184,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
12185,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12186,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12187,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12188,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
12189,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
12190,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
12191,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
12192,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
12193,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
12194,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
12195,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12196,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
12197,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
12198,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12199,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
12200,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12201,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12202,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
12203,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12204,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
12205,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12206,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
12207,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12208,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
12209,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12210,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12211,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
12212,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
12213,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
12214,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
12215,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
12216,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12217,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
12218,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
12219,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
12220,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
12221,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
12222,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
12223,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
12224,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
12225,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
12226,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Cropland
12227,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
12228,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Forest
12229,Water,Cropland,Wetland,Water,Wetland,NULL,Water,NULL
12230,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
12231,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
12232,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
12233,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
12234,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
12235,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
12236,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Cropland
12237,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
12238,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
12239,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Forest
12240,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
12241,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Cropland
12242,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
12243,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,NULL
12244,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
12245,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
12246,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12247,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
12248,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
12249,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
12250,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Cropland
12251,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
12252,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
12253,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
12254,Water,Cropland,Wetland,Water,Wetland,Wetland,Forest,Water
12255,Water,Cropland,Wetland,Water,Wetland,Wetland,Forest,Forest
12256,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Grassland
12257,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Wetland
12258,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
12259,Water,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Water
12260,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
12261,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Cropland
12262,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
12263,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Forest
12264,Water,Cropland,Wetland,Water,Wetland,Built-up,Built-up,Water
12265,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
12266,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
12267,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
12268,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Forest
12269,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
12270,Water,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
12271,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
12272,Water,Cropland,Wetland,Water,Wetland,Water,Water,Forest
12273,Water,Cropland,Wetland,Water,Wetland,Water,Forest,Water
12274,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
12275,Water,Cropland,Wetland,Water,Wetland,Forest,Wetland,Water
12276,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Water
12277,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Forest
12278,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12279,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12280,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
12281,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12282,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
12283,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12284,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
12285,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
12286,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12287,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
12288,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
12289,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12290,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12291,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12292,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
12293,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
12294,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Cropland
12295,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
12296,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
12297,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
12298,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12299,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
12300,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
12301,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12302,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
12303,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12304,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12305,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12306,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
12307,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12308,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12309,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
12310,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
12311,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Forest
12312,Water,Cropland,Bareland,Water,Non_Wetland,Cropland,Water,Cropland
12313,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
12314,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
12315,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
12316,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,NULL,Water
12317,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
12318,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
12319,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
12320,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12321,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12322,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
12323,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
12324,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
12325,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
12326,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
12327,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
12328,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
12329,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
12330,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
12331,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12332,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
12333,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12334,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12335,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
12336,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12337,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
12338,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
12339,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
12340,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12341,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12342,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12343,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12344,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12345,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
12346,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12347,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12348,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12349,Water,Cropland,Built-up,NULL,Non_Wetland,Forest,Wetland,Water
12350,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
12351,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
12352,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12353,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12354,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
12355,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
12356,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
12357,Water,Cropland,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
12358,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
12359,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
12360,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
12361,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
12362,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
12363,Water,Cropland,Water,NULL,Water,NULL,Grassland,Cropland
12364,Water,Cropland,Water,NULL,Water,NULL,Grassland,Water
12365,Water,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
12366,Water,Cropland,Water,NULL,Water,NULL,Wetland,Cropland
12367,Water,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
12368,Water,Cropland,Water,NULL,Water,NULL,Wetland,Water
12369,Water,Cropland,Water,NULL,Water,NULL,Wetland,Forest
12370,Water,Cropland,Water,NULL,Water,NULL,Bareland,Water
12371,Water,Cropland,Water,NULL,Water,NULL,Built-up,Bareland
12372,Water,Cropland,Water,NULL,Water,NULL,Built-up,Water
12373,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
12374,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
12375,Water,Cropland,Water,NULL,Water,NULL,Water,Water
12376,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
12377,Water,Cropland,Water,NULL,Water,NULL,Forest,Grassland
12378,Water,Cropland,Water,NULL,Water,NULL,Forest,Cropland
12379,Water,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
12380,Water,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
12381,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
12382,Water,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
12383,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
12384,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
12385,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Cropland
12386,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
12387,Water,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
12388,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
12389,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
12390,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Water
12391,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
12392,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
12393,Water,Cropland,Water,NULL,Water,Wetland,Water,Cropland
12394,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
12395,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
12396,Water,Cropland,Water,NULL,Water,Wetland,Water,Forest
12397,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
12398,Water,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
12399,Water,Cropland,Water,NULL,Water,Bareland,NULL,Water
12400,Water,Cropland,Water,NULL,Water,Bareland,NULL,Forest
12401,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
12402,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Bareland
12403,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Water
12404,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Forest
12405,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
12406,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Water
12407,Water,Cropland,Water,NULL,Water,Bareland,Built-up,Water
12408,Water,Cropland,Water,NULL,Water,Bareland,Built-up,Forest
12409,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
12410,Water,Cropland,Water,NULL,Water,Bareland,Water,Wetland
12411,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
12412,Water,Cropland,Water,NULL,Water,Bareland,Water,Forest
12413,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Built-up
12414,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Water
12415,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Forest
12416,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
12417,Water,Cropland,Water,NULL,Water,Water,NULL,Cropland
12418,Water,Cropland,Water,NULL,Water,Water,NULL,Water
12419,Water,Cropland,Water,NULL,Water,Water,Grassland,Built-up
12420,Water,Cropland,Water,NULL,Water,Water,Wetland,Grassland
12421,Water,Cropland,Water,NULL,Water,Water,Wetland,Water
12422,Water,Cropland,Water,NULL,Water,Water,Wetland,Forest
12423,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
12424,Water,Cropland,Water,NULL,Water,Water,Water,Water
12425,Water,Cropland,Water,NULL,Water,Water,Water,Forest
12426,Water,Cropland,Water,NULL,Water,Water,Forest,Water
12427,Water,Cropland,Water,NULL,Water,Forest,NULL,Forest
12428,Water,Cropland,Water,NULL,Water,Forest,Water,Forest
12429,Water,Cropland,Water,NULL,Water,Forest,Forest,Forest
12430,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
12431,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
12432,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
12433,Water,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
12434,Water,Cropland,Water,Non_Water,Water,NULL,Wetland,Water
12435,Water,Cropland,Water,Non_Water,Water,NULL,Water,Water
12436,Water,Cropland,Water,Non_Water,Water,Cropland,Wetland,Grassland
12437,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
12438,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Cropland
12439,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
12440,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
12441,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
12442,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Cropland
12443,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
12444,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Water
12445,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
12446,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
12447,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Cropland
12448,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
12449,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Water
12450,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Forest
12451,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Grassland
12452,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Water
12453,Water,Cropland,Water,Non_Water,Water,Bareland,Wetland,Water
12454,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
12455,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Water
12456,Water,Cropland,Water,Non_Water,Water,Water,NULL,Water
12457,Water,Cropland,Water,Non_Water,Water,Water,NULL,Forest
12458,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Water
12459,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
12460,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
12461,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
12462,Water,Cropland,Water,Non_Water,Water,Forest,NULL,Forest
12463,Water,Cropland,Water,Non_Water,Water,Forest,Wetland,Forest
12464,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
12465,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
12466,Water,Cropland,Water,Water,Water,NULL,NULL,Water
12467,Water,Cropland,Water,Water,Water,NULL,Grassland,Water
12468,Water,Cropland,Water,Water,Water,NULL,Wetland,Grassland
12469,Water,Cropland,Water,Water,Water,NULL,Wetland,Cropland
12470,Water,Cropland,Water,Water,Water,NULL,Wetland,Wetland
12471,Water,Cropland,Water,Water,Water,NULL,Wetland,Water
12472,Water,Cropland,Water,Water,Water,NULL,Wetland,Forest
12473,Water,Cropland,Water,Water,Water,NULL,Bareland,Forest
12474,Water,Cropland,Water,Water,Water,NULL,Built-up,Water
12475,Water,Cropland,Water,Water,Water,NULL,Built-up,Forest
