Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R
10863,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10864,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10865,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
10866,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10867,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10868,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10869,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10870,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10871,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10872,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10873,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10874,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
10875,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10876,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10877,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10878,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10879,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
10880,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10881,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10882,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
10883,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10884,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
10885,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Built-up
10886,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10887,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10888,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10889,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10890,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10891,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10892,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10893,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10894,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10895,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10896,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10897,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10898,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
10899,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
10900,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10901,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10902,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10903,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10904,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10905,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
10906,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10907,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10908,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
10909,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10910,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
10911,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10912,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
10913,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10914,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10915,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10916,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
10917,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10918,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10919,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10920,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10921,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
10922,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10923,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10924,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10925,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10926,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10927,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10928,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10929,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10930,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10931,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10934,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10935,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10936,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10937,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10938,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10939,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
10940,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10941,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10942,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10943,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10944,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10945,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10946,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10947,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10948,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10949,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10950,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10951,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
10953,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10954,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
10955,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10956,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10957,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10958,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10959,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10960,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10961,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
10962,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10963,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10964,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10965,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
10966,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10967,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10968,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
10969,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
10970,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10971,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10972,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10973,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10974,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
10975,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10976,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10977,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10978,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
10979,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
10980,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
10981,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
10982,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
10983,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10984,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10985,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10986,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10987,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10988,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10989,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10990,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10991,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
10992,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10993,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10994,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10995,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10998,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
10999,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11000,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11001,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11002,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11003,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11004,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11005,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11006,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11007,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11008,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11009,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11010,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11011,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11012,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11013,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
11014,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11015,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11016,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11017,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11018,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11019,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11020,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11021,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
11022,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
11024,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11025,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11026,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11027,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
11028,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11029,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11030,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
11031,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11032,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
11033,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11034,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11035,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11036,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11037,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
11038,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
11039,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11040,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11041,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11042,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11043,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11044,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
11045,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
11046,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
11047,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11048,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11049,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11050,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
11051,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11052,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11053,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11054,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
11055,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11056,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
11057,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11058,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11059,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
11060,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11061,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
11062,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11063,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
11064,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
11065,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11066,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11067,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11068,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
11069,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11070,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11071,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11072,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11073,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11074,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Built-up
11075,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
11076,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
11077,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11078,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Built-up,Water
11079,Bareland,Cropland,Wetland,Water,Wetland,NULL,Built-up,Water
11080,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11081,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11082,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11083,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11084,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11085,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
11086,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
11087,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11088,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11089,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11090,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11091,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11092,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11093,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11094,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11095,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11096,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11097,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11098,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11099,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11100,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
11101,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11102,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11103,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11104,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11105,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11106,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11107,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11108,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11109,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11110,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
11111,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
11112,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11113,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11114,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11115,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
11116,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11117,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11118,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11119,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11120,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11121,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11122,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11123,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
11124,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11125,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11126,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11127,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11128,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11129,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11130,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
11131,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11132,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11133,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11134,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11135,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11136,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
11137,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11138,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
11139,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11140,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
11141,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11142,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11143,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
11144,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
11145,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
11146,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11147,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11148,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11149,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11150,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
11151,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
11152,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
11153,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
11154,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
11155,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
11156,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
11157,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
11158,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
11159,Bareland,Cropland,Water,NULL,Water,Bareland,Built-up,Bareland
11160,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Water
11161,Bareland,Cropland,Water,NULL,Water,Forest,Water,Water
11162,Bareland,Cropland,Water,Non_Water,Water,Bareland,Bareland,Bareland
11163,Bareland,Cropland,Water,Water,Water,Bareland,NULL,Water
11164,Bareland,Cropland,Water,Water,Water,Bareland,Grassland,Water
11165,Bareland,Cropland,Water,Water,Water,Bareland,Water,Water
