Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFM_M_R
16591,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
16592,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
16593,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
16594,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
16595,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
16596,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
16597,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
16598,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
16599,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16600,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16601,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16602,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16603,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
16604,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16605,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16606,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16607,Water,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16608,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
16609,Water,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16610,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
16611,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16612,Water,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16613,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
16614,Water,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
16615,Water,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
16616,Water,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
16617,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
16618,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16619,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16620,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16621,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16622,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16623,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16624,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
16625,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
16626,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
16627,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
16628,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16629,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
16630,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
16631,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
16632,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16633,Water,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16634,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
16635,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
16636,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16637,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16638,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16639,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16640,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
16641,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16642,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16643,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16644,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
16645,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16646,Water,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
16647,Water,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Water
16648,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
16649,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
16650,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16651,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16652,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16653,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16654,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16655,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16656,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16657,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
16658,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
16659,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16660,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
16661,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
16662,Water,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16663,Water,Forest,Wetland,Water,Wetland,Shrubland,Forest,Wetland
16664,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
16665,Water,Forest,Wetland,Water,Wetland,Water,Shrubland,Grassland
16666,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
16667,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
16668,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
16669,Water,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
16670,Water,Forest,Wetland,Water,Wetland,Forest,Water,Water
16671,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Water
16672,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
16673,Water,Forest,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16674,Water,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
16675,Water,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
16676,Water,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
16677,Water,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
16678,Water,Forest,Water,NULL,Water,Shrubland,Water,Wetland
16679,Water,Forest,Water,NULL,Water,Shrubland,Water,Water
16680,Water,Forest,Water,NULL,Water,Shrubland,Water,Forest
16681,Water,Forest,Water,NULL,Water,Shrubland,Forest,Forest
16682,Water,Forest,Water,NULL,Water,Bareland,Shrubland,Wetland
16683,Water,Forest,Water,NULL,Water,Bareland,Shrubland,Water
16684,Water,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
16685,Water,Forest,Water,NULL,Water,Bareland,Water,Grassland
16686,Water,Forest,Water,NULL,Water,Bareland,Water,Wetland
16687,Water,Forest,Water,NULL,Water,Bareland,Forest,Wetland
16688,Water,Forest,Water,NULL,Water,Bareland,Forest,Water
16689,Water,Forest,Water,NULL,Water,Water,Shrubland,Wetland
16690,Water,Forest,Water,NULL,Water,Water,Shrubland,Water
16691,Water,Forest,Water,NULL,Water,Water,Shrubland,Forest
16692,Water,Forest,Water,NULL,Water,Water,Water,Water
16693,Water,Forest,Water,NULL,Water,Water,Forest,Forest
16694,Water,Forest,Water,NULL,Water,Forest,Water,Forest
16695,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
16696,Water,Forest,Water,Non_Water,Water,Shrubland,Water,Wetland
16697,Water,Forest,Water,Non_Water,Water,Bareland,Shrubland,Wetland
16698,Water,Forest,Water,Non_Water,Water,Bareland,Water,Wetland
16699,Water,Forest,Water,Non_Water,Water,Bareland,Water,Water
16700,Water,Forest,Water,Non_Water,Water,Water,Shrubland,Forest
16701,Water,Forest,Water,Non_Water,Water,Water,Water,Water
16702,Water,Forest,Water,Water,Water,Shrubland,Shrubland,Grassland
16703,Water,Forest,Water,Water,Water,Shrubland,Shrubland,Wetland
16704,Water,Forest,Water,Water,Water,Shrubland,Water,Wetland
16705,Water,Forest,Water,Water,Water,Shrubland,Water,Water
16706,Water,Forest,Water,Water,Water,Shrubland,Water,Forest
16707,Water,Forest,Water,Water,Water,Bareland,Shrubland,Wetland
16708,Water,Forest,Water,Water,Water,Bareland,Water,Wetland
16709,Water,Forest,Water,Water,Water,Bareland,Water,Forest
16710,Water,Forest,Water,Water,Water,Water,Shrubland,Grassland
16711,Water,Forest,Water,Water,Water,Water,Water,Wetland
16712,Water,Forest,Water,Water,Water,Water,Water,Water
16713,Water,Forest,Water,Water,Water,Water,Forest,Forest
16714,Water,Forest,Water,Water,Water,Forest,Shrubland,Forest
16715,Water,Forest,Water,Water,Water,Forest,Forest,Forest
16716,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16717,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16718,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16719,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16720,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Water
16721,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
16722,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
16723,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16724,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16725,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16726,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16727,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16728,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16729,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
16730,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16731,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
16732,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
16733,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
16734,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
16735,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
16736,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16737,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16738,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16739,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16740,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
16741,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
16742,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
16743,Water,Forest,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
16744,Water,Forest,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
16745,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Wetland
16746,Water,Forest,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
16747,Water,Forest,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
16748,Water,Forest,Forest,Water,Non_Wetland,Bareland,Water,Wetland
16749,Water,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
16750,Water,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
16751,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
16752,Water,Forest,Forest,Water,Non_Wetland,Forest,Grassland,Forest
16753,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16754,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
16755,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16756,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16757,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16758,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16759,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16760,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
16761,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16762,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16763,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
16764,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16765,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16766,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16767,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16768,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
16769,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16770,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16771,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16772,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
16773,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
16774,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16775,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16776,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16777,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
16778,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
16779,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
16780,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16781,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
16782,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
16783,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
16784,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
16785,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
16786,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
16787,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
16788,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
16789,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
16790,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
16791,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16792,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16793,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16794,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16795,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
16796,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
16797,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
16798,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16799,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16800,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16801,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16802,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16803,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16804,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
16805,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16806,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16807,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16808,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16809,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
16810,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
16811,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16812,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
16813,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16814,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16815,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Built-up
16816,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
16817,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
16818,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
16819,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16820,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
16821,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
16822,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16823,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16824,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16825,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
16826,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16827,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16828,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16829,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16830,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
16831,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16832,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16833,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16834,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16835,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
16836,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16837,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16838,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16839,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
16840,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16841,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
16842,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
16843,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
16844,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
16845,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16846,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
16847,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
16848,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16849,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
16850,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16851,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
16852,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
16853,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16854,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16855,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
16856,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
16857,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16858,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16859,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Wetland
16860,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
16861,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
16862,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
16863,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
16864,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
16865,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
16866,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16867,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
16868,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
16869,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16870,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16871,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
16872,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
16873,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
16874,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
16875,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
16876,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16877,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16878,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
16879,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16880,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
16881,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16882,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16883,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
16884,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16885,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
16886,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16887,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
16888,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16889,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
16890,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
16891,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16892,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16893,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16894,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16895,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16896,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16897,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
16898,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16899,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
16900,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
16901,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
16902,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16903,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
16904,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
16905,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
16906,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16907,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16908,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16909,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
16910,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
