Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUQ_M_R
2073,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2074,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2075,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2076,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2077,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2078,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2079,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2080,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2081,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2082,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2083,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2084,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2085,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2086,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2087,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2088,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2089,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2090,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2091,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2092,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2093,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2094,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2095,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2096,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2097,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2098,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2099,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2100,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2101,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2102,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2103,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2104,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2105,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2106,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2107,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2108,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2109,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2110,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2111,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2112,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2113,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2114,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2115,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2116,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2117,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2118,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2119,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2120,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2121,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2122,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2123,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2124,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2125,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2126,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2127,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2128,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2129,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2130,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2131,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2132,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2133,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2134,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2135,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2136,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2137,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2138,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2139,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2140,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2141,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2142,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2143,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2144,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2145,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2146,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2147,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2148,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2149,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2150,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2151,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2152,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2153,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2154,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2155,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2156,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2157,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2158,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2159,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2160,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2161,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2162,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2163,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2164,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2165,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2166,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2167,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2168,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2169,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2170,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2171,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2172,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2173,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2174,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2175,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2176,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2177,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2178,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2179,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2180,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2181,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2182,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2183,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2184,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2185,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2186,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2187,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2188,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2189,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2190,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2191,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2192,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2193,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2194,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2195,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2196,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2197,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2198,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2199,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2200,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2201,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2202,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2203,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2204,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2205,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2206,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2207,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2208,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2209,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2210,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2211,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2212,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2213,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2214,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2215,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2216,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2217,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2218,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2219,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2220,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2221,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2222,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2223,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2224,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2225,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2226,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2227,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2228,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2229,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2230,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2231,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2232,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2233,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2234,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2235,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2236,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2237,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2238,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2239,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2240,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2241,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2242,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2243,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2244,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2245,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2246,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2247,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2248,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2249,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2250,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2251,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2252,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2253,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2254,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2255,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2256,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2257,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2258,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2259,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2260,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2261,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2262,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2263,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2264,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2265,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2266,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2267,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2268,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2269,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2271,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2272,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2273,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2274,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2275,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2276,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2277,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2278,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2279,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2280,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2281,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2282,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2283,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2284,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2285,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2286,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2287,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2288,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2289,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2290,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2291,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
2292,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2293,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2294,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
2295,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2296,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2297,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2298,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2299,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2300,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2301,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2302,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2303,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2304,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2305,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2306,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2307,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2308,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2309,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2310,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2311,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2312,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2313,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2314,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2315,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2316,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2317,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2318,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2319,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2320,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2321,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2322,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2323,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2324,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2325,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2326,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2327,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2328,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2329,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2330,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2331,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2332,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2333,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2334,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
2335,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2336,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2337,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2338,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2339,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2340,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2341,Forest,Water,Water,Water,Water,NULL,NULL,Water
2342,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2343,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2344,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2345,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2346,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2347,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2348,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2349,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2350,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2351,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2352,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2353,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2354,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2355,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2356,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2357,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2358,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2359,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2360,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2361,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2362,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2363,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2364,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2365,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2366,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2367,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2368,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2369,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2370,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2371,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2372,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2373,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2374,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2375,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2376,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2377,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2378,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2383,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2384,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2385,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2386,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2387,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2388,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2389,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2390,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2391,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2392,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2393,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2394,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2395,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2396,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2397,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2398,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2399,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2400,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2401,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2402,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2403,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2404,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2405,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2406,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2407,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2408,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2409,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2410,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2411,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2412,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2413,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2414,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2415,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2416,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2417,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2418,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
