Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDD_M_R
1404,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1405,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
1406,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1407,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1408,Cropland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1409,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1410,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1411,Cropland,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
1412,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1413,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1414,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1415,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
1416,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1417,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1418,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1419,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1420,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1421,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1422,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1423,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1424,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1425,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1426,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1427,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1428,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1429,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1430,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1431,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1432,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1433,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1434,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1435,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1436,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1437,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1438,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1439,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1440,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1441,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1442,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1443,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1444,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1445,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1446,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1447,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1448,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1449,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1450,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1451,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1452,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1453,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1454,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1455,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1456,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1457,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1458,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1459,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1460,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1461,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1462,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1463,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1464,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1465,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1466,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1467,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1468,Cropland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1469,Cropland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1470,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1471,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1472,Cropland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1473,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1474,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1475,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1476,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1477,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1478,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1479,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1480,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1481,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1482,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1483,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1484,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1485,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1486,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1487,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1488,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1489,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1490,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1491,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1492,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1493,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1494,Cropland,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1495,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1496,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1497,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1498,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1499,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1500,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1501,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1502,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1503,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1504,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1505,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1506,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1507,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1508,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1509,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1510,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1511,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1512,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1513,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1514,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1515,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1516,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1517,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1518,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1519,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1520,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1521,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1522,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1523,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1524,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1525,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1526,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1527,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1528,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1529,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1530,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1531,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1532,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1533,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1534,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1535,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1536,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1537,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1538,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1539,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1540,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1541,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1542,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1543,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1544,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1545,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1546,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1547,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1548,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1549,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1550,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1551,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1552,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
1553,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1554,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1555,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1556,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1557,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1558,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1559,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1560,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1561,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1562,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1563,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1564,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1565,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1566,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1567,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1568,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1569,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1570,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1571,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1572,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1573,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1574,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1575,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1576,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1577,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1578,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1579,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1580,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1581,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1582,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
1583,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1584,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1585,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1586,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1587,Wetland,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
1588,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1589,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1590,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1591,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1592,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1593,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1594,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1595,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1596,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1597,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1598,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1599,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1600,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1601,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1602,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1603,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1604,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1605,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1606,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1607,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1608,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1609,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
1610,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
1611,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1612,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
1613,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
1614,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
1615,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1616,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1617,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1618,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1619,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1620,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
1621,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
1622,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1623,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1624,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1625,Wetland,NULL,Water,Water,Water,Water,Water,Water
1626,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1627,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1628,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1629,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1630,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1631,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1632,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1633,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1634,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1635,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1636,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1637,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1638,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1639,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1640,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1641,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1642,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1643,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1644,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1645,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1646,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1647,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1648,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1649,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1650,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1651,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1652,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1653,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1654,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1655,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1656,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1657,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1658,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1659,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1660,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1661,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1662,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1663,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1664,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1665,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1666,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1667,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1668,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1669,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1670,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1671,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
1672,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1673,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1674,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1675,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1676,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1677,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1678,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1679,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
1680,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
1681,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1682,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1683,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1684,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1685,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1686,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1687,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1688,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1689,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1690,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1691,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1692,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1693,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1694,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1695,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1696,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1697,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Water
1698,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1699,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1700,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
1701,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1702,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1703,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1704,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1705,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
1706,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
1707,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
1708,Wetland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1709,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
1710,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
1711,Wetland,Wetland,Water,Water,Water,Grassland,Water,Forest
1712,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1713,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1714,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1715,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1716,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1717,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1718,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1719,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1720,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1721,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1722,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1723,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1724,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
1725,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
1726,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1727,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1728,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
