Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHE_M_R
1271,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1272,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1273,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1274,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1275,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1276,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1277,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1278,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1279,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1280,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1281,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1282,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1283,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1284,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1285,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1286,Cropland,Forest,Wetland,NULL,NULL,Wetland,Bareland,NULL
1287,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1288,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
1289,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1290,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1291,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1292,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1293,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1294,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1295,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1296,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1297,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1298,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1299,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1300,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1301,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1302,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1303,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1304,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1305,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1306,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1307,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1308,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1309,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1310,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1311,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1312,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1313,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1314,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
1315,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1316,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
1317,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1318,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1319,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1320,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1321,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1322,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1323,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1324,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1325,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1326,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1327,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1328,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1329,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
1330,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1331,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1332,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1333,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1334,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1335,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1336,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
1337,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1338,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1339,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1340,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1341,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1342,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1343,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1344,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1345,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1346,Wetland,NULL,Wetland,NULL,NULL,Grassland,Wetland,NULL
1347,Wetland,NULL,Wetland,NULL,NULL,Grassland,Water,NULL
1348,Wetland,NULL,Wetland,NULL,NULL,Wetland,Grassland,NULL
1349,Wetland,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
1350,Wetland,NULL,Wetland,NULL,NULL,Wetland,Bareland,NULL
1351,Wetland,NULL,Wetland,NULL,NULL,Wetland,Water,NULL
1352,Wetland,NULL,Wetland,NULL,NULL,Bareland,Grassland,NULL
1353,Wetland,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
1354,Wetland,NULL,Wetland,NULL,NULL,Bareland,Bareland,NULL
1355,Wetland,NULL,Wetland,NULL,NULL,Bareland,Water,NULL
1356,Wetland,NULL,Wetland,NULL,NULL,Water,Wetland,NULL
1357,Wetland,NULL,Wetland,NULL,NULL,Water,Water,NULL
1358,Wetland,NULL,Wetland,NULL,NULL,Forest,Grassland,NULL
1359,Wetland,NULL,Wetland,NULL,NULL,Forest,Wetland,NULL
1360,Wetland,NULL,Wetland,NULL,NULL,Forest,Water,NULL
1361,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1362,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1363,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
1364,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1365,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1366,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1367,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1368,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1369,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1370,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1371,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1372,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1373,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1374,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1375,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1376,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1377,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1378,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1379,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1380,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1381,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
1382,Wetland,NULL,Wetland,NULL,Wetland,Built-up,Bareland,NULL
1383,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1384,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1385,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
1386,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1387,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
1388,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1389,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1390,Wetland,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
1391,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
1392,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1393,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1394,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1395,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1396,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1397,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1398,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1399,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
1400,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1401,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1402,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1403,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1404,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1405,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1406,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1407,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1408,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1409,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1410,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1411,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1412,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1413,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1414,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1415,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
1416,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest,Water,NULL
1417,Wetland,NULL,Water,NULL,NULL,NULL,Water,NULL
1418,Wetland,NULL,Water,NULL,NULL,Wetland,Water,NULL
1419,Wetland,NULL,Water,NULL,NULL,Water,Water,NULL
1420,Wetland,NULL,Water,NULL,NULL,Forest,Water,NULL
1421,Wetland,NULL,Water,NULL,Water,NULL,Wetland,NULL
1422,Wetland,NULL,Water,NULL,Water,NULL,Water,NULL
1423,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,NULL
1424,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1425,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
1426,Wetland,NULL,Water,NULL,Water,Bareland,Water,NULL
1427,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
1428,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
1429,Wetland,NULL,Water,NULL,Water,Forest,Wetland,NULL
1430,Wetland,NULL,Water,NULL,Water,Forest,Water,NULL
1431,Wetland,NULL,Water,NULL,Water,Forest,Forest,NULL
1432,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1433,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1434,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1435,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1436,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1437,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1438,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1439,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1440,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1441,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1442,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1443,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1444,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
1445,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1446,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1447,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1448,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1449,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1450,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
1451,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
1452,Wetland,Wetland,Wetland,NULL,NULL,Wetland,Water,NULL
1453,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1454,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1455,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1456,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1457,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1458,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1459,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1460,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1461,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1462,Wetland,Wetland,Water,NULL,NULL,Water,Water,NULL
1463,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
1464,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
1465,Wetland,Wetland,Water,NULL,Water,Forest,Water,NULL
1466,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1467,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1468,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1469,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1470,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1471,Wetland,Built-up,Wetland,NULL,Wetland,Water,Bareland,NULL
1472,Wetland,Built-up,Wetland,NULL,Wetland,Water,Forest,NULL
1473,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1474,Wetland,Built-up,Water,NULL,Water,Water,Bareland,NULL
1475,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1476,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
1477,Wetland,Water,Wetland,NULL,NULL,Wetland,Wetland,NULL
1478,Wetland,Water,Wetland,NULL,NULL,Wetland,Water,NULL
1479,Wetland,Water,Wetland,NULL,NULL,Water,Wetland,NULL
1480,Wetland,Water,Wetland,NULL,NULL,Water,Water,NULL
1481,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1482,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
1483,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1484,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1485,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1486,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1487,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1488,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
1489,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
1490,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,NULL
1491,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1492,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1493,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1494,Wetland,Water,Water,NULL,NULL,NULL,Water,NULL
1495,Wetland,Water,Water,NULL,NULL,Wetland,Water,NULL
1496,Wetland,Water,Water,NULL,NULL,Bareland,Water,NULL
1497,Wetland,Water,Water,NULL,NULL,Water,Wetland,NULL
1498,Wetland,Water,Water,NULL,NULL,Water,Water,NULL
1499,Wetland,Water,Water,NULL,Water,NULL,Wetland,NULL
1500,Wetland,Water,Water,NULL,Water,Wetland,Wetland,NULL
1501,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
1502,Wetland,Water,Water,NULL,Water,Water,Water,NULL
1503,Wetland,Water,Water,NULL,Water,Forest,Water,NULL
1504,Wetland,Forest,Wetland,NULL,NULL,Wetland,Water,NULL
1505,Wetland,Forest,Wetland,NULL,NULL,Water,Water,NULL
1506,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1507,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1508,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1509,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1510,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1511,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1512,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1513,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1514,Wetland,Forest,Water,NULL,NULL,Water,Water,NULL
1515,Wetland,Forest,Water,NULL,Water,Forest,Water,NULL
1516,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1517,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1518,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1519,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1520,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1521,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1522,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1523,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1524,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1525,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1526,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1527,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1528,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1529,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1530,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1531,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1532,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1533,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
1534,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1535,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Water,NULL
1536,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1537,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1538,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
1539,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1540,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1541,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1542,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1543,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1544,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1545,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1546,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1549,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1550,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1561,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1562,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1563,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1564,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1565,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1566,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1567,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1568,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1569,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
1570,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
1571,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1572,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1573,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1574,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1575,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1576,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1577,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1578,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1579,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1580,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1581,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1582,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1583,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1584,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
1585,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1586,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1587,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1588,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1589,Bareland,NULL,Wetland,NULL,NULL,NULL,NULL,NULL
1590,Bareland,NULL,Wetland,NULL,NULL,Grassland,Wetland,NULL
1591,Bareland,NULL,Wetland,NULL,NULL,Grassland,Water,NULL
1592,Bareland,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
1593,Bareland,NULL,Wetland,NULL,NULL,Wetland,Water,NULL
1594,Bareland,NULL,Wetland,NULL,NULL,Bareland,Grassland,NULL
1595,Bareland,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
1596,Bareland,NULL,Wetland,NULL,NULL,Bareland,Bareland,NULL
1597,Bareland,NULL,Wetland,NULL,NULL,Bareland,Built-up,NULL
1598,Bareland,NULL,Wetland,NULL,NULL,Bareland,Water,NULL
1599,Bareland,NULL,Wetland,NULL,NULL,Bareland,Forest,NULL
1600,Bareland,NULL,Wetland,NULL,NULL,Built-up,Water,NULL
1601,Bareland,NULL,Wetland,NULL,NULL,Water,NULL,NULL
1602,Bareland,NULL,Wetland,NULL,NULL,Water,Wetland,NULL
1603,Bareland,NULL,Wetland,NULL,NULL,Water,Bareland,NULL
1604,Bareland,NULL,Wetland,NULL,NULL,Water,Water,NULL
1605,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1606,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1607,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1608,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1609,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1610,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1611,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1612,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1613,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
