Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCE_M_R
1955,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1956,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1958,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1959,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1960,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1961,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1962,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1963,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1964,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1965,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1966,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1967,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1968,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1969,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1970,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1971,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1972,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1973,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1974,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1975,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1976,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1977,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1978,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1979,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1980,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1981,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1982,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1984,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1985,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1986,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1987,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1988,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1989,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1990,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1991,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1992,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1993,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1994,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1995,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1996,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1997,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1998,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1999,Forest,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2000,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2001,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2002,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2003,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2004,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2005,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2006,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2007,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2008,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2009,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2010,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2011,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2012,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2013,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2014,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2015,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2016,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2017,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2018,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2019,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2020,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2021,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2022,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2023,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2024,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2025,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2026,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2027,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2028,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2029,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2030,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2031,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2032,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2033,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2034,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2035,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2036,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2037,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2038,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2039,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2040,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2041,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2042,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2044,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2045,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2046,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2047,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2048,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2049,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2050,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2051,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2053,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2054,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2055,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2056,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2057,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2058,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2059,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2060,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2061,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2062,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2063,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2064,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2065,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2066,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2067,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2068,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2069,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2070,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2071,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2072,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2073,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2074,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2075,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2076,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2077,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2078,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
2079,Forest,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2080,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2081,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2082,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2083,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2084,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2085,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2086,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2087,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2088,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2089,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2090,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2091,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2092,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2093,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2094,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2095,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2096,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2097,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2098,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2099,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2100,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2101,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2102,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2103,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2104,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2105,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2106,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2107,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2108,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2109,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2110,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2111,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2112,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2113,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2114,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2115,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2116,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2117,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2118,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2119,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2120,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2121,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2122,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2123,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2124,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2125,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2126,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2127,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2128,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2129,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2130,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2131,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2132,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2133,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2134,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2135,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2136,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2137,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2138,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2139,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2140,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2141,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2142,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2143,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2144,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2145,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2146,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2147,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2148,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2149,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2150,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2151,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2152,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2153,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2154,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2155,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2156,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2157,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2158,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2159,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2160,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2161,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2162,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2163,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2164,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
2165,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2166,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2167,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2168,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2169,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2170,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2171,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2172,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2173,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2174,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2175,Forest,Water,Water,Water,Water,NULL,NULL,Water
2176,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2177,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2178,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2179,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2180,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2181,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2182,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2183,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2184,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2185,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2186,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2187,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2188,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2189,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2190,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2191,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2192,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2193,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2194,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2195,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2196,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2197,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2198,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2199,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2200,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2201,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2202,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2203,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2204,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2205,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2206,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2207,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2208,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2210,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2216,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2217,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2218,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2219,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2220,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2221,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2222,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2223,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2224,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2225,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2226,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2227,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2228,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2229,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2230,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2231,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2232,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2233,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2234,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2235,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2236,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2237,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2238,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2239,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2240,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2241,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2242,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2243,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2244,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2245,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2246,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2247,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2248,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2249,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2250,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2251,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2252,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2253,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2254,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2256,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2257,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2258,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2259,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2260,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2261,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2262,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2263,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2264,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2265,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
2266,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2267,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2268,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2269,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2271,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2272,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2273,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2274,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2275,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2276,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2277,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2278,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2279,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2280,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2281,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2282,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2283,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
