Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGM_M_R
1534,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1535,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1536,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1537,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1538,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1539,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1540,Cropland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1541,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1542,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1543,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1544,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
1545,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1546,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1547,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1548,Cropland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1549,Cropland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1550,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1551,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1552,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1553,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1554,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1555,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
1556,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Bareland,Water
1557,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1558,Cropland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1559,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
1560,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1561,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1562,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1563,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1564,Cropland,Bareland,Wetland,Water,Wetland,Built-up,Water,Grassland
1565,Cropland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1566,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1567,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1568,Cropland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1569,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1570,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1571,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1572,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1573,Cropland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1574,Cropland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
1575,Cropland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1576,Cropland,Bareland,Water,NULL,Water,Water,Wetland,Water
1577,Cropland,Bareland,Water,Water,Water,Grassland,Wetland,Water
1578,Cropland,Bareland,Water,Water,Water,Grassland,Water,Water
1579,Cropland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1580,Cropland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1581,Cropland,Bareland,Water,Water,Water,Bareland,Water,Water
1582,Cropland,Bareland,Water,Water,Water,Water,Wetland,Water
1583,Cropland,Bareland,Water,Water,Water,Water,Water,Water
1584,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1587,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1588,Cropland,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1589,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1590,Cropland,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1591,Cropland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1592,Cropland,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1593,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
1594,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1595,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1596,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1597,Cropland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1598,Cropland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1599,Cropland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1600,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1601,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1602,Cropland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1603,Cropland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1604,Cropland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1605,Cropland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1606,Cropland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1607,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1608,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1609,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1610,Cropland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1611,Cropland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1612,Cropland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1613,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1614,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1615,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1616,Cropland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1617,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1618,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1619,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1620,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1621,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1622,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1623,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1624,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1625,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1626,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1627,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1628,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1629,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1630,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1631,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1632,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1633,Cropland,Water,Wetland,Water,Wetland,Built-up,Water,Water
1634,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1635,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1636,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1637,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1638,Cropland,Water,Wetland,Water,Wetland,Water,Water,Forest
1639,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1640,Cropland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1641,Cropland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1642,Cropland,Water,Water,Water,Water,Grassland,Wetland,Grassland
1643,Cropland,Water,Water,Water,Water,Grassland,Water,Water
1644,Cropland,Water,Water,Water,Water,Water,Wetland,Forest
1645,Cropland,Water,Water,Water,Water,Water,Water,Grassland
1646,Cropland,Water,Water,Water,Water,Water,Water,Water
1647,Cropland,Water,Water,Water,Water,Water,Water,Forest
1648,Cropland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1649,Cropland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1650,Cropland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1651,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1652,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1653,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1654,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1655,Cropland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1656,Cropland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1657,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1658,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1659,Cropland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1660,Cropland,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1661,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1662,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1663,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1664,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1665,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1666,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1667,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
1668,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1669,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1670,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1671,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1672,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1673,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1674,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1675,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1676,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1677,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1678,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1679,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1680,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1681,Cropland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1682,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1683,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1684,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1685,Cropland,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1686,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1687,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1688,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1689,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1690,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1691,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1692,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1693,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1694,Cropland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1695,Cropland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1696,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1697,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
1698,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1699,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1700,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1701,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1702,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1703,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1704,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1705,Cropland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1706,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1707,Cropland,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1708,Cropland,Forest,Water,Water,Water,Grassland,Water,Water
1709,Cropland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1710,Cropland,Forest,Water,Water,Water,Wetland,Water,Water
1711,Cropland,Forest,Water,Water,Water,Bareland,Water,Bareland
1712,Cropland,Forest,Water,Water,Water,Water,Wetland,Grassland
1713,Cropland,Forest,Water,Water,Water,Water,Water,Water
1714,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1715,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1716,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1717,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1718,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1719,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1720,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1721,Cropland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1722,Cropland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1723,Cropland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1724,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1725,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1726,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1727,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1728,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1729,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1730,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1731,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1732,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1733,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1734,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1735,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1736,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Water
1737,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1738,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1739,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1740,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1741,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1742,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1743,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1744,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1745,Wetland,NULL,Water,Water,Water,Water,Water,Water
1746,Wetland,NULL,Water,Water,Water,Forest,Water,Forest
1747,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1748,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1749,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1750,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1751,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1752,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1753,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1754,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1755,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1756,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1757,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1758,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1759,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1760,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1761,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1762,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1763,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1764,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1765,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
1766,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1767,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1768,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1769,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1770,Wetland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1771,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1772,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1773,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1774,Wetland,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1775,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1776,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1777,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1778,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1779,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1780,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1781,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1782,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1783,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1784,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1785,Wetland,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1786,Wetland,Water,Water,Non_Water,Water,Bareland,Grassland,Forest
1787,Wetland,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
1788,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
1789,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1790,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
1791,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
1792,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1793,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1794,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1795,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
1796,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1797,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1798,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1799,Wetland,Water,Water,Water,Water,Water,Water,Water
1800,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1801,Wetland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
1802,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1803,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Forest
1804,Wetland,Forest,Water,Non_Water,Water,Water,Grassland,Forest
1805,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
1806,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1807,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1808,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1809,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1810,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1811,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1812,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1813,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1814,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1815,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1816,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1817,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1818,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1819,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1820,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1821,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1822,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1823,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1824,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1825,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1826,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1827,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1828,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
1829,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1830,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
1831,Bareland,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
1832,Bareland,NULL,Water,Water,Water,Grassland,Water,Water
1833,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
1834,Bareland,NULL,Water,Water,Water,Water,Water,Water
1835,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1836,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
1837,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Grassland,Water
1838,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Bareland
1839,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
1840,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1841,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1842,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
1843,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1844,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1845,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Water
1846,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
1847,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1848,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
1849,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1850,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1851,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Forest
1852,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1853,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1854,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1855,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
