Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNM_M_R
1826,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1827,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1828,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1829,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1830,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1831,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1832,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1833,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1834,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1835,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1836,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1837,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1838,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1839,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1840,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1841,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1842,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1843,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1844,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1845,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1846,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1847,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1848,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1849,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1850,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1851,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1852,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1853,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1854,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1855,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1856,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1857,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1858,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1859,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1860,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1861,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1862,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1863,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1864,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1865,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1866,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1867,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1868,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1869,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1870,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1871,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1872,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1873,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1874,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1875,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1876,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1877,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1878,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1879,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1880,NULL,Forest,Water,NULL,Water,Bareland,Grassland,Forest
1881,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1882,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1883,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1884,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1885,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1886,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1887,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1888,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1889,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1890,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1891,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1892,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1893,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1894,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1895,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1896,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1897,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1898,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1899,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1900,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1901,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1902,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1903,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1904,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1905,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1906,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1907,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1908,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1909,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1910,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1911,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1912,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1913,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1914,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1915,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1916,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1917,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1918,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1919,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1920,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1921,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1922,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1923,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1924,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1925,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1926,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1927,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1928,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1929,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1930,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1931,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1932,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1933,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1934,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1935,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1936,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1937,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1938,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1939,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1940,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1941,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1942,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1943,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1944,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1945,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1946,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
1947,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1948,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1949,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1950,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1951,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1952,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1953,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1954,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1955,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1956,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1957,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1958,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1959,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1960,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1961,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1962,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1963,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1964,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1965,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1966,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1967,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1968,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1969,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1970,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1971,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1972,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1973,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1974,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1975,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1976,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1977,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1978,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1979,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
1980,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1981,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
1982,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1983,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1984,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1985,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1986,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Wetland
1987,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1988,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1989,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1990,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1991,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1992,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1993,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1994,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1995,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1996,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1997,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1998,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1999,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2000,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2001,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2002,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2003,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2004,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2005,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2006,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2007,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2008,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2009,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2010,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2011,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2012,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2013,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2014,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2015,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2016,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2017,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2018,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
2019,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2020,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2021,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2022,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2023,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
2024,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2025,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2026,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
2027,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2028,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2029,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2030,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2031,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2032,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2033,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2034,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
2035,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2036,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2037,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
2038,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2039,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2040,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2041,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
2042,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2043,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2044,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2045,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2046,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2047,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2048,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2049,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2050,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2051,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2052,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
2064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2068,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2081,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2082,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2083,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2084,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2085,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2086,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2087,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2088,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2089,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2090,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2091,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
2105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
2109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
2123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
2144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
